target_id	length	eff_length	est_counts	tpm
GTX0536PRED_000044-T1	213	33.0321	19	3011.75
GTX0536PRED_000045-T1	495	267.853	57	1114.25
GTX0536PRED_000046-T1	1381	1153.8	34.9973	158.82
GTX0536PRED_000047-T1	1544	1316.8	2.00267	7.96326
GTX0536PRED_000047-T2	1281	1053.8	0	0
GTX0536PRED_000048-T1	8171	7943.8	3	1.9774
GTX0536PRED_000049-T1	666	438.799	0	0
GTX0536PRED_000050-T1	668	440.799	99	1175.97
GTX0536PRED_000051-T1	3192	2964.8	0	0
GTX0536PRED_000052-T1	576	348.799	1	15.0116
GTX0536PRED_000053-T1	771	543.799	2	19.2572
GTX0536PRED_000054-T1	2635	2407.8	0	0
GTX0536PRED_000055-T1	911	683.799	27	206.746
GTX0536PRED_000056-T1	1623	1395.8	29	108.787
GTX0536PRED_000057-T1	1089	861.799	809	4915.23
GTX0536PRED_000058-T1	7803	7575.8	14	9.67612
GTX0536PRED_000059-T1	879	651.799	0	0
GTX0536PRED_000060-T1	2399	2171.8	0	0
GTX0536PRED_000060-T2	2711	2483.8	0	0
GTX0536PRED_000061-T1	303	85.0454	0	0
GTX0536PRED_000062-T1	2659	2431.8	0	0
GTX0536PRED_000063-T1	3421	3193.8	53	86.89
GTX0536PRED_000064-T1	2051	1823.8	36	103.354
GTX0536PRED_000065-T1	1527	1299.8	2	8.05667
GTX0536PRED_000066-T1	3023	2795.8	0	0
GTX0536PRED_000066-T2	1699	1471.8	3	10.6727
GTX0536PRED_000067-T1	4410	4182.8	0	0
GTX0536PRED_000068-T1	690	462.799	0	0
GTX0536PRED_000069-T1	276	64.3889	0	0
GTX0536PRED_000070-T1	972	744.799	0	0
GTX0536PRED_000071-T1	1014	786.799	0	0
GTX0536PRED_000072-T1	351	126.681	0	0
GTX0536PRED_000073-T1	915	687.799	3	22.8382
GTX0536PRED_000074-T1	2658	2430.8	3	6.4621
GTX0536PRED_000075-T1	1736	1508.8	1	3.47033
GTX0536PRED_000076-T1	4646	4418.8	0	0
GTX0536PRED_000076-T2	4052	3824.8	0	0
GTX0536PRED_000077-T1	2163	1935.8	0	0
GTX0536PRED_000077-T2	2247	2019.8	0	0
GTX0536PRED_000077-T3	1429	1201.8	0	0
GTX0536PRED_000078-T1	1587	1359.8	0	0
GTX0536PRED_000079-T1	2992	2764.8	3	5.68145
GTX0536PRED_000080-T1	3625	3397.8	0	0
GTX0536PRED_000081-T1	1871	1643.8	32	101.93
GTX0536PRED_000082-T1	1176	948.799	92	507.709
GTX0536PRED_000083-T1	2998	2770.8	5	9.44858
GTX0536PRED_000084-T1	2912	2684.8	0	0
GTX0536PRED_000085-T1	1107	879.799	0	0
GTX0536PRED_000086-T1	1842	1614.8	0	0
GTX0536PRED_000087-T1	945	717.799	0	0
GTX0536PRED_000088-T1	979	751.799	0	0
GTX0536PRED_000089-T1	1734	1506.8	0	0
GTX0536PRED_000090-T1	3764	3536.8	0	0
GTX0536PRED_000091-T1	1325	1097.8	2	9.53913
GTX0536PRED_000092-T1	1872	1644.8	0	0
GTX0536PRED_000093-T1	1472	1244.8	0	0
GTX0536PRED_000094-T1	558	330.799	0	0
GTX0536PRED_000094-T2	991	763.799	0	0
GTX0536PRED_000095-T1	678	450.799	0	0
GTX0536PRED_000096-T1	736	508.799	0	0
GTX0536PRED_000097-T1	2250	2022.8	0	0
GTX0536PRED_000097-T2	2599	2371.8	0	0
GTX0536PRED_000098-T1	1413	1185.8	0	0
GTX0536PRED_000099-T1	1372	1144.8	0	0
GTX0536PRED_000100-T1	369	143.572	0	0
GTX0536PRED_000101-T1	2355	2127.8	0	0
GTX0536PRED_000102-T1	826	598.799	5	43.7211
GTX0536PRED_000103-T1	1869	1641.8	9	28.7028
GTX0536PRED_000104-T1	5274	5046.8	4	4.14998
GTX0536PRED_000104-T2	5542	5314.8	0	0
GTX0536PRED_000105-T1	1877	1649.8	6	19.0424
GTX0536PRED_000106-T1	369	143.572	0	0
GTX0536PRED_000107-T1	845	617.799	0	0
GTX0536PRED_000107-T2	765	537.799	0	0
GTX0536PRED_000108-T1	2515	2287.8	16	36.6188
GTX0536PRED_000109-T1	883	655.799	0	0
GTX0536PRED_000110-T1	2369	2141.8	95	232.245
GTX0536PRED_000111-T1	871	643.799	0	0
GTX0536PRED_000112-T1	1387	1159.8	0	0
GTX0536PRED_000113-T1	1617	1389.8	50	188.373
GTX0536PRED_000114-T1	2493	2265.8	14	32.3525
GTX0536PRED_000115-T1	702	474.799	11	121.307
GTX0536PRED_000116-T1	864	636.799	14	115.114
GTX0536PRED_000117-T1	4968	4740.8	0	0
GTX0536PRED_000117-T2	4371	4143.8	23	29.0624
GTX0536PRED_000118-T1	3693	3465.8	2	3.02154
GTX0536PRED_000119-T1	369	143.572	0	0
GTX0536PRED_000120-T1	12534	12306.8	3	1.27637
GTX0536PRED_000121-T1	1204	976.799	0	0
GTX0536PRED_000122-T1	2648	2420.8	1	2.16293
GTX0536PRED_000123-T1	3855	3627.8	0	0
GTX0536PRED_000124-T1	264	56.1748	0	0
GTX0536PRED_000125-T1	1918	1690.8	3	9.29033
GTX0536PRED_000126-T1	1547	1319.8	2	7.93458
GTX0536PRED_000127-T1	3372	3144.8	0	0
GTX0536PRED_000128-T1	1077	849.799	0	0
GTX0536PRED_000129-T1	3400	3172.8	0	0
GTX0536PRED_000129-T2	2218	1990.8	0	0
GTX0536PRED_000130-T1	1863	1635.8	0	0
GTX0536PRED_000130-T2	1750	1522.8	22	75.6453
GTX0536PRED_000131-T1	2869	2641.8	0	0
GTX0536PRED_000132-T1	2641	2413.8	0	0
GTX0536PRED_000133-T1	975	747.799	33	231.063
GTX0536PRED_000134-T1	4398	4170.8	7	8.7878
GTX0536PRED_000135-T1	2580	2352.8	0	0
GTX0536PRED_000136-T1	2049	1821.8	0	0
GTX0536PRED_000137-T1	1544	1316.8	2	7.95266
GTX0536PRED_000138-T1	1192	964.799	33	179.093
GTX0536PRED_000139-T1	1817	1589.8	4	13.1741
GTX0536PRED_000140-T1	2633	2405.8	0	0
GTX0536PRED_000140-T2	2700	2472.8	0	0
GTX0536PRED_000141-T1	342	118.385	0	0
GTX0536PRED_000142-T1	1371	1143.8	0	0
GTX0536PRED_000143-T1	3634	3406.8	54	82.9944
GTX0536PRED_000144-T1	513	285.827	0	0
GTX0536PRED_000145-T1	492	264.853	0	0
GTX0536PRED_000146-T1	2789	2561.8	0	0
GTX0536PRED_000146-T2	2622	2394.8	0	0
GTX0536PRED_000146-T3	2414	2186.8	0	0
GTX0536PRED_000147-T1	2045	1817.8	3	8.64126
GTX0536PRED_000148-T1	2117	1889.8	11	30.4775
GTX0536PRED_000149-T1	2084	1856.8	10	28.1992
GTX0536PRED_000150-T1	479	251.876	2	41.5762
GTX0536PRED_000151-T1	1592	1364.8	1	3.83648
GTX0536PRED_000152-T1	1165	937.799	14	78.1664
GTX0536PRED_000153-T1	2151	1923.8	39	106.147
GTX0536PRED_000154-T1	1923	1695.8	4	12.3506
GTX0536PRED_000155-T1	2229	2001.8	1	2.61566
GTX0536PRED_000156-T1	4567	4339.8	11	13.2716
GTX0536PRED_000157-T1	2820	2592.8	0	0
GTX0536PRED_000157-T2	3380	3152.8	0	0
GTX0536PRED_000158-T1	1953	1725.8	0	0
GTX0536PRED_000158-T2	1810	1582.8	17	56.2373
GTX0536PRED_000159-T1	1978	1750.8	1	2.99065
GTX0536PRED_000160-T1	1519	1291.8	0	0
GTX0536PRED_000160-T2	1610	1382.8	0	0
GTX0536PRED_000161-T1	684	456.799	0	0
GTX0536PRED_000162-T1	681	453.799	0	0
GTX0536PRED_000163-T1	5936	5708.8	6	5.50311
GTX0536PRED_000164-T1	697	469.799	0	0
GTX0536PRED_000165-T1	1967	1739.8	2	6.01911
GTX0536PRED_000166-T1	3079	2851.8	10	18.3604
GTX0536PRED_000167-T1	1761	1533.8	0	0
GTX0536PRED_000167-T2	1927	1699.8	0	0
GTX0536PRED_000167-T3	1832	1604.8	0	0
GTX0536PRED_000167-T4	2063	1835.8	0	0
GTX0536PRED_000168-T1	1549	1321.8	6	23.7677
GTX0536PRED_000169-T1	1315	1087.8	0	0
GTX0536PRED_000170-T1	895	667.799	0	0
GTX0536PRED_000171-T1	954	726.799	16	115.268
GTX0536PRED_000172-T1	2402	2174.8	0	0
GTX0536PRED_000173-T1	3641	3413.8	0	0
GTX0536PRED_000174-T1	1524	1296.8	0	0
GTX0536PRED_000175-T1	1617	1389.8	0	0
GTX0536PRED_000175-T2	1418	1190.8	1	4.39707
GTX0536PRED_000176-T1	2727	2499.8	26	54.459
GTX0536PRED_000177-T1	369	143.572	0	0
GTX0536PRED_000178-T1	405	178.507	0	0
GTX0536PRED_000179-T1	860	632.799	0	0
GTX0536PRED_000180-T1	1515	1287.8	19	77.2515
GTX0536PRED_000181-T1	3577	3349.8	0	0
GTX0536PRED_000181-T2	3551	3323.8	0	0
GTX0536PRED_000182-T1	1413	1185.8	11	48.5717
GTX0536PRED_000183-T1	840	612.799	0	0
GTX0536PRED_000184-T1	2375	2147.8	3	7.31357
GTX0536PRED_000184-T2	2835	2607.8	0	0
GTX0536PRED_000185-T1	832	604.799	0	0
GTX0536PRED_000186-T1	1507	1279.8	0	0
GTX0536PRED_000187-T1	678	450.799	0	0
GTX0536PRED_000188-T1	2232	2004.8	0	0
GTX0536PRED_000189-T1	2411	2183.8	13	31.1697
GTX0536PRED_000189-T2	2478	2250.8	1.33036e-08	3.0948e-08
GTX0536PRED_000190-T1	1200	972.799	0	0
GTX0536PRED_000191-T1	1734	1506.8	0	0
GTX0536PRED_000191-T2	1658	1430.8	13	47.5736
GTX0536PRED_000192-T1	2003	1775.8	1	2.94855
GTX0536PRED_000193-T1	2423	2195.8	2	4.76913
GTX0536PRED_000194-T1	2545	2317.8	0	0
GTX0536PRED_000195-T1	1703	1475.8	7	24.8355
GTX0536PRED_000195-T2	1769	1541.8	0	0
GTX0536PRED_000196-T1	1441	1213.8	0	0
GTX0536PRED_000197-T1	2320	2092.8	43	107.583
GTX0536PRED_000198-T1	1668	1440.8	21	76.3163
GTX0536PRED_000199-T1	2220	1992.8	5	13.1374
GTX0536PRED_000200-T1	2638	2410.8	33	71.6728
GTX0536PRED_000201-T1	3452	3224.8	16	25.9788
GTX0536PRED_000202-T1	384	157.956	0	0
GTX0536PRED_000203-T1	3925	3697.8	0	0
GTX0536PRED_000204-T1	4546	4318.8	0	0
GTX0536PRED_000204-T2	4582	4354.8	0	0
GTX0536PRED_000205-T1	1452	1224.8	282	1205.55
GTX0536PRED_000206-T1	1012	784.799	0	0
GTX0536PRED_000207-T1	1222	994.799	5	26.317
GTX0536PRED_000208-T1	3100	2872.8	43	78.3727
GTX0536PRED_000209-T1	2292	2064.8	0	0
GTX0536PRED_000210-T1	4679	4451.8	41	48.2225
GTX0536PRED_000211-T1	1500	1272.8	42	172.779
GTX0536PRED_000212-T1	835	607.799	0	0
GTX0536PRED_000213-T1	1613	1385.8	0	0
GTX0536PRED_000213-T2	966	738.799	0	0
GTX0536PRED_000214-T1	942	714.799	0	0
GTX0536PRED_000215-T1	3033	2805.8	0	0
GTX0536PRED_000216-T1	1726	1498.8	0	0
GTX0536PRED_000217-T1	2611	2383.8	41	90.0567
GTX0536PRED_000218-T1	612	384.799	0	0
GTX0536PRED_000219-T1	663	435.799	0	0
GTX0536PRED_000220-T1	405	178.507	0	0
GTX0536PRED_000221-T1	750	522.799	0	0
GTX0536PRED_000222-T1	1864	1636.8	16	51.1831
GTX0536PRED_000222-T2	1939	1711.8	0	0
GTX0536PRED_000223-T1	1549	1321.8	2	7.92257
GTX0536PRED_000224-T1	2259	2031.8	66	170.085
GTX0536PRED_000225-T1	1252	1024.8	3	15.328
GTX0536PRED_000226-T1	1922	1694.8	0	0
GTX0536PRED_000227-T1	3306	3078.8	1	1.70067
GTX0536PRED_000227-T2	2454	2226.8	0	0
GTX0536PRED_000228-T1	988	760.799	11	75.705
GTX0536PRED_000229-T1	72	19.8462	0	0
GTX0536PRED_000230-T1	2339	2111.8	21	52.0677
GTX0536PRED_000231-T1	2660	2432.8	0	0
GTX0536PRED_000232-T1	390	163.787	0	0
GTX0536PRED_000233-T1	1441	1213.8	2	8.6275
GTX0536PRED_000234-T1	3415	3187.8	31	50.9181
GTX0536PRED_000235-T1	3972	3744.8	0	0
GTX0536PRED_000236-T1	3897	3669.8	86	122.704
GTX0536PRED_000237-T1	1095	867.799	456	2751.36
GTX0536PRED_000238-T1	2432	2204.8	11	26.1231
GTX0536PRED_000239-T1	2263	2035.8	0	0
GTX0536PRED_000240-T1	2097	1869.8	7	19.6022
GTX0536PRED_000241-T1	345	121.151	0	0
GTX0536PRED_000242-T1	927	699.799	0	0
GTX0536PRED_000243-T1	828	600.799	0	0
GTX0536PRED_000244-T1	1841	1613.8	0	0
GTX0536PRED_000245-T1	303	85.0454	0	0
GTX0536PRED_000246-T1	3043	2815.8	3	5.57855
GTX0536PRED_000247-T1	591	363.799	0	0
GTX0536PRED_000248-T1	4814	4586.8	2	2.28308
GTX0536PRED_000249-T1	2806	2578.8	7	14.2129
GTX0536PRED_000250-T1	1030	802.799	0	0
GTX0536PRED_000250-T2	1026	798.799	0	0
GTX0536PRED_000251-T1	2650	2422.8	0	0
GTX0536PRED_000252-T1	1198	970.799	0	0
GTX0536PRED_000252-T2	1275	1047.8	0	0
GTX0536PRED_000253-T1	2301	2073.8	0	0
GTX0536PRED_000254-T1	2386	2158.8	0	0
GTX0536PRED_000255-T1	2946	2718.8	74	142.514
GTX0536PRED_000256-T1	720	492.799	3	31.8752
GTX0536PRED_000257-T1	621	393.799	2	26.5924
GTX0536PRED_000258-T1	1171	943.799	35	194.174
GTX0536PRED_000259-T1	1296	1068.8	21	102.879
GTX0536PRED_000260-T1	1578	1350.8	0	0
GTX0536PRED_000261-T1	3533	3305.8	1	1.58389
GTX0536PRED_000262-T1	4416	4188.8	0	0
GTX0536PRED_000262-T2	4370	4142.8	0	0
GTX0536PRED_000263-T1	2141	1913.8	6	16.4156
GTX0536PRED_000264-T1	2758	2530.8	8	16.5514
GTX0536PRED_000265-T1	1689	1461.8	70	250.733
GTX0536PRED_000266-T1	1206	978.799	10	53.4944
GTX0536PRED_000267-T1	2017	1789.8	31	90.6899
GTX0536PRED_000267-T2	2659	2431.8	0	0
GTX0536PRED_000267-T3	2090	1862.8	0	0
GTX0536PRED_000268-T1	3016	2788.8	0	0
GTX0536PRED_000269-T1	1041	813.799	4	25.7362
GTX0536PRED_000270-T1	1768	1540.8	13	44.1773
GTX0536PRED_000271-T1	1827	1599.8	0	0
GTX0536PRED_000272-T1	1578	1350.8	0	0
GTX0536PRED_000273-T1	1128	900.799	7	40.6885
GTX0536PRED_000274-T1	2052	1824.8	27	77.473
GTX0536PRED_000275-T1	324	102.479	0	0
GTX0536PRED_000276-T1	1815	1587.8	0	0
GTX0536PRED_000276-T2	1712	1484.8	3	10.5793
GTX0536PRED_000277-T1	504	276.853	7	132.389
GTX0536PRED_000278-T1	2362	2134.8	38	93.2026
GTX0536PRED_000279-T1	423	196.245	1	26.6811
GTX0536PRED_000280-T1	780	552.799	0	0
GTX0536PRED_000281-T1	486	258.853	1	20.2278
GTX0536PRED_000282-T1	961	733.799	0	0
GTX0536PRED_000283-T1	2477	2249.8	0	0
GTX0536PRED_000284-T1	568	340.799	36	553.103
GTX0536PRED_000285-T1	1348	1120.8	0	0
GTX0536PRED_000286-T1	1434	1206.8	7	30.3714
GTX0536PRED_000287-T1	2195	1967.8	0	0
GTX0536PRED_000287-T2	1300	1072.8	0	0
GTX0536PRED_000288-T1	804	576.799	0	0
GTX0536PRED_000289-T1	2538	2310.8	6	13.5954
GTX0536PRED_000290-T1	24735	24507.8	0	0
GTX0536PRED_000291-T1	20136	19908.8	0	0
GTX0536PRED_000292-T1	4659	4431.8	0	0
GTX0536PRED_000293-T1	5230	5002.8	0	0
GTX0536PRED_000293-T2	5181	4953.8	0	0
GTX0536PRED_000294-T1	1055	827.799	0	0
GTX0536PRED_000295-T1	1527	1299.8	9	36.255
GTX0536PRED_000296-T1	1529	1301.8	0	0
GTX0536PRED_000297-T1	904	676.799	0	0
GTX0536PRED_000298-T1	1280	1052.8	0	0
GTX0536PRED_000299-T1	1052	824.799	0	0
GTX0536PRED_000300-T1	1661	1433.8	1	3.65185
GTX0536PRED_000301-T1	1332	1104.8	160	758.295
GTX0536PRED_000302-T1	2527	2299.8	14	31.8742
GTX0536PRED_000303-T1	3938	3710.8	43	60.674
GTX0536PRED_000304-T1	411	184.383	0	0
GTX0536PRED_000305-T1	2085	1857.8	5	14.092
GTX0536PRED_000306-T1	1800	1572.8	6	19.9747
GTX0536PRED_000307-T1	1023	795.799	2	13.1592
GTX0536PRED_000308-T1	1317	1089.8	0	0
GTX0536PRED_000309-T1	1364	1136.8	59	271.75
GTX0536PRED_000310-T1	1458	1230.8	0	0
GTX0536PRED_000311-T1	2364	2136.8	26	63.7105
GTX0536PRED_000311-T2	2435	2207.8	0	0
GTX0536PRED_000312-T1	13192	12964.8	0	0
GTX0536PRED_000314-T1	348	123.867	0	0
GTX0536PRED_000315-T1	2847	2619.8	0	0
GTX0536PRED_000316-T1	1815	1587.8	0	0
GTX0536PRED_000317-T1	3990	3762.8	0	0
GTX0536PRED_000317-T2	4063	3835.8	0	0
GTX0536PRED_000318-T1	4295	4067.8	11	14.1591
GTX0536PRED_000319-T1	1557	1329.8	1	3.93746
GTX0536PRED_000320-T1	3081	2853.8	19	34.8604
GTX0536PRED_000321-T1	2507	2279.8	4	9.18682
GTX0536PRED_000322-T1	1267	1039.8	2	10.0712
GTX0536PRED_000323-T1	3667	3439.8	7	10.6553
GTX0536PRED_000324-T1	1006	778.799	15	100.848
GTX0536PRED_000324-T2	1843	1615.8	0	0
GTX0536PRED_000325-T1	1873	1645.8	0	0
GTX0536PRED_000325-T2	1592	1364.8	2	7.67296
GTX0536PRED_000326-T1	2247	2019.8	0	0
GTX0536PRED_000326-T2	1336	1108.8	0	0
GTX0536PRED_000327-T1	2237	2009.8	7	18.2367
GTX0536PRED_000328-T1	555	327.799	0	0
GTX0536PRED_000329-T1	2003	1775.8	3	8.84564
GTX0536PRED_000330-T1	2641	2413.8	16	34.7073
GTX0536PRED_000331-T1	1071	843.799	10	62.053
GTX0536PRED_000332-T1	783	555.799	85	800.761
GTX0536PRED_000333-T1	2428	2200.8	1	2.37915
GTX0536PRED_000334-T1	1891	1663.8	8	25.1762
GTX0536PRED_000334-T2	1920	1692.8	0	0
GTX0536PRED_000335-T1	1959	1731.8	0	0
GTX0536PRED_000336-T1	916	688.799	8	60.8134
GTX0536PRED_000337-T1	1885	1657.8	3	9.47526
GTX0536PRED_000338-T1	1043	815.799	0	0
GTX0536PRED_000338-T2	1012	784.799	0	0
GTX0536PRED_000338-T3	973	745.799	1	7.02069
GTX0536PRED_000339-T1	1029	801.799	17	111.016
GTX0536PRED_000340-T1	1703	1475.8	25	88.6981
GTX0536PRED_000341-T1	2171	1943.8	10	26.9371
GTX0536PRED_000342-T1	985	757.799	0	0
GTX0536PRED_000342-T2	996	768.799	0	0
GTX0536PRED_000343-T1	3472	3244.8	3	4.841
GTX0536PRED_000344-T1	1495	1267.8	0	0
GTX0536PRED_000344-T2	1362	1134.8	0	0
GTX0536PRED_000345-T1	1757	1529.8	7	23.9588
GTX0536PRED_000346-T1	891	663.799	0	0
GTX0536PRED_000347-T1	987	759.799	0	0
GTX0536PRED_000348-T1	9278	9050.8	97	56.116
GTX0536PRED_000349-T1	1806	1578.8	0	0
GTX0536PRED_000350-T1	282	68.7197	0	0
GTX0536PRED_000351-T1	1610	1382.8	0	0
GTX0536PRED_000352-T1	2513	2285.8	5	11.4534
GTX0536PRED_000353-T1	873	645.799	0	0
GTX0536PRED_000354-T1	2043	1815.8	0	0
GTX0536PRED_000355-T1	7589	7361.8	0	0
GTX0536PRED_000355-T2	7320	7092.8	1	0.738217
GTX0536PRED_000356-T1	2442	2214.8	0	0
GTX0536PRED_000356-T2	2064	1836.8	3	8.55187
GTX0536PRED_000357-T1	2116	1888.8	2	5.54429
GTX0536PRED_000358-T1	3031	2803.8	1	1.86747
GTX0536PRED_000359-T1	2372	2144.8	44	107.416
GTX0536PRED_000360-T1	2087	1859.8	0	0
GTX0536PRED_000360-T2	1998	1770.8	0	0
GTX0536PRED_000361-T1	1695	1467.8	0	0
GTX0536PRED_000362-T1	2526	2298.8	21	47.8322
GTX0536PRED_000363-T1	3206	2978.8	0	0
GTX0536PRED_000364-T1	432	205.144	0	0
GTX0536PRED_000365-T1	1841	1613.8	0	0
GTX0536PRED_000366-T1	3225	2997.8	12	20.9595
GTX0536PRED_000366-T2	3362	3134.8	0	0
GTX0536PRED_000367-T1	1185	957.799	3	16.4002
GTX0536PRED_000368-T1	822	594.799	17	149.651
GTX0536PRED_000369-T1	810	582.799	3	26.9528
GTX0536PRED_000370-T1	1812	1584.8	24	79.2937
GTX0536PRED_000371-T1	1435	1207.8	2	8.67036
GTX0536PRED_000372-T1	921	693.799	0	0
GTX0536PRED_000373-T1	1877	1649.8	9	28.5636
GTX0536PRED_000374-T1	1433	1205.8	0	0
GTX0536PRED_000375-T1	1495	1267.8	0	0
GTX0536PRED_000376-T1	1173	945.799	0	0
GTX0536PRED_000377-T1	660	432.799	42	508.118
GTX0536PRED_000378-T1	2098	1870.8	5	13.9941
GTX0536PRED_000379-T1	357	132.251	0	0
GTX0536PRED_000380-T1	2029	1801.8	0	0
GTX0536PRED_000381-T1	2199	1971.8	0	0
GTX0536PRED_000382-T1	1866	1638.8	0	0
GTX0536PRED_000382-T2	1807	1579.8	3	9.94308
GTX0536PRED_000383-T1	2779	2551.8	0	0
GTX0536PRED_000384-T1	1177	949.799	1	5.51277
GTX0536PRED_000385-T1	1934	1706.8	2	6.13549
GTX0536PRED_000386-T1	2481	2253.8	1	2.3232
GTX0536PRED_000387-T1	3110	2882.8	0	0
GTX0536PRED_000388-T1	1039	811.799	2	12.8998
GTX0536PRED_000389-T1	1979	1751.8	28	83.6904
GTX0536PRED_000390-T1	2659	2431.8	4	8.61259
GTX0536PRED_000391-T1	1111	883.799	159	941.988
GTX0536PRED_000392-T1	6570	6342.8	0	0
GTX0536PRED_000393-T1	948	720.799	0	0
GTX0536PRED_000394-T1	978	750.799	31	216.192
GTX0536PRED_000395-T1	2065	1837.8	2	5.69815
GTX0536PRED_000396-T1	2679	2451.8	0	0
GTX0536PRED_000397-T1	1098	870.799	0	0
GTX0536PRED_000398-T1	2424	2196.8	0	0
GTX0536PRED_000399-T1	858	630.799	0	0
GTX0536PRED_000400-T1	780	552.799	0	0
GTX0536PRED_000401-T1	342	118.385	0	0
GTX0536PRED_000402-T1	492	264.853	0	0
GTX0536PRED_000403-T1	1156	928.799	0	0
GTX0536PRED_000403-T2	807	579.799	0	0
GTX0536PRED_000404-T1	1375	1147.8	0	0
GTX0536PRED_000405-T1	1419	1191.8	0	0
GTX0536PRED_000406-T1	1865	1637.8	38	121.486
GTX0536PRED_000407-T1	1251	1023.8	10	51.1431
GTX0536PRED_000408-T1	3111	2883.8	0	0
GTX0536PRED_000409-T1	372	146.492	0	0
GTX0536PRED_000410-T1	2364	2136.8	1	2.45041
GTX0536PRED_000411-T1	1548	1320.8	0	0
GTX0536PRED_000412-T1	1482	1254.8	0	0
GTX0536PRED_000413-T1	912	684.799	0	0
GTX0536PRED_000414-T1	5638	5410.8	31	29.9987
GTX0536PRED_000415-T1	1293	1065.8	4	19.6511
GTX0536PRED_000416-T1	1673	1445.8	3	10.8646
GTX0536PRED_000417-T1	1259	1031.8	0	0
GTX0536PRED_000418-T1	1725	1497.8	0	0
GTX0536PRED_000419-T1	4435	4207.8	18	22.3985
GTX0536PRED_000420-T1	1194	966.799	0	0
GTX0536PRED_000420-T2	1269	1041.8	0	0
GTX0536PRED_000421-T1	3023	2795.8	6	11.2369
GTX0536PRED_000422-T1	435	208.134	0	0
GTX0536PRED_000423-T1	1408	1180.8	0	0
GTX0536PRED_000424-T1	1710	1482.8	4	14.1247
GTX0536PRED_000425-T1	3196	2968.8	0	0
GTX0536PRED_000426-T1	3059	2831.8	7	12.9431
GTX0536PRED_000427-T1	966	738.799	3	21.2616
GTX0536PRED_000428-T1	1047	819.799	0	0
GTX0536PRED_000429-T1	2331	2103.8	0	0
GTX0536PRED_000430-T1	522	294.813	0	0
GTX0536PRED_000431-T1	4835	4607.8	0	0
GTX0536PRED_000432-T1	618	390.799	0	0
GTX0536PRED_000433-T1	4577	4349.8	13	15.6486
GTX0536PRED_000434-T1	1975	1747.8	11	32.9536
GTX0536PRED_000434-T2	2021	1793.8	0	0
GTX0536PRED_000434-T3	1968	1740.8	0	0
GTX0536PRED_000435-T1	1473	1245.8	0	0
GTX0536PRED_000436-T1	2837	2609.8	15	30.0944
GTX0536PRED_000437-T1	588	360.799	0	0
GTX0536PRED_000438-T1	1092	864.799	0	0
GTX0536PRED_000439-T1	940	712.799	5	36.7286
GTX0536PRED_000440-T1	1103	875.799	2	11.9571
GTX0536PRED_000441-T1	1204	976.799	18	96.487
