Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein HKX48_009043 [Thoreauomyces humboldtii],Thoreauomyces humboldtii,415,415,100%,2e-141,59.82,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ3007588.1?report=genbank&log$=prottop&blast_rank=11&RID=ZUJAX3Z9013"",""KAJ3007588.1"")"
g9278 [Coccomyxa elongata],Coccomyxa elongata,414,414,98%,3e-141,63.41,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL8469736.1?report=genbank&log$=prottop&blast_rank=12&RID=ZUJAX3Z9013"",""CAL8469736.1"")"
hypothetical protein [Peltigera leucophlebia],Peltigera leucophlebia,409,409,99%,2e-139,60.78,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1344975.1?report=genbank&log$=prottop&blast_rank=13&RID=ZUJAX3Z9013"",""MCJ1344975.1"")"
"Short-chain dehydrogenase TIC 32, chloroplastic [Coccomyxa sp. Obi]",Coccomyxa sp. Obi,407,407,98%,7e-139,61.89,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BDA47804.1?report=genbank&log$=prottop&blast_rank=14&RID=ZUJAX3Z9013"",""BDA47804.1"")"
hypothetical protein [Xylographa trunciseda],Xylographa trunciseda,404,404,99%,2e-137,60.12,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1401821.1?report=genbank&log$=prottop&blast_rank=15&RID=ZUJAX3Z9013"",""MCJ1401821.1"")"
unnamed protein product [Clonostachys rosea f. rosea IK726],Clonostachys rosea f. rosea IK726,403,403,99%,5e-137,60.12,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG9950599.1?report=genbank&log$=prottop&blast_rank=16&RID=ZUJAX3Z9013"",""CAG9950599.1"")"
hypothetical protein OEA41_006493 [Lepraria neglecta],Lepraria neglecta,397,397,99%,8e-135,59.28,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3173164.1?report=genbank&log$=prottop&blast_rank=17&RID=ZUJAX3Z9013"",""KAK3173164.1"")"
hypothetical protein [Lobaria immixta],Lobaria immixta,394,394,99%,1e-133,57.19,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1269400.1?report=genbank&log$=prottop&blast_rank=18&RID=ZUJAX3Z9013"",""MCJ1269400.1"")"
hypothetical protein PhCBS80983_g00440 [Powellomyces hirtus],Powellomyces hirtus,394,394,99%,2e-133,56.30,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TPX62330.1?report=genbank&log$=prottop&blast_rank=19&RID=ZUJAX3Z9013"",""TPX62330.1"")"
short-chain dehydrogenase [Glonium stellatum],Glonium stellatum,394,394,99%,2e-133,57.49,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OCL05058.1?report=genbank&log$=prottop&blast_rank=20&RID=ZUJAX3Z9013"",""OCL05058.1"")"
hypothetical protein [Xylographa bjoerkii],Xylographa bjoerkii,394,394,99%,3e-133,58.91,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1394476.1?report=genbank&log$=prottop&blast_rank=21&RID=ZUJAX3Z9013"",""MCJ1394476.1"")"
hypothetical protein PhCBS80983_g04571 [Powellomyces hirtus],Powellomyces hirtus,394,394,99%,3e-133,57.99,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TPX56365.1?report=genbank&log$=prottop&blast_rank=22&RID=ZUJAX3Z9013"",""TPX56365.1"")"
related to reductases [Cephalotrichum gorgonifer],Cephalotrichum gorgonifer,393,393,99%,7e-133,57.69,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SPO06807.1?report=genbank&log$=prottop&blast_rank=23&RID=ZUJAX3Z9013"",""SPO06807.1"")"
hypothetical protein PhCBS80983_g04224 [Powellomyces hirtus],Powellomyces hirtus,392,392,99%,8e-133,55.92,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TPX56878.1?report=genbank&log$=prottop&blast_rank=24&RID=ZUJAX3Z9013"",""TPX56878.1"")"
hypothetical protein [Mycoblastus sanguinarius],Mycoblastus sanguinarius,392,392,99%,2e-132,57.95,348,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1452110.1?report=genbank&log$=prottop&blast_rank=25&RID=ZUJAX3Z9013"",""MCJ1452110.1"")"
hypothetical protein XPA_009949 [Xanthoria parietina],Xanthoria parietina,393,393,99%,4e-132,59.28,392,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL8584347.1?report=genbank&log$=prottop&blast_rank=26&RID=ZUJAX3Z9013"",""CAL8584347.1"")"
NAD(P)-binding protein [Cenococcum geophilum 1.58],Cenococcum geophilum 1.58,390,390,99%,5e-132,60.66,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_067501084.1?report=genbank&log$=prottop&blast_rank=27&RID=ZUJAX3Z9013"",""XP_067501084.1"")"
short chain dehydrogenase [Powellomyces hirtus],Powellomyces hirtus,390,390,99%,5e-132,55.62,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI8906222.1?report=genbank&log$=prottop&blast_rank=28&RID=ZUJAX3Z9013"",""KAI8906222.1"")"
hypothetical protein EDB80DRAFT_805396 [Ilyonectria destructans],Ilyonectria destructans,390,390,99%,6e-132,58.88,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7021887.1?report=genbank&log$=prottop&blast_rank=29&RID=ZUJAX3Z9013"",""KAH7021887.1"")"
hypothetical protein LTR37_005910 [Vermiconidia calcicola],Vermiconidia calcicola,390,390,99%,1e-131,56.42,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3717201.1?report=genbank&log$=prottop&blast_rank=30&RID=ZUJAX3Z9013"",""KAK3717201.1"")"
uncharacterized protein HO133_004889 [Letharia lupina],Letharia lupina,389,389,99%,1e-131,59.10,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_037157802.1?report=genbank&log$=prottop&blast_rank=31&RID=ZUJAX3Z9013"",""XP_037157802.1"")"
MAG: hypothetical protein L6R36_008615 [Xanthoria steineri],Xanthoria steineri,389,389,99%,2e-131,58.68,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4219019.1?report=genbank&log$=prottop&blast_rank=32&RID=ZUJAX3Z9013"",""KAI4219019.1"")"
MAG: hypothetical protein ASARMPREDX12_007391 [Alectoria sarmentosa],Alectoria sarmentosa,389,389,99%,2e-131,59.04,330,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD6575606.1?report=genbank&log$=prottop&blast_rank=33&RID=ZUJAX3Z9013"",""CAD6575606.1"")"
hypothetical protein [Pseudocyphellaria aurata],Pseudocyphellaria aurata,389,389,99%,2e-131,57.78,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1464838.1?report=genbank&log$=prottop&blast_rank=34&RID=ZUJAX3Z9013"",""MCJ1464838.1"")"
short chain dehydrogenase [Powellomyces hirtus],Powellomyces hirtus,390,390,99%,4e-131,56.01,398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI8920782.1?report=genbank&log$=prottop&blast_rank=35&RID=ZUJAX3Z9013"",""KAI8920782.1"")"
hypothetical protein LTR37_006230 [Vermiconidia calcicola],Vermiconidia calcicola,388,388,99%,6e-131,57.19,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3716880.1?report=genbank&log$=prottop&blast_rank=36&RID=ZUJAX3Z9013"",""KAK3716880.1"")"
NAD(P)-binding protein [Glonium stellatum],Glonium stellatum,386,386,99%,2e-130,58.73,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OCL14683.1?report=genbank&log$=prottop&blast_rank=37&RID=ZUJAX3Z9013"",""OCL14683.1"")"
MAG: hypothetical protein LQ349_003273 [Xanthoria aureola],Xanthoria aureola,386,386,99%,2e-130,58.08,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4235275.1?report=genbank&log$=prottop&blast_rank=38&RID=ZUJAX3Z9013"",""KAI4235275.1"")"
MAG: hypothetical protein LQ337_007157 [Flavoplaca oasis],Flavoplaca oasis,386,386,99%,2e-130,57.96,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4269638.1?report=genbank&log$=prottop&blast_rank=39&RID=ZUJAX3Z9013"",""KAI4269638.1"")"
MAG: hypothetical protein ALECFALPRED_000376 [Alectoria fallacina],Alectoria fallacina,386,386,99%,2e-130,58.61,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAF9917822.1?report=genbank&log$=prottop&blast_rank=40&RID=ZUJAX3Z9013"",""CAF9917822.1"")"
hypothetical protein ABBQ32_000802 [Trebouxia sp. C0010 RCD-2024],Trebouxia sp. C0010 RCD-2024,382,382,62%,2e-130,90.29,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL3146561.1?report=genbank&log$=prottop&blast_rank=41&RID=ZUJAX3Z9013"",""KAL3146561.1"")"
hypothetical protein LTS18_000080 [Coniosporium uncinatum],Coniosporium uncinatum,385,385,100%,9e-130,59.29,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3065603.1?report=genbank&log$=prottop&blast_rank=42&RID=ZUJAX3Z9013"",""KAK3065603.1"")"
MAG: hypothetical protein FRX49_08423 [Trebouxia sp. A1-2],Trebouxia sp. A1-2,383,383,82%,1e-129,65.20,292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA6421479.1?report=genbank&log$=prottop&blast_rank=43&RID=ZUJAX3Z9013"",""KAA6421479.1"")"
NAD(P)-binding protein [Aspergillus karnatakaensis],Aspergillus karnatakaensis,384,384,99%,2e-129,58.58,328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL4875854.1?report=genbank&log$=prottop&blast_rank=44&RID=ZUJAX3Z9013"",""KAL4875854.1"")"
g3328 [Coccomyxa viridis],Coccomyxa viridis,383,383,98%,3e-129,60.79,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL5221182.1?report=genbank&log$=prottop&blast_rank=45&RID=ZUJAX3Z9013"",""CAL5221182.1"")"
hypothetical protein V499_02550 [Pseudogymnoascus sp. VKM F-103],Pseudogymnoascus sp. VKM F-103,384,384,99%,3e-129,57.96,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KFY78234.1?report=genbank&log$=prottop&blast_rank=46&RID=ZUJAX3Z9013"",""KFY78234.1"")"
hypothetical protein [Lobaria immixta],Lobaria immixta,383,383,99%,4e-129,56.42,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1260505.1?report=genbank&log$=prottop&blast_rank=47&RID=ZUJAX3Z9013"",""MCJ1260505.1"")"
hypothetical protein IMSHALPRED_001263 [Imshaugia aleurites],Imshaugia aleurites,383,383,99%,4e-129,58.81,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAF9939231.1?report=genbank&log$=prottop&blast_rank=48&RID=ZUJAX3Z9013"",""CAF9939231.1"")"
MAG: hypothetical protein LQ339_001844 [Xanthoria mediterranea],Xanthoria mediterranea,383,383,99%,5e-129,57.78,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4109344.1?report=genbank&log$=prottop&blast_rank=49&RID=ZUJAX3Z9013"",""KAI4109344.1"")"
MAG: hypothetical protein M1827_000686 [Pycnora praestabilis],Pycnora praestabilis,382,382,99%,7e-129,58.43,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI9818062.1?report=genbank&log$=prottop&blast_rank=50&RID=ZUJAX3Z9013"",""KAI9818062.1"")"
MAG: hypothetical protein LQ343_007248 [Gyalolechia ehrenbergii],Gyalolechia ehrenbergii,382,382,99%,7e-129,55.99,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4167395.1?report=genbank&log$=prottop&blast_rank=51&RID=ZUJAX3Z9013"",""KAI4167395.1"")"
hypothetical protein BKA56DRAFT_477314 [Ilyonectria sp. MPI-CAGE-AT-0026],Ilyonectria sp. MPI-CAGE-AT-0026,382,382,99%,1e-128,57.10,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH6988843.1?report=genbank&log$=prottop&blast_rank=52&RID=ZUJAX3Z9013"",""KAH6988843.1"")"
hypothetical protein LTR53_001611 [Teratosphaeriaceae sp. CCFEE 6253],Teratosphaeriaceae sp. CCFEE 6253,382,382,99%,2e-128,56.51,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3075246.1?report=genbank&log$=prottop&blast_rank=53&RID=ZUJAX3Z9013"",""KAK3075246.1"")"
MAG: hypothetical protein L6R38_001892 [Xanthoria sp. 2 TBL-2021],Xanthoria sp. 2 TBL-2021,381,381,99%,3e-128,56.29,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4283845.1?report=genbank&log$=prottop&blast_rank=54&RID=ZUJAX3Z9013"",""KAI4283845.1"")"
hypothetical protein NCS52_00170200 [Fusarium sp. LHS14.1],Fusarium sp. LHS14.1,381,381,99%,3e-128,55.49,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI8723150.1?report=genbank&log$=prottop&blast_rank=55&RID=ZUJAX3Z9013"",""KAI8723150.1"")"
hypothetical protein LTR53_005213 [Teratosphaeriaceae sp. CCFEE 6253],Teratosphaeriaceae sp. CCFEE 6253,381,381,99%,3e-128,55.92,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3073311.1?report=genbank&log$=prottop&blast_rank=56&RID=ZUJAX3Z9013"",""KAK3073311.1"")"
hypothetical protein LTR85_007051 [Meristemomyces frigidus],Meristemomyces frigidus,381,381,99%,4e-128,55.19,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK5119975.1?report=genbank&log$=prottop&blast_rank=57&RID=ZUJAX3Z9013"",""KAK5119975.1"")"
hypothetical protein [Toensbergia leucococca],Toensbergia leucococca,380,380,99%,5e-128,58.21,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1231466.1?report=genbank&log$=prottop&blast_rank=58&RID=ZUJAX3Z9013"",""MCJ1231466.1"")"
short-chain dehydrogenase [Colletotrichum godetiae],Colletotrichum godetiae,380,380,100%,5e-128,55.92,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_060433440.1?report=genbank&log$=prottop&blast_rank=59&RID=ZUJAX3Z9013"",""XP_060433440.1"")"
MAG: hypothetical protein LQ346_005197 [Caloplaca aetnensis],Caloplaca aetnensis,380,380,99%,8e-128,56.42,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4188990.1?report=genbank&log$=prottop&blast_rank=60&RID=ZUJAX3Z9013"",""KAI4188990.1"")"
hypothetical protein Neosp_001797 [[Neocosmospora] sp. MSC-2022a],[Neocosmospora] sp. MSC-2022a,380,380,99%,9e-128,55.19,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL2691412.1?report=genbank&log$=prottop&blast_rank=61&RID=ZUJAX3Z9013"",""KAL2691412.1"")"
MAG: hypothetical protein L6R40_007500 [Xanthomendoza cf. fulva],Xanthomendoza cf. fulva,379,379,99%,1e-127,57.96,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI4232135.1?report=genbank&log$=prottop&blast_rank=62&RID=ZUJAX3Z9013"",""KAI4232135.1"")"
hypothetical protein HKX48_007089 [Thoreauomyces humboldtii],Thoreauomyces humboldtii,378,378,99%,3e-127,55.26,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ3010982.1?report=genbank&log$=prottop&blast_rank=63&RID=ZUJAX3Z9013"",""KAJ3010982.1"")"
uncharacterized protein NECHADRAFT_32426 [Fusarium vanettenii 77-13-4],Fusarium vanettenii 77-13-4,378,378,99%,3e-127,55.19,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003045813.1?report=genbank&log$=prottop&blast_rank=64&RID=ZUJAX3Z9013"",""XP_003045813.1"")"
"hypothetical protein B7463_g8890, partial [Scytalidium lignicola]",Scytalidium lignicola,378,378,99%,3e-127,57.89,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RFU27442.1?report=genbank&log$=prottop&blast_rank=65&RID=ZUJAX3Z9013"",""RFU27442.1"")"
short-chain dehydrogenase [Colletotrichum salicis],Colletotrichum salicis,378,378,100%,4e-127,55.62,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KXH36782.1?report=genbank&log$=prottop&blast_rank=66&RID=ZUJAX3Z9013"",""KXH36782.1"")"
hypothetical protein NCS57_00214000 [Fusarium keratoplasticum],Fusarium keratoplasticum,378,378,99%,4e-127,54.60,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_052917421.1?report=genbank&log$=prottop&blast_rank=67&RID=ZUJAX3Z9013"",""XP_052917421.1"")"
hypothetical protein NCS55_00217800 [Fusarium keratoplasticum],Fusarium keratoplasticum,379,379,100%,5e-127,54.71,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI8685454.1?report=genbank&log$=prottop&blast_rank=68&RID=ZUJAX3Z9013"",""KAI8685454.1"")"
hypothetical protein WJX73_005824 [Symbiochloris irregularis],Symbiochloris irregularis,377,377,99%,7e-127,57.40,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK9802621.1?report=genbank&log$=prottop&blast_rank=69&RID=ZUJAX3Z9013"",""KAK9802621.1"")"
unnamed protein product [Clonostachys rosea],Clonostachys rosea,377,377,99%,7e-127,58.63,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VUC32110.1?report=genbank&log$=prottop&blast_rank=70&RID=ZUJAX3Z9013"",""VUC32110.1"")"
hypothetical protein NW759_004958 [Fusarium solani],Fusarium solani,377,377,99%,9e-127,54.30,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ4226371.1?report=genbank&log$=prottop&blast_rank=71&RID=ZUJAX3Z9013"",""KAJ4226371.1"")"
hypothetical protein HDU90_003344 [Geranomyces variabilis],Geranomyces variabilis,377,377,100%,9e-127,55.26,350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ3136292.1?report=genbank&log$=prottop&blast_rank=72&RID=ZUJAX3Z9013"",""KAJ3136292.1"")"
uncharacterized protein MRS44_006792 [Fusarium solani],Fusarium solani,377,377,99%,9e-127,54.60,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046139584.2?report=genbank&log$=prottop&blast_rank=73&RID=ZUJAX3Z9013"",""XP_046139584.2"")"
hypothetical protein CEP51_002714 [Fusarium floridanum],Fusarium floridanum,377,377,99%,9e-127,55.49,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RSL86601.1?report=genbank&log$=prottop&blast_rank=74&RID=ZUJAX3Z9013"",""RSL86601.1"")"
hypothetical protein [Trapelia coarctata],Trapelia coarctata,376,376,100%,1e-126,57.66,325,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1249779.1?report=genbank&log$=prottop&blast_rank=75&RID=ZUJAX3Z9013"",""MCJ1249779.1"")"
hypothetical protein CDV31_015545 [Fusarium ambrosium],Fusarium ambrosium,377,377,99%,2e-126,55.19,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RSL91093.1?report=genbank&log$=prottop&blast_rank=76&RID=ZUJAX3Z9013"",""RSL91093.1"")"
hypothetical protein ABW19_dt0202302 [Dactylella cylindrospora],Dactylella cylindrospora,376,376,100%,2e-126,53.13,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF3928980.1?report=genbank&log$=prottop&blast_rank=77&RID=ZUJAX3Z9013"",""KAF3928980.1"")"
hypothetical protein B0J15DRAFT_434543 [Fusarium solani],Fusarium solani,376,376,99%,3e-126,54.30,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7274967.1?report=genbank&log$=prottop&blast_rank=78&RID=ZUJAX3Z9013"",""KAH7274967.1"")"
short-chain dehydrogenase [Colletotrichum phormii],Colletotrichum phormii,376,376,100%,3e-126,55.33,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_060448536.1?report=genbank&log$=prottop&blast_rank=79&RID=ZUJAX3Z9013"",""XP_060448536.1"")"
hypothetical protein LTR36_009328 [Oleoguttula mirabilis],Oleoguttula mirabilis,376,376,99%,3e-126,54.90,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK4548418.1?report=genbank&log$=prottop&blast_rank=80&RID=ZUJAX3Z9013"",""KAK4548418.1"")"
hypothetical protein PV11_06328 [Exophiala sideris],Exophiala sideris,376,376,99%,3e-126,60.30,342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KIV78708.1?report=genbank&log$=prottop&blast_rank=81&RID=ZUJAX3Z9013"",""KIV78708.1"")"
hypothetical protein [Sticta canariensis],Sticta canariensis,380,380,99%,3e-126,56.89,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1425611.1?report=genbank&log$=prottop&blast_rank=82&RID=ZUJAX3Z9013"",""MCJ1425611.1"")"
uncharacterized protein EDD37DRAFT_646062 [Exophiala viscosa],Exophiala viscosa,375,375,99%,4e-126,59.70,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_062676232.1?report=genbank&log$=prottop&blast_rank=83&RID=ZUJAX3Z9013"",""XP_062676232.1"")"
hypothetical protein EDD36DRAFT_460991 [Exophiala viscosa],Exophiala viscosa,375,375,99%,5e-126,59.70,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI1616097.1?report=genbank&log$=prottop&blast_rank=84&RID=ZUJAX3Z9013"",""KAI1616097.1"")"
uncharacterized protein KY384_004803 [Bacidia gigantensis],Bacidia gigantensis,375,375,99%,6e-126,58.13,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_044669584.1?report=genbank&log$=prottop&blast_rank=85&RID=ZUJAX3Z9013"",""XP_044669584.1"")"
short-chain dehydrogenase/reductase-like protein [Xylogone sp. PMI_703],Xylogone sp. PMI_703,375,375,99%,6e-126,57.31,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH8803532.1?report=genbank&log$=prottop&blast_rank=86&RID=ZUJAX3Z9013"",""KAH8803532.1"")"
hypothetical protein LTR09_009759 [Extremus antarcticus],Extremus antarcticus,374,374,99%,1e-125,55.22,336,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3048864.1?report=genbank&log$=prottop&blast_rank=87&RID=ZUJAX3Z9013"",""KAK3048864.1"")"
hypothetical protein FB567DRAFT_296596 [Paraphoma chrysanthemicola],Paraphoma chrysanthemicola,374,374,99%,2e-125,57.53,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7090634.1?report=genbank&log$=prottop&blast_rank=88&RID=ZUJAX3Z9013"",""KAH7090634.1"")"
short-chain dehydrogenase [Colletotrichum nymphaeae SA-01],Colletotrichum nymphaeae SA-01,374,374,100%,2e-125,55.62,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KXH39149.1?report=genbank&log$=prottop&blast_rank=89&RID=ZUJAX3Z9013"",""KXH39149.1"")"
hypothetical protein N0V84_002358 [Fusarium piperis],Fusarium piperis,374,374,99%,2e-125,53.98,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ4327228.1?report=genbank&log$=prottop&blast_rank=90&RID=ZUJAX3Z9013"",""KAJ4327228.1"")"
short-chain dehydrogenase [Colletotrichum scovillei],Colletotrichum scovillei,374,374,100%,2e-125,55.62,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035329861.1?report=genbank&log$=prottop&blast_rank=91&RID=ZUJAX3Z9013"",""XP_035329861.1"")"
