Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Exophiala mesophila uncharacterized protein (PV10_08249), partial mRNA",Exophiala mesophila,294,294,87%,4e-92,45.00,1275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016373242.1?report=genbank&log$=nucltop&blast_rank=11&RID=ZUJACXKR016"",""XM_016373242.1"")"
"Fonsecaea monophora hypothetical protein (AYO21_01909), partial mRNA",Fonsecaea monophora,294,294,91%,7e-92,42.42,1332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_022651890.1?report=genbank&log$=nucltop&blast_rank=12&RID=ZUJACXKR016"",""XM_022651890.1"")"
"Fonsecaea erecta hypothetical protein (AYL99_05730), partial mRNA",Fonsecaea erecta,294,294,91%,8e-92,42.98,1344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_018837242.1?report=genbank&log$=nucltop&blast_rank=13&RID=ZUJACXKR016"",""XM_018837242.1"")"
"Fonsecaea pedrosoi CBS 271.37 uncharacterized protein (Z517_01107), partial mRNA",Fonsecaea pedrosoi CBS 271.37,293,293,91%,1e-91,42.42,1332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_013434069.1?report=genbank&log$=nucltop&blast_rank=14&RID=ZUJACXKR016"",""XM_013434069.1"")"
"Exophiala oligosperma uncharacterized protein (PV06_10086), mRNA",Exophiala oligosperma,299,299,94%,1e-91,42.43,1931,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016411588.1?report=genbank&log$=nucltop&blast_rank=15&RID=ZUJACXKR016"",""XM_016411588.1"")"
"Letharia lupina uncharacterized protein (HO133_004674), partial mRNA",Letharia lupina,294,294,94%,1e-91,42.82,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_037295590.1?report=genbank&log$=nucltop&blast_rank=16&RID=ZUJACXKR016"",""XM_037295590.1"")"
"Cladophialophora immunda uncharacterized protein (PV07_03590), mRNA",Cladophialophora immunda,298,298,88%,2e-91,44.61,1850,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016390322.1?report=genbank&log$=nucltop&blast_rank=17&RID=ZUJACXKR016"",""XM_016390322.1"")"
"Exophiala viscosa sulfite transporter Ssu1 (EDD37DRAFT_61427), mRNA",Exophiala viscosa,292,292,88%,2e-90,43.57,1534,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062815524.1?report=genbank&log$=nucltop&blast_rank=18&RID=ZUJACXKR016"",""XM_062815524.1"")"
"Saitoella complicata NRRL Y-17804 uncharacterized protein (SAICODRAFT_67445), mRNA",Saitoella complicata NRRL Y-17804,293,293,88%,3e-90,45.53,1688,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_019170313.1?report=genbank&log$=nucltop&blast_rank=19&RID=ZUJACXKR016"",""XM_019170313.1"")"
"Cladophialophora carrionii CBS 160.54 uncharacterized protein (G647_06293), partial mRNA",Cladophialophora carrionii CBS 160.54,289,289,88%,9e-90,42.61,1335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008730615.1?report=genbank&log$=nucltop&blast_rank=20&RID=ZUJACXKR016"",""XM_008730615.1"")"
"Lasiodiplodia theobromae Sulfite transporter ssu1 (LTHEOB_5299), partial mRNA",Lasiodiplodia theobromae,288,288,96%,9e-90,42.60,1239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_035514428.1?report=genbank&log$=nucltop&blast_rank=21&RID=ZUJACXKR016"",""XM_035514428.1"")"
"Mucor velutinosus MFS domain-containing protein (ATC70_001209), partial mRNA",Mucor velutinosus,285,285,90%,3e-89,43.43,1122,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_064820607.1?report=genbank&log$=nucltop&blast_rank=22&RID=ZUJACXKR016"",""XM_064820607.1"")"
"Arthroderma benhamiae sulphite efflux pump protein mRNA, complete cds",Trichophyton benhamiae,285,285,86%,4e-89,45.88,1128,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF035480.1?report=genbank&log$=nucltop&blast_rank=23&RID=ZUJACXKR016"",""EF035480.1"")"
"Mytilinidion resinicola C4-dicarboxylate transporter/malic acid transport protein-like protein (BDZ99DRAFT_512741), partial mRNA",Mytilinidion resinicola,287,287,88%,5e-89,44.61,1372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033724652.1?report=genbank&log$=nucltop&blast_rank=24&RID=ZUJACXKR016"",""XM_033724652.1"")"
"Mucor mucedo voltage-dependent anion channel (EV154DRAFT_494588), mRNA",Mucor mucedo,283,283,90%,2e-88,40.62,1151,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_051599917.1?report=genbank&log$=nucltop&blast_rank=25&RID=ZUJACXKR016"",""XM_051599917.1"")"
"Ascochyta rabiei Plasma membrane sulfite pump involved in sulfite metabolism (EKO05_0005450), partial mRNA",Ascochyta rabiei,285,285,95%,3e-88,44.44,1332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_038940095.1?report=genbank&log$=nucltop&blast_rank=26&RID=ZUJACXKR016"",""XM_038940095.1"")"
"Exophiala xenobiotica uncharacterized protein (PV05_04241), mRNA",Exophiala xenobiotica,285,285,87%,5e-88,45.13,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_013460633.1?report=genbank&log$=nucltop&blast_rank=27&RID=ZUJACXKR016"",""XM_013460633.1"")"
"Aureobasidium melanogenum CBS 110374 putative C4-dicarboxylate transporter/malic acid transport protein (M437DRAFT_60747), partial mRNA",Aureobasidium melanogenum CBS 110374,283,283,88%,9e-88,43.86,1290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_041023804.1?report=genbank&log$=nucltop&blast_rank=28&RID=ZUJACXKR016"",""XM_041023804.1"")"
"Dissoconium aciculare CBS 342.82 uncharacterized protein (K489DRAFT_391554), partial mRNA",Dissoconium aciculare CBS 342.82,282,282,90%,1e-87,44.76,1257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033606706.1?report=genbank&log$=nucltop&blast_rank=29&RID=ZUJACXKR016"",""XM_033606706.1"")"
"Cyphellophora europaea CBS 101466 uncharacterized protein (HMPREF1541_10631), partial mRNA",Cyphellophora europaea CBS 101466,283,283,88%,1e-87,43.15,1299,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008715301.1?report=genbank&log$=nucltop&blast_rank=30&RID=ZUJACXKR016"",""XM_008715301.1"")"
"Botrytis sinoallii uncharacterized protein (EAF02_007450), partial mRNA",Botrytis sinoallii,283,283,88%,3e-87,43.80,1386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_038903498.1?report=genbank&log$=nucltop&blast_rank=31&RID=ZUJACXKR016"",""XM_038903498.1"")"
"Leptosphaeria maculans uncharacterized protein (IAQ61_005415), partial mRNA",Plenodomus lingam,281,281,94%,3e-87,43.42,1290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003840154.1?report=genbank&log$=nucltop&blast_rank=32&RID=ZUJACXKR016"",""XM_003840154.1"")"
"Diplodia corticola sulfite transporter ssu1 (BKCO1_5600058), partial mRNA",Diplodia corticola,281,281,90%,4e-87,43.36,1305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_020277420.1?report=genbank&log$=nucltop&blast_rank=33&RID=ZUJACXKR016"",""XM_020277420.1"")"
"Neohortaea acidophila voltage-dependent anion channel (BDY17DRAFT_306231), mRNA",Neohortaea acidophila,282,282,88%,5e-87,44.96,1363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033735010.1?report=genbank&log$=nucltop&blast_rank=34&RID=ZUJACXKR016"",""XM_033735010.1"")"
"Botrytis porri uncharacterized protein (EAF01_008371), partial mRNA",Botrytis porri,283,283,88%,1e-86,44.09,1545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_038916627.1?report=genbank&log$=nucltop&blast_rank=35&RID=ZUJACXKR016"",""XM_038916627.1"")"
"Knufia obscura Plasma membrane sulfite pump involved in sulfite metabolism (SSU1_3), partial mRNA",Knufia obscura,280,280,87%,1e-86,42.82,1305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_064872934.1?report=genbank&log$=nucltop&blast_rank=36&RID=ZUJACXKR016"",""XM_064872934.1"")"
"Botrytis deweyae uncharacterized protein (EAE98_000387), partial mRNA",Botrytis deweyae,283,283,88%,2e-86,44.09,1570,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_038948005.1?report=genbank&log$=nucltop&blast_rank=37&RID=ZUJACXKR016"",""XM_038948005.1"")"
"Botrytis byssoidea uncharacterized protein (EAE97_006234), partial mRNA",Botrytis byssoidea,283,283,95%,2e-86,41.44,1575,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_038876747.1?report=genbank&log$=nucltop&blast_rank=38&RID=ZUJACXKR016"",""XM_038876747.1"")"
"Ramularia collo-cygni related to malic acid transport protein (RCC_07547), partial mRNA",Ramularia collo-cygni,279,279,91%,3e-86,40.78,1317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023772803.1?report=genbank&log$=nucltop&blast_rank=39&RID=ZUJACXKR016"",""XM_023772803.1"")"
"Glarea lozoyensis ATCC 20868 sulfite transporter Ssu1 (GLAREA_00171), partial mRNA",Glarea lozoyensis ATCC 20868,279,279,91%,4e-86,44.51,1338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008084931.1?report=genbank&log$=nucltop&blast_rank=40&RID=ZUJACXKR016"",""XM_008084931.1"")"
"Macroventuria anomochaeta C4-dicarboxylate transporter/malic acid transport protein-like protein (BU25DRAFT_406205), mRNA",Macroventuria anomochaeta,284,284,92%,4e-86,44.93,1849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033705214.1?report=genbank&log$=nucltop&blast_rank=41&RID=ZUJACXKR016"",""XM_033705214.1"")"
"Parastagonospora nodorum SN15 hypothetical protein (SNOG_10332), partial mRNA",Parastagonospora nodorum SN15,276,276,85%,5e-86,44.18,1095,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_001800556.1?report=genbank&log$=nucltop&blast_rank=42&RID=ZUJACXKR016"",""XM_001800556.1"")"
"Cercospora kikuchii uncharacterized protein (CKM354_001137300), partial mRNA",Cercospora kikuchii,279,279,88%,8e-86,42.27,1380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_044806857.1?report=genbank&log$=nucltop&blast_rank=43&RID=ZUJACXKR016"",""XM_044806857.1"")"
"Meira miltonrushii uncharacterized protein (FA14DRAFT_140306), partial mRNA",Meira miltonrushii,283,283,93%,9e-86,42.63,1865,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025497092.1?report=genbank&log$=nucltop&blast_rank=44&RID=ZUJACXKR016"",""XM_025497092.1"")"
"Nannizzia gypsea CBS 118893 sulphite efflux pump protein (MGYG_05834), partial mRNA",Nannizzia gypsea CBS 118893,279,279,86%,1e-85,44.12,1389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003173197.1?report=genbank&log$=nucltop&blast_rank=45&RID=ZUJACXKR016"",""XM_003173197.1"")"
"Cladophialophora yegresii CBS 114405 uncharacterized protein (A1O7_06239), partial mRNA",Cladophialophora yegresii CBS 114405,277,277,88%,3e-85,43.31,1305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_007760242.1?report=genbank&log$=nucltop&blast_rank=46&RID=ZUJACXKR016"",""XM_007760242.1"")"
"Zasmidium cellare ATCC 36951 uncharacterized protein (M409DRAFT_61349), partial mRNA",Zasmidium cellare ATCC 36951,276,276,95%,3e-85,41.24,1290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033814720.1?report=genbank&log$=nucltop&blast_rank=47&RID=ZUJACXKR016"",""XM_033814720.1"")"
"Fusarium falciforme Hypothetical protein (NCS54_00267400), partial mRNA",Fusarium falciforme,276,276,94%,3e-85,43.16,1239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053148268.1?report=genbank&log$=nucltop&blast_rank=48&RID=ZUJACXKR016"",""XM_053148268.1"")"
"Microsporum canis CBS 113480 sulphite efflux pump protein (MCYG_08415), partial mRNA",Microsporum canis CBS 113480,278,278,87%,4e-85,42.94,1415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_002843286.1?report=genbank&log$=nucltop&blast_rank=49&RID=ZUJACXKR016"",""XM_002843286.1"")"
"Colletotrichum siamense Sulfite efflux pump SSU1 (SSU1-1), partial mRNA",Colletotrichum siamense,276,276,89%,4e-85,42.61,1275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_036636460.1?report=genbank&log$=nucltop&blast_rank=50&RID=ZUJACXKR016"",""XM_036636460.1"")"
"Colletotrichum fructicola Nara gc5 Sulfite efflux pump SSU1 (SSU1-1), partial mRNA",Colletotrichum fructicola Nara gc5,275,275,89%,9e-85,42.61,1275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_066151222.1?report=genbank&log$=nucltop&blast_rank=51&RID=ZUJACXKR016"",""XM_066151222.1"")"
"Gilbertella persicaria C4-dicarboxylate transporter/malic acid transport protein (B0P05DRAFT_523919), mRNA",Gilbertella persicaria,275,275,91%,1e-84,42.49,1239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_051576136.1?report=genbank&log$=nucltop&blast_rank=52&RID=ZUJACXKR016"",""XM_051576136.1"")"
"Fusarium keratoplasticum uncharacterized protein (NCS57_00263100), partial mRNA",Fusarium keratoplasticum,274,274,94%,2e-84,42.90,1239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053052656.1?report=genbank&log$=nucltop&blast_rank=53&RID=ZUJACXKR016"",""XM_053052656.1"")"
"Aspergillus clavatus NRRL 1 C4-dicarboxylate transporter/malic acid transport protein, putative (ACLA_065750), partial mRNA",Aspergillus clavatus NRRL 1,273,273,92%,3e-84,42.70,1197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_001272366.1?report=genbank&log$=nucltop&blast_rank=54&RID=ZUJACXKR016"",""XM_001272366.1"")"
"Exophiala oligosperma uncharacterized protein (PV06_11344), partial mRNA",Exophiala oligosperma,274,274,84%,4e-84,43.03,1287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016412997.1?report=genbank&log$=nucltop&blast_rank=55&RID=ZUJACXKR016"",""XM_016412997.1"")"
"Aspergillus puulaauensis uncharacterized protein (APUU_10371S), partial mRNA",Aspergillus puulaauensis,273,273,87%,5e-84,42.27,1227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_041700052.1?report=genbank&log$=nucltop&blast_rank=56&RID=ZUJACXKR016"",""XM_041700052.1"")"
"Mixia osmundae IAM 14324 uncharacterized protein (L969DRAFT_88536), mRNA",Mixia osmundae IAM 14324,279,279,90%,5e-84,41.00,1836,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_014712171.1?report=genbank&log$=nucltop&blast_rank=57&RID=ZUJACXKR016"",""XM_014712171.1"")"
"Hyaloscypha bicolor E uncharacterized protein (K444DRAFT_616744), mRNA",Hyaloscypha bicolor E,276,276,93%,8e-84,41.32,1586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_024880983.1?report=genbank&log$=nucltop&blast_rank=58&RID=ZUJACXKR016"",""XM_024880983.1"")"
"Trichophyton rubrum CBS 118892 sulfite efflux pump SSU1 (TERG_02694), mRNA",Trichophyton rubrum CBS 118892,284,284,86%,8e-84,45.59,2628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003237938.2?report=genbank&log$=nucltop&blast_rank=59&RID=ZUJACXKR016"",""XM_003237938.2"")"
"Botrytis cinerea B05.10 hypothetical protein (BCIN_02g03330), mRNA",Botrytis cinerea B05.10,278,278,88%,9e-84,43.23,1797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_024691243.1?report=genbank&log$=nucltop&blast_rank=60&RID=ZUJACXKR016"",""XM_024691243.1"")"
"Coccidioides immitis RS sulfite efflux pump SSU1 (CIMG_07333), mRNA",Coccidioides immitis RS,275,275,90%,1e-83,40.91,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_001243436.2?report=genbank&log$=nucltop&blast_rank=61&RID=ZUJACXKR016"",""XM_001243436.2"")"
"Aspergillus ochraceoroseus IBT 24754 uncharacterized protein (P175DRAFT_0541584), mRNA",Aspergillus ochraceoroseus IBT 24754,274,274,87%,1e-83,42.57,1479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_040900353.1?report=genbank&log$=nucltop&blast_rank=62&RID=ZUJACXKR016"",""XM_040900353.1"")"
"Alternaria rosae sulfite transporter Ssu1 (BKA58DRAFT_366915), mRNA",Alternaria rosae,276,276,92%,1e-83,41.48,1664,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046168900.1?report=genbank&log$=nucltop&blast_rank=63&RID=ZUJACXKR016"",""XM_046168900.1"")"
"Alternaria rosae sulfite transporter Ssu1 (BKA58DRAFT_152458), mRNA",Alternaria rosae,276,276,92%,1e-83,41.48,1664,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046164812.1?report=genbank&log$=nucltop&blast_rank=64&RID=ZUJACXKR016"",""XM_046164812.1"")"
"Cokeromyces recurvatus voltage-dependent anion channel (BX663DRAFT_496240), mRNA",Cokeromyces recurvatus,272,272,94%,2e-83,40.93,1313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_051525745.1?report=genbank&log$=nucltop&blast_rank=65&RID=ZUJACXKR016"",""XM_051525745.1"")"
"Trichophyton rubrum CBS 118892 sulfite efflux pump SSU1 (TERG_02694), mRNA",Trichophyton rubrum CBS 118892,284,284,86%,2e-83,46.11,2702,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_047747951.1?report=genbank&log$=nucltop&blast_rank=66&RID=ZUJACXKR016"",""XM_047747951.1"")"
"Colletotrichum destructivum Putative transporter protein SLAC1/Mae1/ Ssu1/TehA (CDEST_05360), mRNA",Colletotrichum destructivum,276,276,89%,2e-83,42.54,1772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062921519.1?report=genbank&log$=nucltop&blast_rank=67&RID=ZUJACXKR016"",""XM_062921519.1"")"
"Aureobasidium subglaciale EXF-2481 uncharacterized protein (AUEXF2481DRAFT_91019), mRNA",Aureobasidium subglaciale EXF-2481,275,275,95%,3e-83,41.35,1628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_013485769.1?report=genbank&log$=nucltop&blast_rank=68&RID=ZUJACXKR016"",""XM_013485769.1"")"
"Rhizopus microsporus ATCC 52813 C4-dicarboxylate transporter/malic acid transport protein (RHIMIDRAFT_56992), mRNA",Rhizopus microsporus ATCC 52813,273,273,89%,3e-83,43.35,1424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023615421.1?report=genbank&log$=nucltop&blast_rank=69&RID=ZUJACXKR016"",""XM_023615421.1"")"
"Venustampulla echinocandica Uncharacterized protein (BP5553_01834), partial mRNA",Venustampulla echinocandica,271,271,94%,7e-83,40.53,1362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032010457.1?report=genbank&log$=nucltop&blast_rank=70&RID=ZUJACXKR016"",""XM_032010457.1"")"
"Meira miltonrushii uncharacterized protein (FA14DRAFT_163934), partial mRNA",Meira miltonrushii,271,271,93%,8e-83,41.05,1320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025499852.1?report=genbank&log$=nucltop&blast_rank=71&RID=ZUJACXKR016"",""XM_025499852.1"")"
"Verticillium dahliae VdLs.17 sulfite transporter Ssu1 (VDAG_04472), mRNA",Verticillium dahliae VdLs.17,271,271,84%,1e-82,43.47,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009650919.1?report=genbank&log$=nucltop&blast_rank=72&RID=ZUJACXKR016"",""XM_009650919.1"")"
"Boeremia exigua C4-dicarboxylate transporter/malic acid transport protein-like protein (C7974DRAFT_93465), mRNA",Boeremia exigua,273,273,88%,1e-82,46.26,1572,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_046147547.1?report=genbank&log$=nucltop&blast_rank=73&RID=ZUJACXKR016"",""XM_046147547.1"")"
"Penicillium expansum C4-dicarboxylate transporter/malic acid transport protein (PEX2_063290), partial mRNA",Penicillium expansum,270,270,88%,1e-82,42.44,1275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_016743600.1?report=genbank&log$=nucltop&blast_rank=74&RID=ZUJACXKR016"",""XM_016743600.1"")"
"Aplosporella prunicola CBS 121167 uncharacterized protein (K452DRAFT_233711), partial mRNA",Aplosporella prunicola CBS 121167,270,270,88%,2e-82,43.02,1326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033537325.1?report=genbank&log$=nucltop&blast_rank=75&RID=ZUJACXKR016"",""XM_033537325.1"")"
"Aspergillus flavus sulfite efflux pump SSU1 (F9C07_2224872), partial mRNA",Aspergillus flavus,268,268,90%,2e-82,42.21,1239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_041289488.1?report=genbank&log$=nucltop&blast_rank=76&RID=ZUJACXKR016"",""XM_041289488.1"")"
"Botrytis fragariae putative c4-dicarboxylate transporter malic acid transport protein (Bfra_002551), partial mRNA",Botrytis fragariae,271,271,88%,2e-82,43.10,1446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_037332967.1?report=genbank&log$=nucltop&blast_rank=77&RID=ZUJACXKR016"",""XM_037332967.1"")"
"Penicillium concentricum C4-dicarboxylate transporter/malic acid transport protein (N7517_011451), partial mRNA",Penicillium concentricum,269,269,92%,3e-82,40.50,1260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_056729174.1?report=genbank&log$=nucltop&blast_rank=78&RID=ZUJACXKR016"",""XM_056729174.1"")"
Verticillium alfalfae VaMs.102 sulfite transporter Ssu1 mRNA,Verticillium alfalfae VaMs.102,271,271,84%,3e-82,43.16,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003005279.1?report=genbank&log$=nucltop&blast_rank=79&RID=ZUJACXKR016"",""XM_003005279.1"")"
Xylona heveae TC161 hypothetical protein partial mRNA,Xylona heveae TC161,270,270,84%,3e-82,43.77,1393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_018330357.1?report=genbank&log$=nucltop&blast_rank=80&RID=ZUJACXKR016"",""XM_018330357.1"")"
"Fusarium vanettenii 77-13-4 uncharacterized protein (NECHADRAFT_33461), partial mRNA",Fusarium vanettenii 77-13-4,268,268,94%,4e-82,42.63,1239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003046586.1?report=genbank&log$=nucltop&blast_rank=81&RID=ZUJACXKR016"",""XM_003046586.1"")"
"Paraphaeosphaeria sporulosa uncharacterized protein (CC84DRAFT_1188912), partial mRNA",Paraphaeosphaeria sporulosa,268,268,88%,6e-82,40.85,1290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_018181022.1?report=genbank&log$=nucltop&blast_rank=82&RID=ZUJACXKR016"",""XM_018181022.1"")"
