Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein ABBQ32_000802 [Trebouxia sp. C0010 RCD-2024],Trebouxia sp. C0010 RCD-2024,382,382,62%,2e-130,90.29,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL3146561.1?report=genbank&log$=prottop&blast_rank=14&RID=ZV2YTXTE013"",""KAL3146561.1"")"
MAG: hypothetical protein FRX49_08423 [Trebouxia sp. A1-2],Trebouxia sp. A1-2,383,383,82%,1e-129,65.20,292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA6421479.1?report=genbank&log$=prottop&blast_rank=15&RID=ZV2YTXTE013"",""KAA6421479.1"")"
g3328 [Coccomyxa viridis],Coccomyxa viridis,383,383,98%,2e-129,60.79,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL5221182.1?report=genbank&log$=prottop&blast_rank=16&RID=ZV2YTXTE013"",""CAL5221182.1"")"
hypothetical protein WJX73_005824 [Symbiochloris irregularis],Symbiochloris irregularis,377,377,99%,7e-127,57.40,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK9802621.1?report=genbank&log$=prottop&blast_rank=17&RID=ZV2YTXTE013"",""KAK9802621.1"")"
WW domain-containing oxidoreductase [Acrasis kona],Acrasis kona,372,372,97%,8e-125,59.39,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0488333.1?report=genbank&log$=prottop&blast_rank=18&RID=ZV2YTXTE013"",""KAL0488333.1"")"
hypothetical protein PROFUN_01572 [Planoprotostelium fungivorum],Planoprotostelium fungivorum,366,366,98%,4e-122,54.91,369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PRP87310.1?report=genbank&log$=prottop&blast_rank=19&RID=ZV2YTXTE013"",""PRP87310.1"")"
hypothetical protein PROFUN_09481 [Planoprotostelium fungivorum],Planoprotostelium fungivorum,363,363,97%,1e-117,55.49,617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PRP83269.1?report=genbank&log$=prottop&blast_rank=20&RID=ZV2YTXTE013"",""PRP83269.1"")"
oxidoreductase [Parvibaculum sp.],Parvibaculum sp.,276,276,100%,2e-87,47.04,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_309348948.1?report=genbank&log$=prottop&blast_rank=21&RID=ZV2YTXTE013"",""WP_309348948.1"")"
SDR family NAD(P)-dependent oxidoreductase [Myxococcota bacterium],Myxococcota bacterium,275,275,93%,6e-87,47.44,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY8156837.1?report=genbank&log$=prottop&blast_rank=22&RID=ZV2YTXTE013"",""HEY8156837.1"")"
SDR family NAD(P)-dependent oxidoreductase [Candidatus Limnocylindria bacterium],Candidatus Limnocylindria bacterium,274,274,93%,2e-86,47.44,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFI5215254.1?report=genbank&log$=prottop&blast_rank=23&RID=ZV2YTXTE013"",""MFI5215254.1"")"
WW domain-containing oxidoreductase [Planoprotostelium fungivorum],Planoprotostelium fungivorum,273,273,98%,1e-85,45.65,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PRP85749.1?report=genbank&log$=prottop&blast_rank=24&RID=ZV2YTXTE013"",""PRP85749.1"")"
WW domain-containing oxidoreductase [Planoprotostelium fungivorum],Planoprotostelium fungivorum,270,270,98%,9e-85,45.35,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PRP84914.1?report=genbank&log$=prottop&blast_rank=25&RID=ZV2YTXTE013"",""PRP84914.1"")"
oxidoreductase [Pseudomonadota bacterium],Pseudomonadota bacterium,269,269,92%,2e-84,48.56,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG8589464.1?report=genbank&log$=prottop&blast_rank=26&RID=ZV2YTXTE013"",""MCG8589464.1"")"
SDR family NAD(P)-dependent oxidoreductase [bacterium],bacterium,268,268,93%,3e-84,47.30,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCB1186873.1?report=genbank&log$=prottop&blast_rank=27&RID=ZV2YTXTE013"",""MCB1186873.1"")"
MAG: SDR family NAD(P)-dependent oxidoreductase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,268,268,93%,5e-84,47.74,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA79486.1?report=genbank&log$=prottop&blast_rank=28&RID=ZV2YTXTE013"",""TMA79486.1"")"
SDR family NAD(P)-dependent oxidoreductase [Myxococcota bacterium],Myxococcota bacterium,267,267,95%,7e-84,47.19,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEM7412042.1?report=genbank&log$=prottop&blast_rank=29&RID=ZV2YTXTE013"",""MEM7412042.1"")"
oxidoreductase [Bacteroidota bacterium],Bacteroidota bacterium,265,265,92%,7e-83,47.73,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEL6848780.1?report=genbank&log$=prottop&blast_rank=30&RID=ZV2YTXTE013"",""MEL6848780.1"")"
hypothetical protein ABBQ38_006529 [Trebouxia sp. C0009 RCD-2024],Trebouxia sp. C0009 RCD-2024,258,258,49%,2e-82,73.94,177,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL3134265.1?report=genbank&log$=prottop&blast_rank=31&RID=ZV2YTXTE013"",""KAL3134265.1"")"
MAG: SDR family NAD(P)-dependent oxidoreductase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,263,263,93%,2e-82,47.10,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMB10010.1?report=genbank&log$=prottop&blast_rank=32&RID=ZV2YTXTE013"",""TMB10010.1"")"
MAG: SDR family NAD(P)-dependent oxidoreductase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,263,263,93%,3e-82,46.77,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA89050.1?report=genbank&log$=prottop&blast_rank=33&RID=ZV2YTXTE013"",""TMA89050.1"")"
SDR family NAD(P)-dependent oxidoreductase [Myxococcales bacterium],Myxococcales bacterium,263,263,92%,3e-82,47.92,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NNL64754.1?report=genbank&log$=prottop&blast_rank=34&RID=ZV2YTXTE013"",""NNL64754.1"")"
oxidoreductase [bacterium],bacterium,263,263,93%,7e-82,47.76,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEZ5337091.1?report=genbank&log$=prottop&blast_rank=35&RID=ZV2YTXTE013"",""MEZ5337091.1"")"
SDR family NAD(P)-dependent oxidoreductase [Actinomycetota bacterium],Actinomycetota bacterium,261,261,93%,9e-82,46.67,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCX6523119.1?report=genbank&log$=prottop&blast_rank=36&RID=ZV2YTXTE013"",""MCX6523119.1"")"
SDR family NAD(P)-dependent oxidoreductase [Roseiarcus fermentans],Roseiarcus fermentans,260,260,91%,4e-81,46.67,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_113890977.1?report=genbank&log$=prottop&blast_rank=37&RID=ZV2YTXTE013"",""WP_113890977.1"")"
oxidoreductase [Candidatus Binatia bacterium],Candidatus Binatia bacterium,259,259,89%,6e-81,48.31,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HKA28093.1?report=genbank&log$=prottop&blast_rank=38&RID=ZV2YTXTE013"",""HKA28093.1"")"
oxidoreductase [Deinococcus indicus],Deinococcus indicus,259,259,96%,1e-80,46.20,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088250191.1?report=genbank&log$=prottop&blast_rank=39&RID=ZV2YTXTE013"",""WP_088250191.1"")"
SDR family NAD(P)-dependent oxidoreductase [Caulobacter segnis],Caulobacter segnis,259,259,94%,1e-80,44.75,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_252633523.1?report=genbank&log$=prottop&blast_rank=40&RID=ZV2YTXTE013"",""WP_252633523.1"")"
SDR family NAD(P)-dependent oxidoreductase [Phenylobacterium sp.],Phenylobacterium sp.,259,259,95%,1e-80,44.65,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEX5262672.1?report=genbank&log$=prottop&blast_rank=41&RID=ZV2YTXTE013"",""HEX5262672.1"")"
hypothetical protein WJX82_007449 [Trebouxia sp. C0006],Trebouxia sp. C0006,254,254,54%,1e-80,67.04,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0044735.1?report=genbank&log$=prottop&blast_rank=42&RID=ZV2YTXTE013"",""KAL0044735.1"")"
oxidoreductase [Deinococcus soli (ex Cha et al. 2016)],Deinococcus soli (ex Cha et al. 2016),258,258,96%,2e-80,46.04,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188844385.1?report=genbank&log$=prottop&blast_rank=43&RID=ZV2YTXTE013"",""WP_188844385.1"")"
SDR family NAD(P)-dependent oxidoreductase [bacterium],bacterium,258,258,92%,2e-80,47.42,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCB1217864.1?report=genbank&log$=prottop&blast_rank=44&RID=ZV2YTXTE013"",""MCB1217864.1"")"
oxidoreductase [Deinococcus arenae],Deinococcus arenae,258,258,96%,2e-80,45.87,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110828008.1?report=genbank&log$=prottop&blast_rank=45&RID=ZV2YTXTE013"",""WP_110828008.1"")"
SDR family NAD(P)-dependent oxidoreductase [Actinomycetota bacterium],Actinomycetota bacterium,258,258,94%,3e-80,46.39,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MTA12617.1?report=genbank&log$=prottop&blast_rank=46&RID=ZV2YTXTE013"",""MTA12617.1"")"
oxidoreductase [Deinococcus actinosclerus],Deinococcus actinosclerus,258,258,96%,3e-80,45.57,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062157121.1?report=genbank&log$=prottop&blast_rank=47&RID=ZV2YTXTE013"",""WP_062157121.1"")"
oxidoreductase [Polyangiaceae bacterium],Polyangiaceae bacterium,258,258,93%,3e-80,45.81,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEZ4375177.1?report=genbank&log$=prottop&blast_rank=48&RID=ZV2YTXTE013"",""MEZ4375177.1"")"
SDR family NAD(P)-dependent oxidoreductase [Devosiaceae bacterium],Devosiaceae bacterium,258,258,94%,3e-80,43.65,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HTJ59247.1?report=genbank&log$=prottop&blast_rank=49&RID=ZV2YTXTE013"",""HTJ59247.1"")"
SDR family NAD(P)-dependent oxidoreductase [Caulobacter sp. NIBR2454],Caulobacter sp. NIBR2454,258,258,93%,3e-80,44.86,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269716965.1?report=genbank&log$=prottop&blast_rank=50&RID=ZV2YTXTE013"",""WP_269716965.1"")"
SDR family NAD(P)-dependent oxidoreductase [Granulicella sp. S190],Granulicella sp. S190,258,258,95%,4e-80,44.41,326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158944428.1?report=genbank&log$=prottop&blast_rank=51&RID=ZV2YTXTE013"",""WP_158944428.1"")"
oxidoreductase [Deinococcus arenae],Deinococcus arenae,258,258,96%,4e-80,45.87,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GGM48581.1?report=genbank&log$=prottop&blast_rank=52&RID=ZV2YTXTE013"",""GGM48581.1"")"
SDR family NAD(P)-dependent oxidoreductase [Actinomycetota bacterium],Actinomycetota bacterium,257,257,93%,4e-80,47.13,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MSV79457.1?report=genbank&log$=prottop&blast_rank=53&RID=ZV2YTXTE013"",""MSV79457.1"")"
SDR family NAD(P)-dependent oxidoreductase [Phenylobacterium sp.],Phenylobacterium sp.,257,257,90%,6e-80,47.92,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_296600346.1?report=genbank&log$=prottop&blast_rank=54&RID=ZV2YTXTE013"",""WP_296600346.1"")"
SDR family NAD(P)-dependent oxidoreductase [Caulobacter sp. BK020],Caulobacter sp. BK020,257,257,95%,6e-80,43.29,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132095130.1?report=genbank&log$=prottop&blast_rank=55&RID=ZV2YTXTE013"",""WP_132095130.1"")"
SDR family NAD(P)-dependent oxidoreductase [Phenylobacterium sp.],Phenylobacterium sp.,257,257,94%,8e-80,45.20,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY2356306.1?report=genbank&log$=prottop&blast_rank=56&RID=ZV2YTXTE013"",""HEY2356306.1"")"
SDR family NAD(P)-dependent oxidoreductase [Actinomycetota bacterium],Actinomycetota bacterium,256,256,88%,8e-80,48.66,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MSW79443.1?report=genbank&log$=prottop&blast_rank=57&RID=ZV2YTXTE013"",""MSW79443.1"")"
SDR family NAD(P)-dependent oxidoreductase [Myxococcota bacterium],Myxococcota bacterium,256,256,89%,1e-79,46.36,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDJ0787980.1?report=genbank&log$=prottop&blast_rank=58&RID=ZV2YTXTE013"",""MDJ0787980.1"")"
SDR family NAD(P)-dependent oxidoreductase [Alphaproteobacteria bacterium],Alphaproteobacteria bacterium,256,256,94%,1e-79,43.17,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NOT40888.1?report=genbank&log$=prottop&blast_rank=59&RID=ZV2YTXTE013"",""NOT40888.1"")"
MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase [unclassified Sphingomonas],unclassified Sphingomonas,256,256,92%,1e-79,45.22,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_293866655.1?report=genbank&log$=prottop&blast_rank=60&RID=ZV2YTXTE013"",""WP_293866655.1"")"
SDR family NAD(P)-dependent oxidoreductase [Caulobacteraceae bacterium],Caulobacteraceae bacterium,256,256,93%,2e-79,45.96,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HXQ13281.1?report=genbank&log$=prottop&blast_rank=61&RID=ZV2YTXTE013"",""HXQ13281.1"")"
oxidoreductase [Deinococcus detaillensis],Deinococcus detaillensis,256,256,95%,2e-79,45.96,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143719739.1?report=genbank&log$=prottop&blast_rank=62&RID=ZV2YTXTE013"",""WP_143719739.1"")"
SDR family NAD(P)-dependent oxidoreductase [Caulobacteraceae bacterium],Caulobacteraceae bacterium,256,256,92%,2e-79,45.14,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY5107837.1?report=genbank&log$=prottop&blast_rank=63&RID=ZV2YTXTE013"",""HEY5107837.1"")"
SDR family NAD(P)-dependent oxidoreductase [Oculatellaceae cyanobacterium],Oculatellaceae cyanobacterium,256,256,93%,2e-79,45.65,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY9680581.1?report=genbank&log$=prottop&blast_rank=64&RID=ZV2YTXTE013"",""HEY9680581.1"")"
MAG: SDR family NAD(P)-dependent oxidoreductase [Frankiales bacterium],Frankiales bacterium,255,255,93%,2e-79,46.69,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAL23330.1?report=genbank&log$=prottop&blast_rank=65&RID=ZV2YTXTE013"",""TAL23330.1"")"
SDR family NAD(P)-dependent oxidoreductase [Rhizomicrobium sp.],Rhizomicrobium sp.,255,255,92%,3e-79,45.62,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HVP83534.1?report=genbank&log$=prottop&blast_rank=66&RID=ZV2YTXTE013"",""HVP83534.1"")"
SDR family NAD(P)-dependent oxidoreductase [Paraburkholderia sp. RL17-381-BIF-C],Paraburkholderia sp. RL17-381-BIF-C,255,255,91%,4e-79,47.63,330,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_408187059.1?report=genbank&log$=prottop&blast_rank=67&RID=ZV2YTXTE013"",""WP_408187059.1"")"
SDR family NAD(P)-dependent oxidoreductase [Micropepsaceae bacterium],Micropepsaceae bacterium,255,255,94%,4e-79,43.83,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFM9863584.1?report=genbank&log$=prottop&blast_rank=68&RID=ZV2YTXTE013"",""MFM9863584.1"")"
SDR family NAD(P)-dependent oxidoreductase [Steroidobacteraceae bacterium],Steroidobacteraceae bacterium,255,255,89%,4e-79,45.63,328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY0747804.1?report=genbank&log$=prottop&blast_rank=69&RID=ZV2YTXTE013"",""HEY0747804.1"")"
oxidoreductase [Deinococcus soli (ex Cha et al. 2016)],Deinococcus soli (ex Cha et al. 2016),255,255,96%,4e-79,45.43,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_309855515.1?report=genbank&log$=prottop&blast_rank=70&RID=ZV2YTXTE013"",""WP_309855515.1"")"
SDR family NAD(P)-dependent oxidoreductase [Myxococcota bacterium],Myxococcota bacterium,255,255,94%,4e-79,44.86,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEU4431358.1?report=genbank&log$=prottop&blast_rank=71&RID=ZV2YTXTE013"",""HEU4431358.1"")"
oxidoreductase [Deinococcus hopiensis],Deinococcus hopiensis,255,255,94%,5e-79,46.39,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084045140.1?report=genbank&log$=prottop&blast_rank=72&RID=ZV2YTXTE013"",""WP_084045140.1"")"
oxidoreductase [Deinococcus sp. JMULE3],Deinococcus sp. JMULE3,254,254,96%,6e-79,45.87,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174367773.1?report=genbank&log$=prottop&blast_rank=73&RID=ZV2YTXTE013"",""WP_174367773.1"")"
oxidoreductase [Ilumatobacteraceae bacterium],Ilumatobacteraceae bacterium,254,254,92%,7e-79,45.81,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGA0970682.1?report=genbank&log$=prottop&blast_rank=74&RID=ZV2YTXTE013"",""MGA0970682.1"")"
MAG: SDR family NAD(P)-dependent oxidoreductase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,254,254,93%,7e-79,46.45,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMB50664.1?report=genbank&log$=prottop&blast_rank=75&RID=ZV2YTXTE013"",""TMB50664.1"")"
SDR family NAD(P)-dependent oxidoreductase [Ilumatobacteraceae bacterium],Ilumatobacteraceae bacterium,254,254,92%,8e-79,45.81,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBL6630281.1?report=genbank&log$=prottop&blast_rank=76&RID=ZV2YTXTE013"",""MBL6630281.1"")"
SDR family NAD(P)-dependent oxidoreductase [Rhizomicrobium sp.],Rhizomicrobium sp.,254,254,94%,8e-79,44.62,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEJ1970394.1?report=genbank&log$=prottop&blast_rank=77&RID=ZV2YTXTE013"",""MEJ1970394.1"")"
SDR family NAD(P)-dependent oxidoreductase [Paraburkholderia sp. RL17-383-BIF-A],Paraburkholderia sp. RL17-383-BIF-A,254,254,91%,1e-78,46.86,330,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_408482513.1?report=genbank&log$=prottop&blast_rank=78&RID=ZV2YTXTE013"",""WP_408482513.1"")"
SDR family NAD(P)-dependent oxidoreductase [Burkholderia sp. WP9],Burkholderia sp. WP9,254,254,91%,1e-78,46.86,330,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091794138.1?report=genbank&log$=prottop&blast_rank=79&RID=ZV2YTXTE013"",""WP_091794138.1"")"
MAG: SDR family NAD(P)-dependent oxidoreductase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,254,254,94%,1e-78,44.13,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA33231.1?report=genbank&log$=prottop&blast_rank=80&RID=ZV2YTXTE013"",""TMA33231.1"")"
"oxidoreductase, short-chain dehydrogenase/reductase family protein [Deltaproteobacteria bacterium]",Deltaproteobacteria bacterium,254,254,93%,1e-78,45.83,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS1106853.1?report=genbank&log$=prottop&blast_rank=81&RID=ZV2YTXTE013"",""MBS1106853.1"")"
short-chain dehydrogenase/reductase [Acidobacteriaceae bacterium],Acidobacteriaceae bacterium,254,254,94%,1e-78,43.87,326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU1320838.1?report=genbank&log$=prottop&blast_rank=82&RID=ZV2YTXTE013"",""MCU1320838.1"")"
oxidoreductase [Deinococcus psychrotolerans],Deinococcus psychrotolerans,254,254,98%,1e-78,44.74,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_124872295.1?report=genbank&log$=prottop&blast_rank=83&RID=ZV2YTXTE013"",""WP_124872295.1"")"
oxidoreductase [Ilumatobacteraceae bacterium],Ilumatobacteraceae bacterium,253,253,92%,1e-78,45.48,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGA1568766.1?report=genbank&log$=prottop&blast_rank=84&RID=ZV2YTXTE013"",""MGA1568766.1"")"
SDR family NAD(P)-dependent oxidoreductase [Terricaulis sp.],Terricaulis sp.,253,253,91%,2e-78,45.40,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEQ1493122.1?report=genbank&log$=prottop&blast_rank=85&RID=ZV2YTXTE013"",""MEQ1493122.1"")"
oxidoreductase [Ilumatobacteraceae bacterium],Ilumatobacteraceae bacterium,253,253,92%,2e-78,45.48,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFZ8969366.1?report=genbank&log$=prottop&blast_rank=86&RID=ZV2YTXTE013"",""MFZ8969366.1"")"
SDR family NAD(P)-dependent oxidoreductase [Myxococcota bacterium],Myxococcota bacterium,253,253,96%,2e-78,44.10,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HKA16213.1?report=genbank&log$=prottop&blast_rank=87&RID=ZV2YTXTE013"",""HKA16213.1"")"
SDR family NAD(P)-dependent oxidoreductase [Candidatus Udaeobacter sp.],Candidatus Udaeobacter sp.,253,253,95%,2e-78,45.15,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEV3099736.1?report=genbank&log$=prottop&blast_rank=88&RID=ZV2YTXTE013"",""HEV3099736.1"")"
SDR family NAD(P)-dependent oxidoreductase [Thermaceae bacterium],Thermaceae bacterium,253,253,95%,2e-78,45.96,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBF6595668.1?report=genbank&log$=prottop&blast_rank=89&RID=ZV2YTXTE013"",""MBF6595668.1"")"
SDR family NAD(P)-dependent oxidoreductase [Alphaproteobacteria bacterium],Alphaproteobacteria bacterium,253,253,91%,2e-78,46.35,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBV9418891.1?report=genbank&log$=prottop&blast_rank=90&RID=ZV2YTXTE013"",""MBV9418891.1"")"
