Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Short-chain dehydrogenase TIC 32, chloroplastic [Coccomyxa sp. Obi]",Coccomyxa sp. Obi,407,407,98%,2e-140,61.89,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BDA47804.1?report=genbank&log$=prottop&blast_rank=12&RID=ZV3SH815016"",""BDA47804.1"")"
hypothetical protein WJX79_004466 [Trebouxia sp. C0005],Trebouxia sp. C0005,394,394,97%,2e-135,59.69,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0039352.1?report=genbank&log$=prottop&blast_rank=13&RID=ZV3SH815016"",""KAL0039352.1"")"
hypothetical protein ABBQ32_000802 [Trebouxia sp. C0010 RCD-2024],Trebouxia sp. C0010 RCD-2024,382,382,62%,8e-132,90.29,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL3146561.1?report=genbank&log$=prottop&blast_rank=14&RID=ZV3SH815016"",""KAL3146561.1"")"
MAG: hypothetical protein FRX49_08423 [Trebouxia sp. A1-2],Trebouxia sp. A1-2,383,383,82%,4e-131,65.20,292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA6421479.1?report=genbank&log$=prottop&blast_rank=15&RID=ZV3SH815016"",""KAA6421479.1"")"
g3328 [Coccomyxa viridis],Coccomyxa viridis,383,383,98%,8e-131,60.79,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL5221182.1?report=genbank&log$=prottop&blast_rank=16&RID=ZV3SH815016"",""CAL5221182.1"")"
hypothetical protein WJX73_005824 [Symbiochloris irregularis],Symbiochloris irregularis,377,377,99%,2e-128,57.40,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK9802621.1?report=genbank&log$=prottop&blast_rank=17&RID=ZV3SH815016"",""KAK9802621.1"")"
hypothetical protein ABBQ38_006529 [Trebouxia sp. C0009 RCD-2024],Trebouxia sp. C0009 RCD-2024,258,258,49%,7e-84,73.94,177,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL3134265.1?report=genbank&log$=prottop&blast_rank=18&RID=ZV3SH815016"",""KAL3134265.1"")"
hypothetical protein WJX82_007449 [Trebouxia sp. C0006],Trebouxia sp. C0006,254,254,54%,5e-82,67.04,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0044735.1?report=genbank&log$=prottop&blast_rank=19&RID=ZV3SH815016"",""KAL0044735.1"")"
hypothetical protein ABPG77_008244 [Micractinium sp. CCAP 211/92],Micractinium sp. CCAP 211/92,203,203,90%,3e-60,41.23,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL4425139.1?report=genbank&log$=prottop&blast_rank=20&RID=ZV3SH815016"",""KAL4425139.1"")"
hypothetical protein ABPG75_010014 [Micractinium tetrahymenae],Micractinium tetrahymenae,202,202,92%,6e-60,41.29,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL4425998.1?report=genbank&log$=prottop&blast_rank=21&RID=ZV3SH815016"",""KAL4425998.1"")"
hypothetical protein ACOSP7_027509 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,202,202,93%,6e-60,39.94,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5746363.1?report=genbank&log$=prottop&blast_rank=22&RID=ZV3SH815016"",""KAL5746363.1"")"
hypothetical protein ACOSQ2_027759 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,202,202,93%,6e-60,39.94,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5744643.1?report=genbank&log$=prottop&blast_rank=23&RID=ZV3SH815016"",""KAL5744643.1"")"
hypothetical protein LWI29_007249 [Acer saccharum],Acer saccharum,200,200,87%,3e-59,40.20,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0595495.1?report=genbank&log$=prottop&blast_rank=24&RID=ZV3SH815016"",""KAK0595495.1"")"
short chain dehydrogenase/reductase protein [Klebsormidium nitens],Klebsormidium nitens,200,200,88%,3e-59,43.00,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAQ80936.1?report=genbank&log$=prottop&blast_rank=25&RID=ZV3SH815016"",""GAQ80936.1"")"
Short-chain dehydrogenase/reductase SDR protein [Dioscorea alata],Dioscorea alata,200,200,95%,3e-59,38.08,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7681061.1?report=genbank&log$=prottop&blast_rank=26&RID=ZV3SH815016"",""KAH7681061.1"")"
"Short-chain dehydrogenase TIC 32, chloroplastic [Trifolium repens]",Trifolium repens,200,200,95%,4e-59,38.89,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJX66327.1?report=genbank&log$=prottop&blast_rank=27&RID=ZV3SH815016"",""WJX66327.1"")"
hypothetical protein WJX77_004827 [Trebouxia sp. C0004],Trebouxia sp. C0004,196,196,47%,5e-59,62.82,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0028072.1?report=genbank&log$=prottop&blast_rank=28&RID=ZV3SH815016"",""KAL0028072.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic [Trifolium repens]",Trifolium repens,199,199,95%,6e-59,38.89,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2366777.1?report=genbank&log$=prottop&blast_rank=29&RID=ZV3SH815016"",""KAK2366777.1"")"
hypothetical protein EZV62_005877 [Acer yangbiense],Acer yangbiense,198,198,87%,1e-58,39.86,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TXG70942.1?report=genbank&log$=prottop&blast_rank=30&RID=ZV3SH815016"",""TXG70942.1"")"
"short-chain dehydrogenase TIC 32 B, chloroplastic-like [Zingiber officinale]",Zingiber officinale,198,198,95%,2e-58,41.67,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_042474266.1?report=genbank&log$=prottop&blast_rank=31&RID=ZV3SH815016"",""XP_042474266.1"")"
hypothetical protein ACOSQ2_027757 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,198,198,93%,2e-58,38.99,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5744641.1?report=genbank&log$=prottop&blast_rank=32&RID=ZV3SH815016"",""KAL5744641.1"")"
"short-chain dehydrogenase TIC 32 B, chloroplastic-like isoform X1 [Zingiber officinale]",Zingiber officinale,198,198,95%,2e-58,41.67,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_042469117.1?report=genbank&log$=prottop&blast_rank=33&RID=ZV3SH815016"",""XP_042469117.1"")"
hypothetical protein WJX77_008744 [Trebouxia sp. C0004],Trebouxia sp. C0004,199,199,98%,2e-58,39.26,355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0039813.1?report=genbank&log$=prottop&blast_rank=34&RID=ZV3SH815016"",""KAL0039813.1"")"
hypothetical protein COHA_008534 [Chlorella ohadii],Chlorella ohadii,198,198,92%,2e-58,40.19,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI7837673.1?report=genbank&log$=prottop&blast_rank=35&RID=ZV3SH815016"",""KAI7837673.1"")"
retinol dehydrogenase 12-like [Chlorella sorokiniana],Chlorella sorokiniana,197,197,94%,3e-58,38.61,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PRW05915.1?report=genbank&log$=prottop&blast_rank=36&RID=ZV3SH815016"",""PRW05915.1"")"
hypothetical protein WJX82_000736 [Trebouxia sp. C0006],Trebouxia sp. C0006,197,197,88%,4e-58,40.68,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0045207.1?report=genbank&log$=prottop&blast_rank=37&RID=ZV3SH815016"",""KAL0045207.1"")"
hypothetical protein BS78_02G134900 [Paspalum vaginatum],Paspalum vaginatum,197,197,88%,5e-58,40.86,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ1289038.1?report=genbank&log$=prottop&blast_rank=38&RID=ZV3SH815016"",""KAJ1289038.1"")"
hypothetical protein LWI29_029219 [Acer saccharum],Acer saccharum,197,197,87%,7e-58,39.53,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0597853.1?report=genbank&log$=prottop&blast_rank=39&RID=ZV3SH815016"",""KAK0597853.1"")"
hypothetical protein ACOSP7_027508 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,197,197,86%,7e-58,40.00,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5746362.1?report=genbank&log$=prottop&blast_rank=40&RID=ZV3SH815016"",""KAL5746362.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like isoform X1 [Dioscorea cayenensis subsp. rotundata]",Dioscorea cayenensis subsp. rotundata,197,197,87%,7e-58,39.46,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039120429.1?report=genbank&log$=prottop&blast_rank=41&RID=ZV3SH815016"",""XP_039120429.1"")"
unnamed protein product [Pedinophyceae sp. YPF-701],Pedinophyceae sp. YPF-701,196,196,87%,1e-57,39.53,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG9460028.1?report=genbank&log$=prottop&blast_rank=42&RID=ZV3SH815016"",""CAG9460028.1"")"
unnamed protein product [Alopecurus aequalis],Alopecurus aequalis,196,196,88%,1e-57,40.53,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAM0949256.1?report=genbank&log$=prottop&blast_rank=43&RID=ZV3SH815016"",""CAM0949256.1"")"
hypothetical protein Dsin_014647 [Dipteronia sinensis],Dipteronia sinensis,200,200,87%,1e-57,40.20,464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3220677.1?report=genbank&log$=prottop&blast_rank=44&RID=ZV3SH815016"",""KAK3220677.1"")"
hypothetical protein EZV62_005876 [Acer yangbiense],Acer yangbiense,196,196,87%,1e-57,39.19,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TXG70941.1?report=genbank&log$=prottop&blast_rank=45&RID=ZV3SH815016"",""TXG70941.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic [Trifolium repens]",Trifolium repens,196,196,95%,2e-57,37.96,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2420825.1?report=genbank&log$=prottop&blast_rank=46&RID=ZV3SH815016"",""KAK2420825.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like isoform X1 [Trifolium pratense]",Trifolium pratense,196,196,95%,2e-57,38.15,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_045811025.1?report=genbank&log$=prottop&blast_rank=47&RID=ZV3SH815016"",""XP_045811025.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like isoform X2 [Dioscorea cayenensis subsp. rotundata]",Dioscorea cayenensis subsp. rotundata,195,195,87%,4e-57,39.12,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039120430.1?report=genbank&log$=prottop&blast_rank=48&RID=ZV3SH815016"",""XP_039120430.1"")"
hypothetical protein JRO89_XS11G0198300 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,203,368,93%,4e-57,39.25,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7557663.1?report=genbank&log$=prottop&blast_rank=49&RID=ZV3SH815016"",""KAH7557663.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic isoform X2 [Oryza sativa Japonica Group]",Oryza sativa Japonica Group,195,195,86%,4e-57,43.39,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015615129.1?report=genbank&log$=prottop&blast_rank=50&RID=ZV3SH815016"",""XP_015615129.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic isoform X2 [Ricinus communis]",Ricinus communis,194,194,87%,5e-57,39.66,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002513680.1?report=genbank&log$=prottop&blast_rank=51&RID=ZV3SH815016"",""XP_002513680.1"")"
hypothetical protein BS78_K087300 [Paspalum vaginatum],Paspalum vaginatum,194,194,88%,5e-57,40.53,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ1254324.1?report=genbank&log$=prottop&blast_rank=52&RID=ZV3SH815016"",""KAJ1254324.1"")"
hypothetical protein O6H91_05G106300 [Diphasiastrum complanatum],Diphasiastrum complanatum,194,194,93%,6e-57,38.32,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ7556967.1?report=genbank&log$=prottop&blast_rank=53&RID=ZV3SH815016"",""KAJ7556967.1"")"
hypothetical protein like AT4G23420 [Hibiscus trionum],Hibiscus trionum,194,194,96%,6e-57,37.80,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GMJ13573.1?report=genbank&log$=prottop&blast_rank=54&RID=ZV3SH815016"",""GMJ13573.1"")"
hypothetical protein MRB53_001149 [Persea americana],Persea americana,194,194,93%,8e-57,41.27,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ8648126.1?report=genbank&log$=prottop&blast_rank=55&RID=ZV3SH815016"",""KAJ8648126.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like isoform X1 [Oryza glaberrima]",Oryza glaberrima,195,195,86%,9e-57,43.39,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_052137202.1?report=genbank&log$=prottop&blast_rank=56&RID=ZV3SH815016"",""XP_052137202.1"")"
hypothetical protein O6H91_05G060800 [Diphasiastrum complanatum],Diphasiastrum complanatum,194,194,93%,1e-56,38.01,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ7555914.1?report=genbank&log$=prottop&blast_rank=57&RID=ZV3SH815016"",""KAJ7555914.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic [Cinnamomum micranthum f. kanehirae]",Cinnamomum micranthum f. kanehirae,194,194,93%,1e-56,41.27,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RWR79349.1?report=genbank&log$=prottop&blast_rank=58&RID=ZV3SH815016"",""RWR79349.1"")"
hypothetical protein O6H91_Y379400 [Diphasiastrum complanatum],Diphasiastrum complanatum,192,192,93%,2e-56,37.69,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ7279217.1?report=genbank&log$=prottop&blast_rank=59&RID=ZV3SH815016"",""KAJ7279217.1"")"
"PREDICTED: short-chain dehydrogenase TIC 32, chloroplastic-like [Nicotiana attenuata]",Nicotiana attenuata,192,192,87%,3e-56,40.68,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019227919.1?report=genbank&log$=prottop&blast_rank=60&RID=ZV3SH815016"",""XP_019227919.1"")"
hypothetical protein M758_11G066400 [Ceratodon purpureus],Ceratodon purpureus,192,192,94%,3e-56,36.36,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG0600857.1?report=genbank&log$=prottop&blast_rank=61&RID=ZV3SH815016"",""KAG0600857.1"")"
hypothetical protein SLA2020_059510 [Shorea laevis],Shorea laevis,192,192,96%,3e-56,37.61,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GLT31199.1?report=genbank&log$=prottop&blast_rank=62&RID=ZV3SH815016"",""GLT31199.1"")"
"short-chain dehydrogenase TIC 32 B, chloroplastic-like [Zingiber officinale]",Zingiber officinale,192,192,95%,3e-56,40.62,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_042474654.1?report=genbank&log$=prottop&blast_rank=63&RID=ZV3SH815016"",""XP_042474654.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like [Malus domestica]",Malus domestica,192,192,93%,4e-56,38.49,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_028962001.1?report=genbank&log$=prottop&blast_rank=64&RID=ZV3SH815016"",""XP_028962001.1"")"
hypothetical protein ACOSQ3_027986 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,192,192,95%,4e-56,38.58,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5813036.1?report=genbank&log$=prottop&blast_rank=65&RID=ZV3SH815016"",""KAL5813036.1"")"
hypothetical protein Dsin_014646 [Dipteronia sinensis],Dipteronia sinensis,192,192,87%,4e-56,40.33,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK3220676.1?report=genbank&log$=prottop&blast_rank=66&RID=ZV3SH815016"",""KAK3220676.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic isoform X1 [Ricinus communis]",Ricinus communis,192,192,87%,4e-56,39.19,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015571265.1?report=genbank&log$=prottop&blast_rank=67&RID=ZV3SH815016"",""XP_015571265.1"")"
hypothetical protein SORBI_3002G137300 [Sorghum bicolor],Sorghum bicolor,192,192,88%,4e-56,40.20,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EER96376.1?report=genbank&log$=prottop&blast_rank=68&RID=ZV3SH815016"",""EER96376.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic [Oryza sativa Japonica Group]",Oryza sativa Japonica Group,192,192,88%,6e-56,40.13,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001409886.1?report=genbank&log$=prottop&blast_rank=69&RID=ZV3SH815016"",""NP_001409886.1"")"
"short-chain dehydrogenase TIC 32 B, chloroplastic-like [Zingiber officinale]",Zingiber officinale,192,192,95%,6e-56,40.62,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_042469518.1?report=genbank&log$=prottop&blast_rank=70&RID=ZV3SH815016"",""XP_042469518.1"")"
hypothetical protein J5N97_012410 [Dioscorea zingiberensis],Dioscorea zingiberensis,192,192,98%,6e-56,36.56,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ0976936.1?report=genbank&log$=prottop&blast_rank=71&RID=ZV3SH815016"",""KAJ0976936.1"")"
unnamed protein product [Miscanthus lutarioriparius],Miscanthus lutarioriparius,192,192,88%,6e-56,39.87,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD6225674.1?report=genbank&log$=prottop&blast_rank=72&RID=ZV3SH815016"",""CAD6225674.1"")"
hypothetical protein OsJ_30418 [Oryza sativa Japonica Group],Oryza sativa Japonica Group,192,192,88%,6e-56,40.13,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EEE70271.1?report=genbank&log$=prottop&blast_rank=73&RID=ZV3SH815016"",""EEE70271.1"")"
hypothetical protein KC19_11G068100 [Ceratodon purpureus],Ceratodon purpureus,192,192,94%,7e-56,36.36,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG0556632.1?report=genbank&log$=prottop&blast_rank=74&RID=ZV3SH815016"",""KAG0556632.1"")"
hypothetical protein OsI_32466 [Oryza sativa Indica Group],Oryza sativa Indica Group,191,191,88%,7e-56,39.86,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAZ10151.1?report=genbank&log$=prottop&blast_rank=75&RID=ZV3SH815016"",""EAZ10151.1"")"
hypothetical protein ACOSP7_027514 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,191,191,95%,7e-56,38.84,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5746368.1?report=genbank&log$=prottop&blast_rank=76&RID=ZV3SH815016"",""KAL5746368.1"")"
hypothetical protein Q3G72_034766 [Acer saccharum],Acer saccharum,191,191,87%,9e-56,39.80,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK1584641.1?report=genbank&log$=prottop&blast_rank=77&RID=ZV3SH815016"",""KAK1584641.1"")"
unnamed protein product [Alopecurus aequalis],Alopecurus aequalis,191,191,87%,1e-55,40.33,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAM0953256.1?report=genbank&log$=prottop&blast_rank=78&RID=ZV3SH815016"",""CAM0953256.1"")"
hypothetical protein E2562_017910 [Oryza meyeriana var. granulata],Oryza meyeriana var. granulata,192,192,86%,1e-55,42.37,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF0902511.1?report=genbank&log$=prottop&blast_rank=79&RID=ZV3SH815016"",""KAF0902511.1"")"
hypothetical protein JRO89_XS11G0198200 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,191,191,86%,1e-55,37.79,330,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7557662.1?report=genbank&log$=prottop&blast_rank=80&RID=ZV3SH815016"",""KAH7557662.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic isoform X1 [Oryza sativa Japonica Group]",Oryza sativa Japonica Group,191,191,86%,1e-55,42.47,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015615128.1?report=genbank&log$=prottop&blast_rank=81&RID=ZV3SH815016"",""XP_015615128.1"")"
hypothetical protein H6P81_017175 [Aristolochia fimbriata],Aristolochia fimbriata,191,191,87%,2e-55,40.00,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG9441321.1?report=genbank&log$=prottop&blast_rank=82&RID=ZV3SH815016"",""KAG9441321.1"")"
unnamed protein product [Spirodela intermedia],Spirodela intermedia,191,191,95%,2e-55,40.74,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAA7398133.1?report=genbank&log$=prottop&blast_rank=83&RID=ZV3SH815016"",""CAA7398133.1"")"
hypothetical protein ACOSQ2_027763 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,191,191,95%,2e-55,38.53,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5744647.1?report=genbank&log$=prottop&blast_rank=84&RID=ZV3SH815016"",""KAL5744647.1"")"
hypothetical protein ACOSQ4_027819 [Xanthoceras sorbifolium],Xanthoceras sorbifolium,191,191,95%,2e-55,38.84,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL5811251.1?report=genbank&log$=prottop&blast_rank=85&RID=ZV3SH815016"",""KAL5811251.1"")"
"Short-chain dehydrogenase TIC 32, chloroplastic [Stylosanthes scabra]",Stylosanthes scabra,190,190,93%,2e-55,36.16,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MED6121128.1?report=genbank&log$=prottop&blast_rank=86&RID=ZV3SH815016"",""MED6121128.1"")"
hypothetical protein BSKO_04944 [Bryopsis sp. KO-2023],Bryopsis sp. KO-2023,189,189,88%,2e-55,37.42,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GMH37071.1?report=genbank&log$=prottop&blast_rank=87&RID=ZV3SH815016"",""GMH37071.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like [Triticum dicoccoides]",Triticum dicoccoides,190,190,88%,3e-55,40.20,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_037422641.1?report=genbank&log$=prottop&blast_rank=88&RID=ZV3SH815016"",""XP_037422641.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like isoform X3 [Rutidosis leptorrhynchoides]",Rutidosis leptorrhynchoides,190,190,87%,3e-55,39.73,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_071686210.1?report=genbank&log$=prottop&blast_rank=89&RID=ZV3SH815016"",""XP_071686210.1"")"
hypothetical protein KC19_11G068200 [Ceratodon purpureus],Ceratodon purpureus,190,190,94%,3e-55,37.00,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG0556633.1?report=genbank&log$=prottop&blast_rank=90&RID=ZV3SH815016"",""KAG0556633.1"")"
"short-chain dehydrogenase TIC 32, chloroplastic-like [Dioscorea cayenensis subsp. rotundata]",Dioscorea cayenensis subsp. rotundata,190,190,87%,3e-55,40.40,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039123707.1?report=genbank&log$=prottop&blast_rank=91&RID=ZV3SH815016"",""XP_039123707.1"")"
