Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Aphanomyces euteiches cDNA,Aphanomyces euteiches,48.1,48.1,53%,0.019,30.48,940,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CU351059.1?report=genbank&log$=nucltop&blast_rank=25&RID=ZWCFX0EB016"",""CU351059.1"")"
Aphanomyces euteiches cDNA,Aphanomyces euteiches,48.1,48.1,53%,0.021,30.48,935,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CU350641.1?report=genbank&log$=nucltop&blast_rank=26&RID=ZWCFX0EB016"",""CU350641.1"")"
Aphanomyces euteiches cDNA,Aphanomyces euteiches,48.1,48.1,53%,0.022,30.48,931,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CU367163.1?report=genbank&log$=nucltop&blast_rank=27&RID=ZWCFX0EB016"",""CU367163.1"")"
Aphanomyces euteiches cDNA,Aphanomyces euteiches,47.8,47.8,53%,0.022,30.48,874,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CU354456.1?report=genbank&log$=nucltop&blast_rank=28&RID=ZWCFX0EB016"",""CU354456.1"")"
Aphanomyces euteiches cDNA,Aphanomyces euteiches,47.8,47.8,53%,0.022,30.48,849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CU354431.1?report=genbank&log$=nucltop&blast_rank=29&RID=ZWCFX0EB016"",""CU354431.1"")"
Aphanomyces euteiches cDNA,Aphanomyces euteiches,47.8,47.8,53%,0.023,30.48,804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CU357243.1?report=genbank&log$=nucltop&blast_rank=30&RID=ZWCFX0EB016"",""CU357243.1"")"
Aphanomyces euteiches cDNA,Aphanomyces euteiches,47.0,47.0,53%,0.039,30.19,849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CU352628.1?report=genbank&log$=nucltop&blast_rank=31&RID=ZWCFX0EB016"",""CU352628.1"")"



		


