Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
uncharacterized protein PV07_03590 [Cladophialophora immunda],Cladophialophora immunda,317,317,95%,8e-101,43.94,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016252224.1?report=genbank&log$=prottop&blast_rank=16&RID=ZUKG35SP013"",""XP_016252224.1"")"
uncharacterized protein PV08_08146 [Exophiala spinifera],Exophiala spinifera,316,316,87%,2e-100,46.04,448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016233175.1?report=genbank&log$=prottop&blast_rank=17&RID=ZUKG35SP013"",""XP_016233175.1"")"
Sulfite efflux pump SSU1 [Diplodia seriata],Diplodia seriata,315,315,96%,3e-100,45.88,429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OMP82732.1?report=genbank&log$=prottop&blast_rank=18&RID=ZUKG35SP013"",""OMP82732.1"")"
hypothetical protein HBH56_113280 [Parastagonospora nodorum],Parastagonospora nodorum,315,315,95%,3e-100,45.41,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH3913217.1?report=genbank&log$=prottop&blast_rank=19&RID=ZUKG35SP013"",""KAH3913217.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Diplodia intermedia],Diplodia intermedia,315,315,96%,4e-100,45.90,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL1640660.1?report=genbank&log$=prottop&blast_rank=20&RID=ZUKG35SP013"",""KAL1640660.1"")"
hypothetical protein HBI09_098710 [Parastagonospora nodorum],Parastagonospora nodorum,314,314,95%,4e-100,45.41,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH4035359.1?report=genbank&log$=prottop&blast_rank=21&RID=ZUKG35SP013"",""KAH4035359.1"")"
uncharacterized protein PV05_07847 [Exophiala xenobiotica],Exophiala xenobiotica,315,315,94%,5e-100,43.24,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_013312770.1?report=genbank&log$=prottop&blast_rank=22&RID=ZUKG35SP013"",""XP_013312770.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Mycoemilia scoparia],Mycoemilia scoparia,313,313,86%,8e-100,48.39,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ1921914.1?report=genbank&log$=prottop&blast_rank=23&RID=ZUKG35SP013"",""KAJ1921914.1"")"
uncharacterized protein PV10_08249 [Exophiala mesophila],Exophiala mesophila,313,313,87%,1e-99,47.65,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016220153.1?report=genbank&log$=prottop&blast_rank=24&RID=ZUKG35SP013"",""XP_016220153.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Diplodia seriata],Diplodia seriata,313,313,96%,1e-99,45.88,429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_066632342.1?report=genbank&log$=prottop&blast_rank=25&RID=ZUKG35SP013"",""XP_066632342.1"")"
hypothetical protein HBI59_002840 [Parastagonospora nodorum],Parastagonospora nodorum,313,313,95%,1e-99,45.41,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH6476053.1?report=genbank&log$=prottop&blast_rank=26&RID=ZUKG35SP013"",""KAH6476053.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Elasticomyces elasticus],Elasticomyces elasticus,313,313,88%,2e-99,46.20,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK4943883.1?report=genbank&log$=prottop&blast_rank=27&RID=ZUKG35SP013"",""KAK4943883.1"")"
putative sulfite transporter ssu1 [Diplodia seriata],Diplodia seriata,313,313,96%,2e-99,45.88,429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KKY27870.1?report=genbank&log$=prottop&blast_rank=28&RID=ZUKG35SP013"",""KKY27870.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala oligosperma],Exophiala oligosperma,313,313,91%,2e-99,45.38,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK6380956.1?report=genbank&log$=prottop&blast_rank=29&RID=ZUKG35SP013"",""KAK6380956.1"")"
hypothetical protein MMC08_009084 [Neofusicoccum parvum],Neofusicoccum parvum,310,310,85%,3e-99,46.88,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GME42330.1?report=genbank&log$=prottop&blast_rank=30&RID=ZUKG35SP013"",""GME42330.1"")"
hypothetical protein AYO21_01909 [Fonsecaea monophora],Fonsecaea monophora,313,313,91%,4e-99,44.66,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_022515634.1?report=genbank&log$=prottop&blast_rank=31&RID=ZUKG35SP013"",""XP_022515634.1"")"
uncharacterized protein Z517_01107 [Fonsecaea pedrosoi CBS 271.37],Fonsecaea pedrosoi CBS 271.37,312,312,91%,5e-99,44.66,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_013289523.1?report=genbank&log$=prottop&blast_rank=32&RID=ZUKG35SP013"",""XP_013289523.1"")"
hypothetical protein PV04_06646 [Phialophora macrospora],Phialophora macrospora,312,312,88%,5e-99,46.36,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KIW67387.1?report=genbank&log$=prottop&blast_rank=33&RID=ZUKG35SP013"",""KIW67387.1"")"
uncharacterized protein SAICODRAFT_67445 [Saitoella complicata NRRL Y-17804],Saitoella complicata NRRL Y-17804,311,311,88%,6e-99,47.84,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019022055.1?report=genbank&log$=prottop&blast_rank=34&RID=ZUKG35SP013"",""XP_019022055.1"")"
hypothetical protein AYL99_05730 [Fonsecaea erecta],Fonsecaea erecta,312,312,91%,8e-99,45.22,447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018694095.1?report=genbank&log$=prottop&blast_rank=35&RID=ZUKG35SP013"",""XP_018694095.1"")"
C4-dicarboxylate transporter/malic acid transport protein-like protein [Xylogone sp. PMI_703],Xylogone sp. PMI_703,313,313,95%,1e-98,44.62,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH8817075.1?report=genbank&log$=prottop&blast_rank=36&RID=ZUKG35SP013"",""KAH8817075.1"")"
uncharacterized protein HO133_004674 [Letharia lupina],Letharia lupina,312,312,94%,1e-98,44.86,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_037157591.1?report=genbank&log$=prottop&blast_rank=37&RID=ZUKG35SP013"",""XP_037157591.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica],Exophiala xenobiotica,311,311,87%,2e-98,45.86,447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK5414554.1?report=genbank&log$=prottop&blast_rank=38&RID=ZUKG35SP013"",""KAK5414554.1"")"
sulfite transporter Ssu1 [Exophiala viscosa],Exophiala viscosa,310,310,88%,3e-98,45.91,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_062675537.1?report=genbank&log$=prottop&blast_rank=39&RID=ZUKG35SP013"",""XP_062675537.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica],Exophiala xenobiotica,310,310,87%,3e-98,45.86,447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK5212794.1?report=genbank&log$=prottop&blast_rank=40&RID=ZUKG35SP013"",""KAK5212794.1"")"
hypothetical protein FDECE_8037 [Fusarium decemcellulare],Fusarium decemcellulare,309,309,92%,5e-98,45.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5005544.1?report=genbank&log$=prottop&blast_rank=41&RID=ZUKG35SP013"",""KAF5005544.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Lobaria immixta],Lobaria immixta,310,310,88%,5e-98,48.12,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1269684.1?report=genbank&log$=prottop&blast_rank=42&RID=ZUKG35SP013"",""MCJ1269684.1"")"
C4-dicarboxylate transporter/malic acid transport protein-like protein [Phaeosphaeria sp. MPI-PUGE-AT-0046c],Phaeosphaeria sp. MPI-PUGE-AT-0046c,308,308,94%,7e-98,45.36,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7384235.1?report=genbank&log$=prottop&blast_rank=43&RID=ZUKG35SP013"",""KAH7384235.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica],Exophiala xenobiotica,310,310,87%,7e-98,45.56,447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ9497992.1?report=genbank&log$=prottop&blast_rank=44&RID=ZUKG35SP013"",""KAJ9497992.1"")"
Sulfite efflux pump SSU1 [Cladophialophora carrionii],Cladophialophora carrionii,309,309,88%,8e-98,46.22,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OCT51825.1?report=genbank&log$=prottop&blast_rank=45&RID=ZUKG35SP013"",""OCT51825.1"")"
MAG: voltage-dependent anion channel [Benjaminiella poitrasii],Benjaminiella poitrasii,306,306,90%,1e-97,44.70,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI9473447.1?report=genbank&log$=prottop&blast_rank=46&RID=ZUKG35SP013"",""KAI9473447.1"")"
hypothetical protein N7G274_008255 [Stereocaulon virgatum],Stereocaulon virgatum,309,309,88%,1e-97,47.25,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL2038915.1?report=genbank&log$=prottop&blast_rank=47&RID=ZUKG35SP013"",""KAL2038915.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica],Exophiala xenobiotica,308,308,87%,2e-97,45.27,447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK5455254.1?report=genbank&log$=prottop&blast_rank=48&RID=ZUKG35SP013"",""KAK5455254.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica],Exophiala xenobiotica,308,308,94%,2e-97,44.32,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK5215757.1?report=genbank&log$=prottop&blast_rank=49&RID=ZUKG35SP013"",""KAK5215757.1"")"
hypothetical protein PV11_07502 [Exophiala sideris],Exophiala sideris,308,308,88%,2e-97,45.61,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KIV79964.1?report=genbank&log$=prottop&blast_rank=50&RID=ZUKG35SP013"",""KIV79964.1"")"
hypothetical protein NLG97_g4233 [Lecanicillium saksenae],Lecanicillium saksenae,307,307,92%,3e-97,44.12,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ3494211.1?report=genbank&log$=prottop&blast_rank=51&RID=ZUKG35SP013"",""KAJ3494211.1"")"
Sulfite efflux pump SSU1 [Lasiodiplodia theobromae],Lasiodiplodia theobromae,308,308,96%,3e-97,45.19,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAB2568721.1?report=genbank&log$=prottop&blast_rank=52&RID=ZUKG35SP013"",""KAB2568721.1"")"
uncharacterized protein G647_06293 [Cladophialophora carrionii CBS 160.54],Cladophialophora carrionii CBS 160.54,307,307,88%,5e-97,45.22,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_008728837.1?report=genbank&log$=prottop&blast_rank=53&RID=ZUKG35SP013"",""XP_008728837.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Varicellaria rhodocarpa],Varicellaria rhodocarpa,302,302,71%,6e-97,55.23,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ1242654.1?report=genbank&log$=prottop&blast_rank=54&RID=ZUKG35SP013"",""MCJ1242654.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Lithohypha guttulata],Lithohypha guttulata,306,306,84%,6e-97,49.85,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK5076758.1?report=genbank&log$=prottop&blast_rank=55&RID=ZUKG35SP013"",""KAK5076758.1"")"
hypothetical protein HMPREF1544_00485 [Mucor circinelloides 1006PhL],Mucor circinelloides 1006PhL,305,305,90%,6e-97,46.57,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EPB92756.1?report=genbank&log$=prottop&blast_rank=56&RID=ZUKG35SP013"",""EPB92756.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Exophiala xenobiotica],Exophiala xenobiotica,308,308,93%,7e-97,42.47,488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK7903410.1?report=genbank&log$=prottop&blast_rank=57&RID=ZUKG35SP013"",""KAK7903410.1"")"
hypothetical protein DOTSEDRAFT_136670 [Dothistroma septosporum NZE10],Dothistroma septosporum NZE10,306,306,92%,7e-97,47.17,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EME40420.1?report=genbank&log$=prottop&blast_rank=58&RID=ZUKG35SP013"",""EME40420.1"")"
Sulfite efflux pump SSU1 [Hyphodiscus hymeniophilus],Hyphodiscus hymeniophilus,307,307,95%,7e-97,44.30,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG0649381.1?report=genbank&log$=prottop&blast_rank=59&RID=ZUKG35SP013"",""KAG0649381.1"")"
voltage-dependent anion channel [Helicostylum pulchrum],Helicostylum pulchrum,304,304,93%,1e-96,43.09,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI9247786.1?report=genbank&log$=prottop&blast_rank=60&RID=ZUKG35SP013"",""KAI9247786.1"")"
MFS domain-containing protein [Mucor velutinosus],Mucor velutinosus,304,304,90%,1e-96,45.71,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_064684527.1?report=genbank&log$=prottop&blast_rank=61&RID=ZUKG35SP013"",""XP_064684527.1"")"
hypothetical protein BP5796_06777 [Coleophoma crateriformis],Coleophoma crateriformis,306,306,94%,1e-96,44.57,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RDW75956.1?report=genbank&log$=prottop&blast_rank=62&RID=ZUKG35SP013"",""RDW75956.1"")"
sulphite efflux pump [Trichophyton mentagrophytes],Trichophyton mentagrophytes,303,303,86%,2e-96,48.24,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ADV19279.1?report=genbank&log$=prottop&blast_rank=63&RID=ZUKG35SP013"",""ADV19279.1"")"
hypothetical protein BT63DRAFT_445444 [Microthyrium microscopicum],Microthyrium microscopicum,305,305,84%,2e-96,46.20,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF2672884.1?report=genbank&log$=prottop&blast_rank=64&RID=ZUKG35SP013"",""KAF2672884.1"")"
hypothetical protein ABVK25_010183 [Lepraria finkii],Lepraria finkii,305,305,95%,3e-96,44.74,456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL2049604.1?report=genbank&log$=prottop&blast_rank=65&RID=ZUKG35SP013"",""KAL2049604.1"")"
C4-dicarboxylate transporter/malic acid transport protein-like protein [Mytilinidion resinicola],Mytilinidion resinicola,304,304,88%,4e-96,46.65,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033568827.1?report=genbank&log$=prottop&blast_rank=66&RID=ZUKG35SP013"",""XP_033568827.1"")"
hypothetical protein K501DRAFT_197146 [Backusella circina FSU 941],Backusella circina FSU 941,303,303,94%,4e-96,43.94,391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI8877885.1?report=genbank&log$=prottop&blast_rank=67&RID=ZUKG35SP013"",""KAI8877885.1"")"
hypothetical protein HYFRA_00013276 [Hymenoscyphus fraxineus],Hymenoscyphus fraxineus,305,305,94%,5e-96,44.84,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG8961220.1?report=genbank&log$=prottop&blast_rank=68&RID=ZUKG35SP013"",""CAG8961220.1"")"
Sulfite transporter ssu1 [Lasiodiplodia theobromae],Lasiodiplodia theobromae,303,303,96%,5e-96,44.42,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035374167.1?report=genbank&log$=prottop&blast_rank=69&RID=ZUKG35SP013"",""XP_035374167.1"")"
Plasma membrane sulfite pump involved in sulfite metabolism [Nothophoma quercina],Nothophoma quercina,305,305,88%,5e-96,48.13,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL1594185.1?report=genbank&log$=prottop&blast_rank=70&RID=ZUKG35SP013"",""KAL1594185.1"")"
RecName: Full=Sulfite efflux pump SSU1 [Trichophyton benhamiae CBS 112371],Trichophyton benhamiae CBS 112371,302,302,89%,6e-96,46.86,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/A3R044.1?report=genbank&log$=prottop&blast_rank=71&RID=ZUKG35SP013"",""A3R044.1"")"
hypothetical protein INT48_004774 [Thamnidium elegans],Thamnidium elegans,302,302,93%,7e-96,44.04,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG2230721.1?report=genbank&log$=prottop&blast_rank=72&RID=ZUKG35SP013"",""KAG2230721.1"")"
hypothetical protein G7046_g4054 [Stylonectria norvegica],Stylonectria norvegica,304,304,92%,8e-96,44.88,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7560102.1?report=genbank&log$=prottop&blast_rank=73&RID=ZUKG35SP013"",""KAF7560102.1"")"
C4-dicarboxylate transporter/malic acid transport protein [Mucor ambiguus],Mucor ambiguus,301,301,90%,9e-96,44.86,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAN00662.1?report=genbank&log$=prottop&blast_rank=74&RID=ZUKG35SP013"",""GAN00662.1"")"
hypothetical protein VTO42DRAFT_482 [Malbranchea cinnamomea],Malbranchea cinnamomea,302,302,90%,9e-96,44.60,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL1954893.1?report=genbank&log$=prottop&blast_rank=75&RID=ZUKG35SP013"",""KAL1954893.1"")"
uncharacterized protein PV05_04241 [Exophiala xenobiotica],Exophiala xenobiotica,303,303,87%,1e-95,47.49,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_013316087.1?report=genbank&log$=prottop&blast_rank=76&RID=ZUKG35SP013"",""XP_013316087.1"")"
hypothetical protein HYALB_00008563 [Hymenoscyphus albidus],Hymenoscyphus albidus,304,304,93%,1e-95,45.23,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAG8974014.1?report=genbank&log$=prottop&blast_rank=77&RID=ZUKG35SP013"",""CAG8974014.1"")"
sulfite transporter Ssu1 [Pestalotiopsis sp. NC0098],Pestalotiopsis sp. NC0098,303,303,92%,1e-95,45.73,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI0155599.1?report=genbank&log$=prottop&blast_rank=78&RID=ZUKG35SP013"",""KAI0155599.1"")"
sulphite efflux pump protein [Trichophyton tonsurans CBS 112818],Trichophyton tonsurans CBS 112818,304,304,86%,1e-95,48.24,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGD94554.1?report=genbank&log$=prottop&blast_rank=79&RID=ZUKG35SP013"",""EGD94554.1"")"
C4-dicarboxylate transporter/malic acid transport protein-like protein [Halenospora varia],Halenospora varia,304,304,95%,1e-95,43.50,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH6678501.1?report=genbank&log$=prottop&blast_rank=80&RID=ZUKG35SP013"",""KAH6678501.1"")"
RecName: Full=Sulfite efflux pump SSU1 [Trichophyton rubrum],Trichophyton rubrum,301,301,86%,2e-95,47.94,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/A3QUP1.1?report=genbank&log$=prottop&blast_rank=81&RID=ZUKG35SP013"",""A3QUP1.1"")"
hypothetical protein INT47_007500 [Mucor saturninus],Mucor saturninus,301,301,90%,2e-95,42.90,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG2203917.1?report=genbank&log$=prottop&blast_rank=82&RID=ZUKG35SP013"",""KAG2203917.1"")"
sulphite efflux pump protein [Trichophyton equinum CBS 127.97],Trichophyton equinum CBS 127.97,304,304,86%,2e-95,48.24,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGE02733.1?report=genbank&log$=prottop&blast_rank=83&RID=ZUKG35SP013"",""EGE02733.1"")"
sulfite efflux pump SSU1 [Trichophyton interdigitale H6],Trichophyton interdigitale H6,304,304,86%,2e-95,48.24,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZF31584.1?report=genbank&log$=prottop&blast_rank=84&RID=ZUKG35SP013"",""EZF31584.1"")"
Sulfite efflux pump [Trichophyton interdigitale],Trichophyton interdigitale,304,304,86%,2e-95,48.24,463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF3893900.1?report=genbank&log$=prottop&blast_rank=85&RID=ZUKG35SP013"",""KAF3893900.1"")"
sulfite efflux pump SSU1 [Trichophyton violaceum],Trichophyton violaceum,303,303,86%,3e-95,48.24,460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OAL71659.1?report=genbank&log$=prottop&blast_rank=86&RID=ZUKG35SP013"",""OAL71659.1"")"
hypothetical protein VTL71DRAFT_2337 [Oculimacula yallundae],Oculimacula yallundae,303,303,94%,3e-95,44.02,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL2066266.1?report=genbank&log$=prottop&blast_rank=87&RID=ZUKG35SP013"",""KAL2066266.1"")"
C4-dicarboxylate transporter/malic acid transport protein-like protein [Pleomassaria siparia CBS 279.74],Pleomassaria siparia CBS 279.74,302,302,92%,4e-95,44.60,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF2706045.1?report=genbank&log$=prottop&blast_rank=88&RID=ZUKG35SP013"",""KAF2706045.1"")"
sulfite efflux pump SSU1 [Trichophyton soudanense CBS 452.61],Trichophyton soudanense CBS 452.61,303,303,86%,4e-95,48.24,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZF70346.1?report=genbank&log$=prottop&blast_rank=89&RID=ZUKG35SP013"",""EZF70346.1"")"
TPA_exp: Sulfite efflux pump SSU1 [Trichophyton benhamiae CBS 112371],Trichophyton benhamiae CBS 112371,303,303,86%,5e-95,48.24,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/DAA72897.1?report=genbank&log$=prottop&blast_rank=90&RID=ZUKG35SP013"",""DAA72897.1"")"
hypothetical protein MMC08_009084 [Neofusicoccum parvum],Neofusicoccum parvum,299,299,86%,6e-95,46.45,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GME48409.1?report=genbank&log$=prottop&blast_rank=91&RID=ZUKG35SP013"",""GME48409.1"")"
