Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. FP2294 chromosome, complete genome",Pseudomonas sp. FP2294,233,233,94%,1e-63,35.75,5934604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117441.1?report=genbank&log$=nucltop&blast_rank=19&RID=ZV4EMXFF016"",""CP117441.1"")"
"Pseudomonas shahriarae strain SWRI52 chromosome, complete genome",Pseudomonas shahriarae,233,233,94%,1e-63,35.75,6054205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077085.1?report=genbank&log$=nucltop&blast_rank=20&RID=ZV4EMXFF016"",""CP077085.1"")"
"Pseudomonas sp. So3.2b chromosome, complete genome",Pseudomonas sp. So3.2b,233,233,94%,1e-63,35.75,6167549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP080494.1?report=genbank&log$=nucltop&blast_rank=21&RID=ZV4EMXFF016"",""CP080494.1"")"
MAG: Pseudomonas shahriarae isolate UW_FK_PSEUD4_1 chromosome,Pseudomonas shahriarae,233,233,94%,1e-63,35.75,6278346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP181251.1?report=genbank&log$=nucltop&blast_rank=22&RID=ZV4EMXFF016"",""CP181251.1"")"
"Pseudomonas tohonis strain KRS022 chromosome, complete genome",Pseudomonas tohonis,233,233,94%,2e-63,37.66,6369026,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP127228.1?report=genbank&log$=nucltop&blast_rank=23&RID=ZV4EMXFF016"",""CP127228.1"")"
"Deinococcus sp. KNUC1210 plasmid unnamed8, complete sequence",Deinococcus sp. KNUC1210,232,232,93%,3e-63,40.76,72886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP092195.1?report=genbank&log$=nucltop&blast_rank=24&RID=ZV4EMXFF016"",""CP092195.1"")"
"Pseudomonas sp. DTU12.1 chromosome, complete genome",Pseudomonas sp. DTU12.1,232,232,94%,3e-63,36.31,5943629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP045254.1?report=genbank&log$=nucltop&blast_rank=25&RID=ZV4EMXFF016"",""CP045254.1"")"
"Pseudomonas nunensis strain In5 chromosome, complete genome",Pseudomonas nunensis,232,232,94%,3e-63,37.47,7328926,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101125.1?report=genbank&log$=nucltop&blast_rank=26&RID=ZV4EMXFF016"",""CP101125.1"")"
"Pseudomonas tohonis strain G5.110 chromosome, complete genome",Pseudomonas tohonis,231,231,94%,4e-63,37.92,6486270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP106785.1?report=genbank&log$=nucltop&blast_rank=27&RID=ZV4EMXFF016"",""CP106785.1"")"
"Pseudomonas sp. B21-053 chromosome, complete genome",Pseudomonas sp. B21-053,231,231,94%,5e-63,38.27,7123501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087205.1?report=genbank&log$=nucltop&blast_rank=28&RID=ZV4EMXFF016"",""CP087205.1"")"
"Pseudomonas migulae strain 8R6 chromosome, complete genome",Pseudomonas migulae,231,231,89%,5e-63,38.70,6476369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP093428.1?report=genbank&log$=nucltop&blast_rank=29&RID=ZV4EMXFF016"",""CP093428.1"")"
"Pseudomonas mandelii strain KGI_MA19 chromosome, complete genome",Pseudomonas mandelii,231,231,96%,5e-63,36.94,6749770,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP081178.1?report=genbank&log$=nucltop&blast_rank=30&RID=ZV4EMXFF016"",""CP081178.1"")"
"Pseudomonas sp. SG20052 chromosome, complete genome",Pseudomonas sp. SG20052,231,231,96%,5e-63,36.94,6812143,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134498.1?report=genbank&log$=nucltop&blast_rank=31&RID=ZV4EMXFF016"",""CP134498.1"")"
"Pseudomonas bijieensis strain SP1 chromosome, complete genome",Pseudomonas bijieensis,231,231,93%,6e-63,38.42,6668956,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP097108.1?report=genbank&log$=nucltop&blast_rank=32&RID=ZV4EMXFF016"",""CP097108.1"")"
"Pseudomonas sp. St290 DNA, complete genome",Pseudomonas sp. St290,231,231,93%,6e-63,38.42,6775898,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP014703.1?report=genbank&log$=nucltop&blast_rank=33&RID=ZV4EMXFF016"",""AP014703.1"")"
"Pseudomonas mandelii JR-1, complete genome",Pseudomonas mandelii JR-1,231,231,96%,6e-63,36.94,6778052,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP005960.1?report=genbank&log$=nucltop&blast_rank=34&RID=ZV4EMXFF016"",""CP005960.1"")"
"Pseudomonas sp. LG1D9 chromosome, complete genome",Pseudomonas sp. LG1D9,231,231,94%,6e-63,36.04,6289439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP026881.1?report=genbank&log$=nucltop&blast_rank=35&RID=ZV4EMXFF016"",""CP026881.1"")"
"Pseudomonas [fluorescens] ATCC 17400 chromosome, complete genome",Pseudomonas [fluorescens] ATCC 17400,231,231,94%,6e-63,36.04,6322429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP169220.1?report=genbank&log$=nucltop&blast_rank=36&RID=ZV4EMXFF016"",""CP169220.1"")"
"Pseudomonas idahonensis strain BIM B-1906 chromosome, complete genome",Pseudomonas idahonensis,231,231,91%,6e-63,37.67,6810649,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP149586.1?report=genbank&log$=nucltop&blast_rank=37&RID=ZV4EMXFF016"",""CP149586.1"")"
"Pseudomonas sp. MM213 chromosome, complete genome",Pseudomonas sp. MM213,231,231,89%,6e-63,38.98,6746355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP081943.1?report=genbank&log$=nucltop&blast_rank=38&RID=ZV4EMXFF016"",""CP081943.1"")"
"Pseudomonas sp. JDS08PS003 chromosome, complete genome",Pseudomonas sp. JDS08PS003,231,231,91%,7e-63,37.95,7107033,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP120724.1?report=genbank&log$=nucltop&blast_rank=39&RID=ZV4EMXFF016"",""CP120724.1"")"
"Pseudomonas sp. B14-6 chromosome, complete genome",Pseudomonas sp. B14-6,231,231,96%,7e-63,36.94,6766112,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP053929.1?report=genbank&log$=nucltop&blast_rank=40&RID=ZV4EMXFF016"",""CP053929.1"")"
"Pseudomonas purpurea strain DGS26 chromosome, complete genome",Pseudomonas purpurea,231,231,94%,7e-63,37.70,5931563,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP150918.1?report=genbank&log$=nucltop&blast_rank=41&RID=ZV4EMXFF016"",""CP150918.1"")"
"Cyanidioschyzon merolae strain 10D probable malic acid transport protein, malate permease partial mRNA",Cyanidioschyzon merolae strain 10D,217,217,91%,9e-63,37.12,1182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_005539010.1?report=genbank&log$=nucltop&blast_rank=42&RID=ZV4EMXFF016"",""XM_005539010.1"")"
"Pseudomonas sp. PMCC200344 chromosome, complete genome",Pseudomonas sp. PMCC200344,231,231,94%,1e-62,37.43,6478166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125618.1?report=genbank&log$=nucltop&blast_rank=43&RID=ZV4EMXFF016"",""CP125618.1"")"
"Pseudomonas sp. ADAK2 chromosome, complete genome",Pseudomonas sp. ADAK2,231,231,94%,1e-62,37.47,7105260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP052862.1?report=genbank&log$=nucltop&blast_rank=44&RID=ZV4EMXFF016"",""CP052862.1"")"
"Pseudomonas sp. ADAK7 chromosome, complete genome",Pseudomonas sp. ADAK7,231,231,94%,1e-62,37.47,7105297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP052861.1?report=genbank&log$=nucltop&blast_rank=45&RID=ZV4EMXFF016"",""CP052861.1"")"
"Pseudomonas mandelii strain VR4' HT30-3 chromosome, complete genome",Pseudomonas mandelii,230,230,96%,1e-62,36.07,6998267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP177237.1?report=genbank&log$=nucltop&blast_rank=46&RID=ZV4EMXFF016"",""CP177237.1"")"
"Pseudomonas hygromyciniae strain SDM007 chromosome, complete genome",Pseudomonas hygromyciniae,230,230,92%,1e-62,35.81,6037020,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP070506.1?report=genbank&log$=nucltop&blast_rank=47&RID=ZV4EMXFF016"",""CP070506.1"")"
"Pseudomonas sp. SW-3 chromosome, complete genome",Pseudomonas sp. SW-3,230,230,96%,1e-62,36.94,6538059,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP067098.1?report=genbank&log$=nucltop&blast_rank=48&RID=ZV4EMXFF016"",""CP067098.1"")"
"Pseudomonas mandelii strain LMG 21607 genome assembly, chromosome: I",Pseudomonas mandelii,230,230,96%,2e-62,36.94,7041758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629796.1?report=genbank&log$=nucltop&blast_rank=49&RID=ZV4EMXFF016"",""LT629796.1"")"
"Pseudomonas sp. FP818 chromosome, complete genome",Pseudomonas sp. FP818,230,230,94%,2e-62,35.48,5940731,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117427.1?report=genbank&log$=nucltop&blast_rank=50&RID=ZV4EMXFF016"",""CP117427.1"")"
"Pseudomonas sp. DC1.2 chromosome, complete genome",Pseudomonas sp. DC1.2,230,230,91%,2e-62,40.00,5824620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP133782.1?report=genbank&log$=nucltop&blast_rank=51&RID=ZV4EMXFF016"",""CP133782.1"")"
"Pseudomonas moorei m318 DNA, complete genome",Pseudomonas moorei,229,229,89%,2e-62,37.50,6533399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP035776.2?report=genbank&log$=nucltop&blast_rank=52&RID=ZV4EMXFF016"",""AP035776.2"")"
"Pseudomonas bijieensis strain L22-9 chromosome, complete genome",Pseudomonas bijieensis,229,229,93%,2e-62,38.15,6730360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP048810.1?report=genbank&log$=nucltop&blast_rank=53&RID=ZV4EMXFF016"",""CP048810.1"")"
"Pseudomonas sp. B21-059 chromosome, complete genome",Pseudomonas sp. B21-059,229,229,91%,2e-62,37.67,6788027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087201.1?report=genbank&log$=nucltop&blast_rank=54&RID=ZV4EMXFF016"",""CP087201.1"")"
"Pseudomonas fluorescens strain UK4, complete genome",Pseudomonas fluorescens,229,229,87%,2e-62,38.12,6064456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP008896.1?report=genbank&log$=nucltop&blast_rank=55&RID=ZV4EMXFF016"",""CP008896.1"")"
"Pseudomonas proteolytica strain H160203 chromosome, complete genome",Pseudomonas proteolytica,229,229,92%,3e-62,35.54,6339087,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099642.1?report=genbank&log$=nucltop&blast_rank=56&RID=ZV4EMXFF016"",""CP099642.1"")"
"Pseudomonas proteolytica strain H160204 chromosome, complete genome",Pseudomonas proteolytica,229,229,92%,3e-62,35.54,6339216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099643.1?report=genbank&log$=nucltop&blast_rank=57&RID=ZV4EMXFF016"",""CP099643.1"")"
"Pseudomonas thivervalensis strain BS3779 genome assembly, chromosome: I",Pseudomonas thivervalensis,229,229,93%,3e-62,37.87,6604078,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629691.1?report=genbank&log$=nucltop&blast_rank=58&RID=ZV4EMXFF016"",""LT629691.1"")"
Pseudomonas sp. 10S4 chromosome,Pseudomonas sp. 10S4,229,229,94%,3e-62,37.47,7270862,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP133774.1?report=genbank&log$=nucltop&blast_rank=59&RID=ZV4EMXFF016"",""CP133774.1"")"
"Pseudomonas sp. ATCC 43928 chromosome, complete genome",Pseudomonas sp. ATCC 43928,229,229,89%,4e-62,37.11,6466929,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP041753.1?report=genbank&log$=nucltop&blast_rank=60&RID=ZV4EMXFF016"",""CP041753.1"")"
"Pseudomonas fluorescens strain FW300-N2E3 chromosome, complete genome",Pseudomonas fluorescens,229,436,96%,4e-62,36.87,6391871,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP012830.1?report=genbank&log$=nucltop&blast_rank=61&RID=ZV4EMXFF016"",""CP012830.1"")"
"Pseudomonas helvetica strain DGS28 chromosome, complete genome",Pseudomonas helvetica,229,426,96%,5e-62,36.87,6437446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP150917.1?report=genbank&log$=nucltop&blast_rank=62&RID=ZV4EMXFF016"",""CP150917.1"")"
"Deinococcus radiomollis strain PO-04-20-132 plasmid unnamed2, complete sequence",Deinococcus radiomollis,228,228,92%,5e-62,40.87,583353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP129908.1?report=genbank&log$=nucltop&blast_rank=63&RID=ZV4EMXFF016"",""CP129908.1"")"
"Pseudomonas sp. HLS-6 chromosome, complete genome",Pseudomonas sp. HLS-6,228,228,89%,6e-62,39.20,5276694,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP024478.1?report=genbank&log$=nucltop&blast_rank=64&RID=ZV4EMXFF016"",""CP024478.1"")"
"Pseudomonas corrugata strain RM1-1-4 chromosome, complete genome",Pseudomonas corrugata,228,228,93%,7e-62,37.87,6124363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014262.1?report=genbank&log$=nucltop&blast_rank=65&RID=ZV4EMXFF016"",""CP014262.1"")"
"Pseudomonas corrugata strain BS3649 genome assembly, chromosome: I",Pseudomonas corrugata,228,228,93%,7e-62,37.87,6150838,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629798.1?report=genbank&log$=nucltop&blast_rank=66&RID=ZV4EMXFF016"",""LT629798.1"")"
"Pseudomonas corrugata strain B21-061 chromosome, complete genome",Pseudomonas corrugata,228,228,93%,7e-62,37.87,6219103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP102175.1?report=genbank&log$=nucltop&blast_rank=67&RID=ZV4EMXFF016"",""CP102175.1"")"
"Pseudomonas corrugata strain 3prime chromosome, complete genome",Pseudomonas corrugata,228,228,93%,7e-62,37.87,6332970,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP072011.1?report=genbank&log$=nucltop&blast_rank=68&RID=ZV4EMXFF016"",""CP072011.1"")"
"Pseudomonas corrugata strain B21-055 chromosome, complete genome",Pseudomonas corrugata,228,228,93%,7e-62,37.87,6698832,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP102177.1?report=genbank&log$=nucltop&blast_rank=69&RID=ZV4EMXFF016"",""CP102177.1"")"
Pseudomonas arsenicoxydans strain ACM1 chromosome,Pseudomonas arsenicoxydans,228,228,89%,7e-62,38.03,6620935,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP024767.1?report=genbank&log$=nucltop&blast_rank=70&RID=ZV4EMXFF016"",""CP024767.1"")"
"Pseudomonas sp. MPC6 chromosome, complete genome",Pseudomonas sp. MPC6,228,228,89%,9e-62,38.35,6841168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP034783.1?report=genbank&log$=nucltop&blast_rank=71&RID=ZV4EMXFF016"",""CP034783.1"")"
"Pseudomonas viciae strain YsS1 chromosome, complete genome",Pseudomonas viciae,228,228,93%,9e-62,38.15,6385884,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP123771.1?report=genbank&log$=nucltop&blast_rank=72&RID=ZV4EMXFF016"",""CP123771.1"")"
"Pseudomonas viciae strain 11K1 chromosome, complete genome",Pseudomonas viciae,228,228,93%,9e-62,38.15,6682832,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP035088.1?report=genbank&log$=nucltop&blast_rank=73&RID=ZV4EMXFF016"",""CP035088.1"")"
"Pseudomonas frederiksbergensis strain ERDD5:01 chromosome, complete genome",Pseudomonas frederiksbergensis,228,228,96%,1e-61,36.87,5747498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP017886.1?report=genbank&log$=nucltop&blast_rank=74&RID=ZV4EMXFF016"",""CP017886.1"")"
"Pseudomonas sp. Seg1 DNA, complete genome",Pseudomonas sp. Seg1,228,228,92%,1e-61,36.81,6625535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP021903.1?report=genbank&log$=nucltop&blast_rank=75&RID=ZV4EMXFF016"",""AP021903.1"")"
"Pseudomonas sp. ADAK21 chromosome, complete genome",Pseudomonas sp. ADAK21,228,228,94%,1e-61,35.77,6003863,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP052857.1?report=genbank&log$=nucltop&blast_rank=76&RID=ZV4EMXFF016"",""CP052857.1"")"
"Pseudomonas sp. ADAK20 chromosome, complete genome",Pseudomonas sp. ADAK20,228,228,94%,1e-61,35.77,6003946,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP052858.1?report=genbank&log$=nucltop&blast_rank=77&RID=ZV4EMXFF016"",""CP052858.1"")"
"Pseudomonas defluvii strain K4-sn1399 chromosome, complete genome",Pseudomonas defluvii,227,227,89%,1e-61,39.20,5243053,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP123067.1?report=genbank&log$=nucltop&blast_rank=78&RID=ZV4EMXFF016"",""CP123067.1"")"
Pseudomonas sp. SL4(2022) chromosome,Pseudomonas sp. SL4(2022),227,227,90%,1e-61,39.15,4440664,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP113060.1?report=genbank&log$=nucltop&blast_rank=79&RID=ZV4EMXFF016"",""CP113060.1"")"
"Pseudomonas hormoni strain G20-18 chromosome, complete genome",Pseudomonas hormoni,227,227,89%,1e-61,38.70,6481491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP075566.1?report=genbank&log$=nucltop&blast_rank=80&RID=ZV4EMXFF016"",""CP075566.1"")"
"Pseudomonas hormoni strain G20-18_CNT1 chromosome, complete genome",Pseudomonas hormoni,227,227,89%,1e-61,38.70,6488189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP169287.1?report=genbank&log$=nucltop&blast_rank=81&RID=ZV4EMXFF016"",""CP169287.1"")"
"Pseudomonas sp. GR 6-02 chromosome, complete genome",Pseudomonas sp. GR 6-02,227,227,89%,1e-61,36.54,6500345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP011567.1?report=genbank&log$=nucltop&blast_rank=82&RID=ZV4EMXFF016"",""CP011567.1"")"
"Pseudomonas sp. B21-017 chromosome, complete genome",Pseudomonas sp. B21-017,227,227,89%,1e-61,37.11,6550594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087194.1?report=genbank&log$=nucltop&blast_rank=83&RID=ZV4EMXFF016"",""CP087194.1"")"
"Pseudomonas sp. B21-056 chromosome, complete genome",Pseudomonas sp. B21-056,227,227,93%,1e-61,37.60,6448716,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087203.1?report=genbank&log$=nucltop&blast_rank=84&RID=ZV4EMXFF016"",""CP087203.1"")"
"Pseudomonas mucidolens strain NCTC8068 genome assembly, chromosome: 1",Pseudomonas mucidolens,227,227,95%,2e-61,35.39,5853060,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LS483433.1?report=genbank&log$=nucltop&blast_rank=85&RID=ZV4EMXFF016"",""LS483433.1"")"
"Pseudomonas mucidolens strain LMG 2223 genome assembly, chromosome: I",Pseudomonas mucidolens,227,227,95%,2e-61,35.39,5853167,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629802.1?report=genbank&log$=nucltop&blast_rank=86&RID=ZV4EMXFF016"",""LT629802.1"")"
MAG: Pseudomonas helleri isolate UW_FK_PSEUD1_1 chromosome,Pseudomonas helleri,227,227,95%,2e-61,37.67,5950724,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP181271.1?report=genbank&log$=nucltop&blast_rank=87&RID=ZV4EMXFF016"",""CP181271.1"")"
"Pseudomonas sp. WJP1 chromosome, complete genome",Pseudomonas sp. WJP1,227,227,89%,2e-61,38.64,7004124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP110128.1?report=genbank&log$=nucltop&blast_rank=88&RID=ZV4EMXFF016"",""CP110128.1"")"
"Pseudomonas sp. MPB03 chromosome, complete genome",Pseudomonas sp. MPB03,227,227,93%,2e-61,37.33,6508542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP176770.1?report=genbank&log$=nucltop&blast_rank=89&RID=ZV4EMXFF016"",""CP176770.1"")"
