Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Syngnathus typhle enolase 1a, (alpha) (eno1a), transcript variant X2, mRNA",Syngnathus typhle,530,530,99%,0.0,59.95,1850,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_061269423.1?report=genbank&log$=nucltop&blast_rank=16&RID=ZWDGNATP013"",""XM_061269423.1"")"
"PREDICTED: Fundulus heteroclitus enolase 1a, (alpha) (eno1a), transcript variant X2, mRNA",Fundulus heteroclitus,530,530,99%,0.0,60.19,1919,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_021320501.2?report=genbank&log$=nucltop&blast_rank=17&RID=ZWDGNATP013"",""XM_021320501.2"")"
"PREDICTED: Eucyclogobius newberryi gamma-enolase-like (LOC140373918), transcript variant X2, mRNA",Eucyclogobius newberryi,529,529,99%,0.0,60.32,1428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_072460658.1?report=genbank&log$=nucltop&blast_rank=18&RID=ZWDGNATP013"",""XM_072460658.1"")"
"PREDICTED: Parambassis ranga enolase 1 (eno1), transcript variant X2, mRNA",Parambassis ranga,529,529,99%,0.0,59.95,1912,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_028409541.1?report=genbank&log$=nucltop&blast_rank=19&RID=ZWDGNATP013"",""XM_028409541.1"")"
"PREDICTED: Poecilia reticulata enolase 2 (eno2), mRNA",Poecilia reticulata,529,529,99%,0.0,59.40,1752,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008431410.2?report=genbank&log$=nucltop&blast_rank=20&RID=ZWDGNATP013"",""XM_008431410.2"")"
"PREDICTED: Syngnathus scovelli enolase 1a, (alpha) (eno1a), transcript variant X2, mRNA",Syngnathus scovelli,529,529,99%,0.0,59.72,1838,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_049755389.1?report=genbank&log$=nucltop&blast_rank=21&RID=ZWDGNATP013"",""XM_049755389.1"")"
"PREDICTED: Syngnathus typhle enolase 1a, (alpha) (eno1a), transcript variant X1, mRNA",Syngnathus typhle,529,529,99%,0.0,59.58,1851,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_061269422.1?report=genbank&log$=nucltop&blast_rank=22&RID=ZWDGNATP013"",""XM_061269422.1"")"
"PREDICTED: Syngnathus acus enolase 1a, (alpha) (eno1a), transcript variant X2, mRNA",Syngnathus acus,529,529,99%,0.0,59.72,1844,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_037277129.1?report=genbank&log$=nucltop&blast_rank=23&RID=ZWDGNATP013"",""XM_037277129.1"")"
"PREDICTED: Narcine bancroftii beta-enolase-like (LOC138754863), mRNA",Narcine bancroftii,529,529,99%,0.0,60.65,1603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_069919777.1?report=genbank&log$=nucltop&blast_rank=24&RID=ZWDGNATP013"",""XM_069919777.1"")"
"PREDICTED: Selaginella moellendorffii enolase (LOC9644294), transcript variant X2, mRNA",Selaginella moellendorffii,529,529,98%,0.0,61.19,1554,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_002984505.2?report=genbank&log$=nucltop&blast_rank=25&RID=ZWDGNATP013"",""XM_002984505.2"")"
"PREDICTED: Leuresthes tenuis enolase 1a, (alpha) (eno1a), transcript variant X1, mRNA",Leuresthes tenuis,529,529,100%,0.0,58.73,1849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_072366566.1?report=genbank&log$=nucltop&blast_rank=26&RID=ZWDGNATP013"",""XM_072366566.1"")"
"PREDICTED: Poecilia mexicana enolase 2 (gamma, neuronal) (eno2), mRNA",Poecilia mexicana,528,528,99%,0.0,59.40,1744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_015003827.1?report=genbank&log$=nucltop&blast_rank=27&RID=ZWDGNATP013"",""XM_015003827.1"")"
"PREDICTED: Poecilia formosa enolase 2 (eno2), mRNA",Poecilia formosa,528,528,99%,0.0,59.40,1744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_007550158.2?report=genbank&log$=nucltop&blast_rank=28&RID=ZWDGNATP013"",""XM_007550158.2"")"
"PREDICTED: Poecilia latipinna enolase 2 (gamma, neuronal) (eno2), mRNA",Poecilia latipinna,528,528,99%,0.0,59.40,1742,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_015038455.1?report=genbank&log$=nucltop&blast_rank=29&RID=ZWDGNATP013"",""XM_015038455.1"")"
"PREDICTED: Xiphophorus maculatus enolase 2 (eno2), mRNA",Xiphophorus maculatus,528,528,99%,0.0,59.63,1753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023330194.1?report=genbank&log$=nucltop&blast_rank=30&RID=ZWDGNATP013"",""XM_023330194.1"")"
"Polytomella parva clone 0016300673 enolase 1 (ENO1) mRNA, complete cds; plastid",Polytomella parva,528,528,99%,0.0,60.37,1440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT377368.1?report=genbank&log$=nucltop&blast_rank=31&RID=ZWDGNATP013"",""MT377368.1"")"
Auxenochlorella protothecoides Enolase partial mRNA,Auxenochlorella protothecoides,528,528,99%,0.0,60.65,1788,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011401041.1?report=genbank&log$=nucltop&blast_rank=32&RID=ZWDGNATP013"",""XM_011401041.1"")"
"PREDICTED: Parambassis ranga enolase 2 (eno2), transcript variant X2, mRNA",Parambassis ranga,528,528,99%,0.0,59.16,1764,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_028424470.1?report=genbank&log$=nucltop&blast_rank=33&RID=ZWDGNATP013"",""XM_028424470.1"")"
"PREDICTED: Sander lucioperca enolase 2 (eno2), mRNA",Sander lucioperca,527,527,99%,0.0,58.93,1564,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_031294779.2?report=genbank&log$=nucltop&blast_rank=34&RID=ZWDGNATP013"",""XM_031294779.2"")"
"Gossypium hirsutum enolase (LOC107942127), mRNA",Gossypium hirsutum,527,527,98%,0.0,60.96,1620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NM_001327462.2?report=genbank&log$=nucltop&blast_rank=35&RID=ZWDGNATP013"",""NM_001327462.2"")"
"PREDICTED: Gambusia affinis gamma-enolase-like (LOC122830995), transcript variant X2, mRNA",Gambusia affinis,527,527,99%,0.0,59.16,1626,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_044116863.1?report=genbank&log$=nucltop&blast_rank=36&RID=ZWDGNATP013"",""XM_044116863.1"")"
"PREDICTED: Gossypium raimondii enolase (LOC105786370), mRNA",Gossypium raimondii,526,526,98%,0.0,60.96,1642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012612758.2?report=genbank&log$=nucltop&blast_rank=37&RID=ZWDGNATP013"",""XM_012612758.2"")"
"PREDICTED: Entelurus aequoreus enolase 2 (eno2), transcript variant X1, mRNA",Entelurus aequoreus,526,526,99%,0.0,59.16,1439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062056618.1?report=genbank&log$=nucltop&blast_rank=38&RID=ZWDGNATP013"",""XM_062056618.1"")"
Saprolegnia parasitica CBS 223.65 enolase mRNA,Saprolegnia parasitica CBS 223.65,526,526,98%,0.0,60.84,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012341494.1?report=genbank&log$=nucltop&blast_rank=39&RID=ZWDGNATP013"",""XM_012341494.1"")"
"PREDICTED: Kryptolebias marmoratus enolase 1b, (alpha) (eno1b), mRNA",Kryptolebias marmoratus,526,526,99%,0.0,59.63,1605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_017408079.3?report=genbank&log$=nucltop&blast_rank=40&RID=ZWDGNATP013"",""XM_017408079.3"")"
Saprolegnia diclina VS20 enolase mRNA,Saprolegnia diclina VS20,526,526,98%,0.0,60.84,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008606216.1?report=genbank&log$=nucltop&blast_rank=41&RID=ZWDGNATP013"",""XM_008606216.1"")"
"Xenopus laevis enolase 3 (beta, muscle) L homeolog (eno3.L), mRNA",Xenopus laevis,526,526,99%,0.0,60.32,1622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NM_001086877.1?report=genbank&log$=nucltop&blast_rank=42&RID=ZWDGNATP013"",""NM_001086877.1"")"
"PREDICTED: Scomber scombrus gamma-enolase (LOC133996511), mRNA",Scomber scombrus,525,525,99%,0.0,58.70,1323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062436100.1?report=genbank&log$=nucltop&blast_rank=43&RID=ZWDGNATP013"",""XM_062436100.1"")"
"PREDICTED: Chanos chanos gamma-enolase (LOC115820781), mRNA",Chanos chanos,525,525,99%,0.0,59.63,1365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030784456.1?report=genbank&log$=nucltop&blast_rank=44&RID=ZWDGNATP013"",""XM_030784456.1"")"
"Etroplus suratensis bio-material ES05RACE Alpha-enolase mRNA, partial cds",Etroplus suratensis,525,525,99%,0.0,59.49,1296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT432823.1?report=genbank&log$=nucltop&blast_rank=45&RID=ZWDGNATP013"",""MT432823.1"")"
"PREDICTED: Scomber japonicus gamma-enolase-like (LOC128374705), mRNA",Scomber japonicus,525,525,99%,0.0,58.47,1323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053334968.1?report=genbank&log$=nucltop&blast_rank=46&RID=ZWDGNATP013"",""XM_053334968.1"")"
"PREDICTED: Xiphias gladius gamma-enolase-like (LOC120784103), mRNA",Xiphias gladius,524,524,99%,0.0,59.16,1418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_040117585.1?report=genbank&log$=nucltop&blast_rank=47&RID=ZWDGNATP013"",""XM_040117585.1"")"
"Synthetic construct clone IMAGE:7005677 hypothetical protein (mgc108129) gene, partial cds",synthetic construct,524,524,99%,0.0,60.09,1339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG134710.1?report=genbank&log$=nucltop&blast_rank=48&RID=ZWDGNATP013"",""MG134710.1"")"
"PREDICTED: Periophthalmus magnuspinnatus gamma-enolase-like (LOC117384362), transcript variant X2, mRNA",Periophthalmus magnuspinnatus,524,524,99%,0.0,59.63,1392,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055227686.1?report=genbank&log$=nucltop&blast_rank=49&RID=ZWDGNATP013"",""XM_055227686.1"")"
"Gossypium hirsutum enolase (Eno) mRNA, complete cds",Gossypium hirsutum,523,523,98%,0.0,60.73,1347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU169604.1?report=genbank&log$=nucltop&blast_rank=50&RID=ZWDGNATP013"",""EU169604.1"")"
"PREDICTED: Enoplosus armatus gamma-enolase (LOC139298519), mRNA",Enoplosus armatus,523,523,99%,0.0,58.47,1305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_070921160.1?report=genbank&log$=nucltop&blast_rank=51&RID=ZWDGNATP013"",""XM_070921160.1"")"
"PREDICTED: Limanda limanda gamma-enolase-like (LOC133013718), mRNA",Limanda limanda,523,523,99%,0.0,59.40,1305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_061080755.1?report=genbank&log$=nucltop&blast_rank=52&RID=ZWDGNATP013"",""XM_061080755.1"")"
"PREDICTED: Toxotes jaculatrix gamma-enolase-like (LOC121185814), mRNA",Toxotes jaculatrix,522,522,99%,0.0,58.70,1305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_041044262.1?report=genbank&log$=nucltop&blast_rank=53&RID=ZWDGNATP013"",""XM_041044262.1"")"
"PREDICTED: Anoplopoma fimbria gamma-enolase-like (LOC129109552), mRNA",Anoplopoma fimbria,522,522,99%,0.0,58.93,1305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054621650.1?report=genbank&log$=nucltop&blast_rank=54&RID=ZWDGNATP013"",""XM_054621650.1"")"
"PREDICTED: Fundulus heteroclitus enolase 1a, (alpha) (eno1a), transcript variant X1, mRNA",Fundulus heteroclitus,530,530,99%,1e-180,59.95,1919,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012870616.3?report=genbank&log$=nucltop&blast_rank=55&RID=ZWDGNATP013"",""XM_012870616.3"")"
"PREDICTED: Hippocampus comes alpha-enolase (LOC109511788), transcript variant X1, mRNA",Hippocampus comes,529,529,99%,1e-180,59.49,1874,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_019863109.1?report=genbank&log$=nucltop&blast_rank=56&RID=ZWDGNATP013"",""XM_019863109.1"")"
"PREDICTED: Xiphophorus hellerii enolase 2 (eno2), mRNA",Xiphophorus hellerii,527,527,99%,1e-180,59.63,1765,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032558819.1?report=genbank&log$=nucltop&blast_rank=57&RID=ZWDGNATP013"",""XM_032558819.1"")"
"PREDICTED: Clarias gariepinus beta-enolase (LOC128517161), transcript variant X3, mRNA",Clarias gariepinus,524,524,99%,1e-180,59.49,1510,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053490963.1?report=genbank&log$=nucltop&blast_rank=58&RID=ZWDGNATP013"",""XM_053490963.1"")"
"PREDICTED: Girardinichthys multiradiatus gamma-enolase-like (LOC124863627), transcript variant X3, mRNA",Girardinichthys multiradiatus,526,526,99%,1e-180,59.40,1684,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_047358070.1?report=genbank&log$=nucltop&blast_rank=59&RID=ZWDGNATP013"",""XM_047358070.1"")"
"PREDICTED: Clarias gariepinus beta-enolase (LOC128517102), transcript variant X2, mRNA",Clarias gariepinus,524,524,99%,1e-180,59.49,1531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053490889.1?report=genbank&log$=nucltop&blast_rank=60&RID=ZWDGNATP013"",""XM_053490889.1"")"
"PREDICTED: Gouania willdenowi enolase 2 (eno2), mRNA",Gouania willdenowi,526,526,99%,1e-180,59.40,1704,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_028469788.1?report=genbank&log$=nucltop&blast_rank=61&RID=ZWDGNATP013"",""XM_028469788.1"")"
"PREDICTED: Parambassis ranga enolase 2 (eno2), transcript variant X1, mRNA",Parambassis ranga,527,527,99%,1e-180,59.16,1762,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_028424469.1?report=genbank&log$=nucltop&blast_rank=62&RID=ZWDGNATP013"",""XM_028424469.1"")"
"PREDICTED: Clarias gariepinus beta-enolase (LOC128517102), transcript variant X1, mRNA",Clarias gariepinus,524,524,99%,1e-180,59.49,1541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053490888.1?report=genbank&log$=nucltop&blast_rank=63&RID=ZWDGNATP013"",""XM_053490888.1"")"
"PREDICTED: Lepisosteus oculatus enolase 3, (beta, muscle) (eno3), mRNA",Lepisosteus oculatus,526,526,99%,1e-180,59.95,1643,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_069186762.1?report=genbank&log$=nucltop&blast_rank=64&RID=ZWDGNATP013"",""XM_069186762.1"")"
"PREDICTED: Betta splendens enolase 1b, (alpha) (eno1b), transcript variant X3, mRNA",Betta splendens,525,525,99%,1e-180,58.93,1565,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_029151894.3?report=genbank&log$=nucltop&blast_rank=65&RID=ZWDGNATP013"",""XM_029151894.3"")"
"Cavia porcellus enolase 1 (Eno1), mRNA",Cavia porcellus,524,524,99%,1e-180,60.32,1513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NM_001173073.1?report=genbank&log$=nucltop&blast_rank=66&RID=ZWDGNATP013"",""NM_001173073.1"")"
"PREDICTED: Mastacembelus armatus gamma-enolase (LOC113126853), transcript variant X1, mRNA",Mastacembelus armatus,523,523,99%,2e-180,58.70,1465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_026301051.2?report=genbank&log$=nucltop&blast_rank=67&RID=ZWDGNATP013"",""XM_026301051.2"")"
"PREDICTED: Scleropages formosus enolase 3 (eno3), transcript variant X2, mRNA",Scleropages formosus,523,523,99%,2e-180,59.72,1402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_018728808.2?report=genbank&log$=nucltop&blast_rank=68&RID=ZWDGNATP013"",""XM_018728808.2"")"
"PREDICTED: Cyclopterus lumpus enolase 1a, (alpha) (eno1a), mRNA",Cyclopterus lumpus,528,528,100%,2e-180,59.18,1846,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_034536730.1?report=genbank&log$=nucltop&blast_rank=69&RID=ZWDGNATP013"",""XM_034536730.1"")"
"PREDICTED: Salarias fasciatus enolase 2 (eno2), transcript variant X1, mRNA",Salarias fasciatus,529,529,99%,2e-180,59.63,1918,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030103158.1?report=genbank&log$=nucltop&blast_rank=70&RID=ZWDGNATP013"",""XM_030103158.1"")"
"PREDICTED: Hippoglossus stenolepis enolase 1b, (alpha) (eno1b), transcript variant X2, mRNA",Hippoglossus stenolepis,526,526,99%,2e-180,59.16,1652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_035153085.2?report=genbank&log$=nucltop&blast_rank=71&RID=ZWDGNATP013"",""XM_035153085.2"")"
"PREDICTED: Sander lucioperca enolase 1a, (alpha) (eno1a), transcript variant X5, mRNA",Sander lucioperca,527,527,100%,2e-180,58.50,1778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_036008058.1?report=genbank&log$=nucltop&blast_rank=72&RID=ZWDGNATP013"",""XM_036008058.1"")"
"PREDICTED: Colossoma macropomum enolase 3, (beta, muscle) (eno3), mRNA",Colossoma macropomum,523,523,99%,2e-180,59.26,1471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_036591174.1?report=genbank&log$=nucltop&blast_rank=73&RID=ZWDGNATP013"",""XM_036591174.1"")"
"PREDICTED: Syngnathus acus enolase 1a, (alpha) (eno1a), transcript variant X1, mRNA",Syngnathus acus,528,528,99%,2e-180,59.35,1847,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_037277121.1?report=genbank&log$=nucltop&blast_rank=74&RID=ZWDGNATP013"",""XM_037277121.1"")"
"PREDICTED: Seriola lalandi dorsalis enolase 1 (eno1), transcript variant X2, mRNA",Seriola lalandi dorsalis,528,528,99%,2e-180,59.72,1866,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023427472.1?report=genbank&log$=nucltop&blast_rank=75&RID=ZWDGNATP013"",""XM_023427472.1"")"
"PREDICTED: Platichthys flesus enolase 1a, (alpha) (eno1a), transcript variant X2, mRNA",Platichthys flesus,528,528,99%,2e-180,59.95,1908,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062391796.1?report=genbank&log$=nucltop&blast_rank=76&RID=ZWDGNATP013"",""XM_062391796.1"")"
"PREDICTED: Oryzias latipes enolase 2 (eno2), mRNA",Oryzias latipes,527,527,99%,2e-180,59.63,1800,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_004077982.3?report=genbank&log$=nucltop&blast_rank=77&RID=ZWDGNATP013"",""XM_004077982.3"")"
"PREDICTED: Selaginella moellendorffii enolase (LOC9633990), transcript variant X2, mRNA",Selaginella moellendorffii,524,524,98%,2e-180,60.96,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_002965395.2?report=genbank&log$=nucltop&blast_rank=78&RID=ZWDGNATP013"",""XM_002965395.2"")"
"PREDICTED: Phycodurus eques enolase 1a, (alpha) (eno1a), mRNA",Phycodurus eques,527,527,99%,2e-180,59.26,1810,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_061672838.1?report=genbank&log$=nucltop&blast_rank=79&RID=ZWDGNATP013"",""XM_061672838.1"")"
"PREDICTED: Seriola lalandi dorsalis enolase 1 (eno1), transcript variant X1, mRNA",Seriola lalandi dorsalis,528,528,99%,2e-180,59.49,1866,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023427471.1?report=genbank&log$=nucltop&blast_rank=80&RID=ZWDGNATP013"",""XM_023427471.1"")"
"PREDICTED: Epinephelus fuscoguttatus gamma-enolase (LOC125905081), mRNA",Epinephelus fuscoguttatus,524,524,99%,2e-180,58.93,1556,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_049602908.1?report=genbank&log$=nucltop&blast_rank=81&RID=ZWDGNATP013"",""XM_049602908.1"")"
"PREDICTED: Betta splendens enolase 1b, (alpha) (eno1b), transcript variant X1, mRNA",Betta splendens,524,524,99%,3e-180,58.93,1584,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_029151892.2?report=genbank&log$=nucltop&blast_rank=82&RID=ZWDGNATP013"",""XM_029151892.2"")"
"PREDICTED: Xenopus tropicalis enolase 3 (beta, muscle) (eno3), transcript variant X1, mRNA",Xenopus tropicalis,523,523,99%,3e-180,60.09,1501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_031897986.1?report=genbank&log$=nucltop&blast_rank=83&RID=ZWDGNATP013"",""XM_031897986.1"")"
"PREDICTED: Xiphophorus couchianus enolase 2 (eno2), mRNA",Xiphophorus couchianus,526,526,99%,3e-180,59.63,1765,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_028012999.1?report=genbank&log$=nucltop&blast_rank=84&RID=ZWDGNATP013"",""XM_028012999.1"")"
