Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein Vafri_4219 [Volvox africanus],Volvox africanus,546,546,99%,0.0,61.98,560,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GIL47392.1?report=genbank&log$=prottop&blast_rank=11&RID=ZWD870S1016"",""GIL47392.1"")"
hypothetical protein Vretifemale_1126 [Volvox reticuliferus],Volvox reticuliferus,545,545,99%,0.0,61.43,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GIL70369.1?report=genbank&log$=prottop&blast_rank=12&RID=ZWD870S1016"",""GIL70369.1"")"
"hypothetical protein Vretimale_3546, partial [Volvox reticuliferus]",Volvox reticuliferus,545,545,99%,0.0,61.43,514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GIL98092.1?report=genbank&log$=prottop&blast_rank=13&RID=ZWD870S1016"",""GIL98092.1"")"
hypothetical protein Vafri_4219 [Volvox africanus],Volvox africanus,545,545,99%,0.0,61.98,531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GIL47394.1?report=genbank&log$=prottop&blast_rank=14&RID=ZWD870S1016"",""GIL47394.1"")"
hypothetical protein GPECTOR_35g834 [Gonium pectorale],Gonium pectorale,543,543,99%,0.0,61.89,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KXZ47396.1?report=genbank&log$=prottop&blast_rank=15&RID=ZWD870S1016"",""KXZ47396.1"")"
hypothetical protein WJX77_011086 [Trebouxia sp. C0004],Trebouxia sp. C0004,541,541,99%,0.0,60.79,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0021189.1?report=genbank&log$=prottop&blast_rank=16&RID=ZWD870S1016"",""KAL0021189.1"")"
Enolase [Tetrabaena socialis],Tetrabaena socialis,541,541,99%,0.0,61.20,515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNH05208.1?report=genbank&log$=prottop&blast_rank=17&RID=ZWD870S1016"",""PNH05208.1"")"
uncharacterized protein VOLCADRAFT_79991 [Volvox carteri f. nagariensis],Volvox carteri f. nagariensis,541,541,99%,0.0,61.43,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002948092.1?report=genbank&log$=prottop&blast_rank=18&RID=ZWD870S1016"",""XP_002948092.1"")"
hypothetical protein APUTEX25_000121 [Auxenochlorella protothecoides],Auxenochlorella protothecoides,540,540,99%,0.0,60.88,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RMZ55538.1?report=genbank&log$=prottop&blast_rank=19&RID=ZWD870S1016"",""RMZ55538.1"")"
hypothetical protein WJX82_000703 [Trebouxia sp. C0006],Trebouxia sp. C0006,538,538,99%,0.0,60.32,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0045653.1?report=genbank&log$=prottop&blast_rank=20&RID=ZWD870S1016"",""KAL0045653.1"")"
hypothetical protein [Sanguina aurantia],Sanguina aurantia,538,538,100%,0.0,61.15,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEW5299481.1?report=genbank&log$=prottop&blast_rank=21&RID=ZWD870S1016"",""MEW5299481.1"")"
hypothetical protein WJX79_005013 [Trebouxia sp. C0005],Trebouxia sp. C0005,536,536,99%,0.0,60.09,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL0043450.1?report=genbank&log$=prottop&blast_rank=22&RID=ZWD870S1016"",""KAL0043450.1"")"
hypothetical protein Agub_g4701 [Astrephomene gubernaculifera],Astrephomene gubernaculifera,536,536,99%,0.0,59.82,519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GFR43604.1?report=genbank&log$=prottop&blast_rank=23&RID=ZWD870S1016"",""GFR43604.1"")"
unnamed protein product [Sphagnum compactum],Sphagnum compactum,535,535,99%,0.0,61.73,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAM6039495.1?report=genbank&log$=prottop&blast_rank=24&RID=ZWD870S1016"",""CAM6039495.1"")"
unnamed protein product [Sphagnum jensenii],Sphagnum jensenii,535,535,99%,0.0,61.96,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAK9865564.1?report=genbank&log$=prottop&blast_rank=25&RID=ZWD870S1016"",""CAK9865564.1"")"
hypothetical protein BDL97_15G064600 [Sphagnum fallax],Sphagnum fallax,535,535,99%,0.0,61.73,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH8939972.1?report=genbank&log$=prottop&blast_rank=26&RID=ZWD870S1016"",""KAH8939972.1"")"
hypothetical protein CY35_15G066500 [Sphagnum magellanicum],Sphagnum magellanicum,535,535,99%,0.0,61.96,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH9539620.1?report=genbank&log$=prottop&blast_rank=27&RID=ZWD870S1016"",""KAH9539620.1"")"
hypothetical protein WJX73_006018 [Symbiochloris irregularis],Symbiochloris irregularis,534,534,99%,0.0,59.03,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK9808026.1?report=genbank&log$=prottop&blast_rank=28&RID=ZWD870S1016"",""KAK9808026.1"")"
unnamed protein product [Sphagnum jensenii],Sphagnum jensenii,533,533,99%,0.0,61.50,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAK9263089.1?report=genbank&log$=prottop&blast_rank=29&RID=ZWD870S1016"",""CAK9263089.1"")"
unnamed protein product [Sphagnum troendelagicum],Sphagnum troendelagicum,533,533,99%,0.0,61.50,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAK9206447.1?report=genbank&log$=prottop&blast_rank=30&RID=ZWD870S1016"",""CAK9206447.1"")"
unnamed protein product [Sphagnum balticum],Sphagnum balticum,533,533,99%,0.0,61.50,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAM6017140.1?report=genbank&log$=prottop&blast_rank=31&RID=ZWD870S1016"",""CAM6017140.1"")"
hypothetical protein R1flu_026659 [Riccia fluitans],Riccia fluitans,533,533,98%,0.0,60.18,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL2608086.1?report=genbank&log$=prottop&blast_rank=32&RID=ZWD870S1016"",""KAL2608086.1"")"
gamma-enolase-like [Scatophagus argus],Scatophagus argus,533,533,99%,0.0,59.86,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046255192.1?report=genbank&log$=prottop&blast_rank=33&RID=ZWD870S1016"",""XP_046255192.1"")"
unnamed protein product [Sphagnum troendelagicum],Sphagnum troendelagicum,533,533,99%,0.0,61.28,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAK9206600.1?report=genbank&log$=prottop&blast_rank=34&RID=ZWD870S1016"",""CAK9206600.1"")"
putative Enolase [Chlorella desiccata (nom. nud.)],Chlorella desiccata (nom. nud.),533,533,99%,0.0,61.16,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH7621392.1?report=genbank&log$=prottop&blast_rank=35&RID=ZWD870S1016"",""KAH7621392.1"")"
hypothetical protein COHA_009931 [Chlorella ohadii],Chlorella ohadii,533,533,99%,0.0,60.00,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI7836164.1?report=genbank&log$=prottop&blast_rank=36&RID=ZWD870S1016"",""KAI7836164.1"")"
hypothetical protein BDL97_04G099400 [Sphagnum fallax],Sphagnum fallax,532,532,99%,0.0,61.82,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAH8965067.1?report=genbank&log$=prottop&blast_rank=37&RID=ZWD870S1016"",""KAH8965067.1"")"
"enolase 1a, (alpha) isoform X2 [Hippocampus zosterae]",Hippocampus zosterae,532,532,99%,0.0,59.95,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_051914435.1?report=genbank&log$=prottop&blast_rank=38&RID=ZWD870S1016"",""XP_051914435.1"")"
hypothetical protein BSKO_03575 [Bryopsis sp. KO-2023],Bryopsis sp. KO-2023,531,531,100%,0.0,60.37,524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GMH35707.1?report=genbank&log$=prottop&blast_rank=39&RID=ZWD870S1016"",""GMH35707.1"")"
hypothetical protein KSW81_005400 [Chlorella desiccata (nom. nud.)],Chlorella desiccata (nom. nud.),531,531,99%,0.0,61.16,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG7668641.1?report=genbank&log$=prottop&blast_rank=40&RID=ZWD870S1016"",""KAG7668641.1"")"
hypothetical protein ABPG77_006697 [Micractinium sp. CCAP 211/92],Micractinium sp. CCAP 211/92,531,531,99%,0.0,59.86,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL4442703.1?report=genbank&log$=prottop&blast_rank=41&RID=ZWD870S1016"",""KAL4442703.1"")"
Enolase [Coccomyxa sp. Obi],Coccomyxa sp. Obi,531,531,99%,0.0,60.61,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BDA47873.1?report=genbank&log$=prottop&blast_rank=42&RID=ZWD870S1016"",""BDA47873.1"")"
Enolase [Trebouxia sp. C0009 RCD-2024],Trebouxia sp. C0009 RCD-2024,531,531,99%,0.0,59.40,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL3162703.1?report=genbank&log$=prottop&blast_rank=43&RID=ZWD870S1016"",""KAL3162703.1"")"
"enolase 1a, (alpha) [Centropristis striata]",Centropristis striata,531,531,99%,0.0,59.95,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_059189089.1?report=genbank&log$=prottop&blast_rank=44&RID=ZWD870S1016"",""XP_059189089.1"")"
unnamed protein product [Sphagnum jensenii],Sphagnum jensenii,531,531,99%,0.0,61.82,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAK9875119.1?report=genbank&log$=prottop&blast_rank=45&RID=ZWD870S1016"",""CAK9875119.1"")"
unnamed protein product [Sphagnum troendelagicum],Sphagnum troendelagicum,531,531,99%,0.0,61.82,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAK9223553.1?report=genbank&log$=prottop&blast_rank=46&RID=ZWD870S1016"",""CAK9223553.1"")"
gamma-enolase [Kryptolebias marmoratus],Kryptolebias marmoratus,531,531,99%,0.0,59.86,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017283158.1?report=genbank&log$=prottop&blast_rank=47&RID=ZWD870S1016"",""XP_017283158.1"")"
alpha-enolase isoform X1 [Parambassis ranga],Parambassis ranga,530,530,99%,0.0,60.19,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_028265341.1?report=genbank&log$=prottop&blast_rank=48&RID=ZWD870S1016"",""XP_028265341.1"")"
"enolase 1a, (alpha) isoform X2 [Toxotes jaculatrix]",Toxotes jaculatrix,530,530,99%,0.0,59.95,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_040909741.1?report=genbank&log$=prottop&blast_rank=49&RID=ZWD870S1016"",""XP_040909741.1"")"
"enolase 1a, (alpha) isoform X1 [Hippocampus zosterae]",Hippocampus zosterae,530,530,99%,0.0,59.72,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_051914434.1?report=genbank&log$=prottop&blast_rank=50&RID=ZWD870S1016"",""XP_051914434.1"")"
"enolase 1a, (alpha) isoform X1 [Toxotes jaculatrix]",Toxotes jaculatrix,530,530,99%,0.0,59.72,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_040909732.1?report=genbank&log$=prottop&blast_rank=51&RID=ZWD870S1016"",""XP_040909732.1"")"
"enolase 1a, (alpha) isoform X2 [Syngnathus typhle]",Syngnathus typhle,530,530,99%,0.0,59.95,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_061125407.1?report=genbank&log$=prottop&blast_rank=52&RID=ZWD870S1016"",""XP_061125407.1"")"
unnamed protein product [Sphagnum balticum],Sphagnum balticum,530,530,99%,0.0,61.82,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAM6023486.1?report=genbank&log$=prottop&blast_rank=53&RID=ZWD870S1016"",""CAM6023486.1"")"
PREDICTED: alpha-enolase isoform X2 [Hippocampus comes],Hippocampus comes,530,530,99%,0.0,59.72,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019718669.1?report=genbank&log$=prottop&blast_rank=54&RID=ZWD870S1016"",""XP_019718669.1"")"
gamma-enolase-like [Eucyclogobius newberryi],Eucyclogobius newberryi,530,530,99%,0.0,60.32,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_072316758.1?report=genbank&log$=prottop&blast_rank=55&RID=ZWD870S1016"",""XP_072316758.1"")"
hypothetical protein CBR_g12313 [Chara braunii],Chara braunii,530,530,99%,0.0,59.59,446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBG72746.1?report=genbank&log$=prottop&blast_rank=56&RID=ZWD870S1016"",""GBG72746.1"")"
"enolase 1a, (alpha) isoform X2 [Fundulus heteroclitus]",Fundulus heteroclitus,530,530,99%,0.0,60.19,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_021176176.1?report=genbank&log$=prottop&blast_rank=57&RID=ZWD870S1016"",""XP_021176176.1"")"
"enolase 1a, (alpha) isoform X1 [Fundulus heteroclitus]",Fundulus heteroclitus,530,530,99%,0.0,59.95,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012726070.1?report=genbank&log$=prottop&blast_rank=58&RID=ZWD870S1016"",""XP_012726070.1"")"
PREDICTED: gamma-enolase [Poecilia formosa],Poecilia formosa,530,530,99%,0.0,59.40,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_007550220.1?report=genbank&log$=prottop&blast_rank=59&RID=ZWD870S1016"",""XP_007550220.1"")"
gamma-enolase [Oryzias melastigma],Oryzias melastigma,530,530,99%,0.0,59.63,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_024123609.1?report=genbank&log$=prottop&blast_rank=60&RID=ZWD870S1016"",""XP_024123609.1"")"
beta-enolase-like [Narcine bancroftii],Narcine bancroftii,529,529,99%,0.0,60.65,435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_069775878.1?report=genbank&log$=prottop&blast_rank=61&RID=ZWD870S1016"",""XP_069775878.1"")"
alpha-enolase isoform X2 [Parambassis ranga],Parambassis ranga,529,529,99%,0.0,59.95,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_028265342.1?report=genbank&log$=prottop&blast_rank=62&RID=ZWD870S1016"",""XP_028265342.1"")"
"enolase 1a, (alpha) isoform X1 [Syngnathus typhle]",Syngnathus typhle,529,529,99%,0.0,59.58,486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_061125406.1?report=genbank&log$=prottop&blast_rank=63&RID=ZWD870S1016"",""XP_061125406.1"")"
PREDICTED: gamma-enolase [Poecilia reticulata],Poecilia reticulata,529,529,99%,0.0,59.40,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_008429632.1?report=genbank&log$=prottop&blast_rank=64&RID=ZWD870S1016"",""XP_008429632.1"")"
gamma-enolase [Salarias fasciatus],Salarias fasciatus,529,529,99%,0.0,59.63,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029959018.1?report=genbank&log$=prottop&blast_rank=65&RID=ZWD870S1016"",""XP_029959018.1"")"
PREDICTED: alpha-enolase isoform X1 [Hippocampus comes],Hippocampus comes,529,529,99%,0.0,59.49,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019718668.1?report=genbank&log$=prottop&blast_rank=66&RID=ZWD870S1016"",""XP_019718668.1"")"
gamma-enolase [Clupea harengus],Clupea harengus,529,529,99%,0.0,59.40,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012684596.1?report=genbank&log$=prottop&blast_rank=67&RID=ZWD870S1016"",""XP_012684596.1"")"
gamma-enolase [Parambassis ranga],Parambassis ranga,528,528,99%,0.0,59.16,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_028280270.1?report=genbank&log$=prottop&blast_rank=68&RID=ZWD870S1016"",""XP_028280270.1"")"
gamma-enolase [Xiphophorus maculatus],Xiphophorus maculatus,528,528,99%,0.0,59.63,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023185962.1?report=genbank&log$=prottop&blast_rank=69&RID=ZWD870S1016"",""XP_023185962.1"")"
enolase isoform X2 [Selaginella moellendorffii],Selaginella moellendorffii,528,528,98%,0.0,61.19,446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002984551.1?report=genbank&log$=prottop&blast_rank=70&RID=ZWD870S1016"",""XP_002984551.1"")"
unnamed protein product [Sphagnum compactum],Sphagnum compactum,528,528,99%,0.0,61.59,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAM6046242.1?report=genbank&log$=prottop&blast_rank=71&RID=ZWD870S1016"",""CAM6046242.1"")"
"enolase 1a, (alpha) isoform X2 [Syngnathus scovelli]",Syngnathus scovelli,528,528,99%,0.0,59.72,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_049611346.1?report=genbank&log$=prottop&blast_rank=72&RID=ZWD870S1016"",""XP_049611346.1"")"
"enolase 1a, (alpha) isoform X2 [Platichthys flesus]",Platichthys flesus,528,528,99%,0.0,59.95,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_062247780.1?report=genbank&log$=prottop&blast_rank=73&RID=ZWD870S1016"",""XP_062247780.1"")"
hypothetical protein ABPG75_001563 [Micractinium tetrahymenae],Micractinium tetrahymenae,528,528,99%,0.0,59.53,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAL4424262.1?report=genbank&log$=prottop&blast_rank=74&RID=ZWD870S1016"",""KAL4424262.1"")"
gamma-enolase-like [Engraulis encrasicolus],Engraulis encrasicolus,528,528,99%,0.0,58.93,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063054213.1?report=genbank&log$=prottop&blast_rank=75&RID=ZWD870S1016"",""XP_063054213.1"")"
"enolase 1a, (alpha) isoform X2 [Syngnathus acus]",Syngnathus acus,528,528,99%,0.0,59.72,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_037133024.1?report=genbank&log$=prottop&blast_rank=76&RID=ZWD870S1016"",""XP_037133024.1"")"
alpha-enolase isoform X2 [Seriola lalandi dorsalis],Seriola lalandi dorsalis,528,528,99%,0.0,59.72,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023283240.1?report=genbank&log$=prottop&blast_rank=77&RID=ZWD870S1016"",""XP_023283240.1"")"
"enolase 1a, (alpha) isoform X1 [Syngnathus acus]",Syngnathus acus,528,528,99%,0.0,59.35,486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_037133016.1?report=genbank&log$=prottop&blast_rank=78&RID=ZWD870S1016"",""XP_037133016.1"")"
gamma-enolase isoform X2 [Haplochromis burtoni],Haplochromis burtoni,528,528,99%,0.0,59.16,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_005925282.1?report=genbank&log$=prottop&blast_rank=79&RID=ZWD870S1016"",""XP_005925282.1"")"
hypothetical protein CBR_g48754 [Chara braunii],Chara braunii,528,528,99%,0.0,59.91,446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBG65006.1?report=genbank&log$=prottop&blast_rank=80&RID=ZWD870S1016"",""GBG65006.1"")"
"enolase 1a, (alpha) [Cyclopterus lumpus]",Cyclopterus lumpus,528,528,99%,0.0,59.95,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034392621.1?report=genbank&log$=prottop&blast_rank=81&RID=ZWD870S1016"",""XP_034392621.1"")"
gamma-enolase-like [Alosa alosa],Alosa alosa,528,528,99%,0.0,59.16,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_048116549.1?report=genbank&log$=prottop&blast_rank=82&RID=ZWD870S1016"",""XP_048116549.1"")"
hypothetical protein CBR_g38707 [Chara braunii],Chara braunii,528,528,99%,0.0,59.59,446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBG84422.1?report=genbank&log$=prottop&blast_rank=83&RID=ZWD870S1016"",""GBG84422.1"")"
gamma-enolase-like [Acanthochromis polyacanthus],Acanthochromis polyacanthus,528,528,99%,0.0,59.86,464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_022071233.2?report=genbank&log$=prottop&blast_rank=84&RID=ZWD870S1016"",""XP_022071233.2"")"
"enolase 1a, (alpha) isoform X1 [Leuresthes tenuis]",Leuresthes tenuis,528,528,99%,0.0,59.49,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_072222667.1?report=genbank&log$=prottop&blast_rank=85&RID=ZWD870S1016"",""XP_072222667.1"")"
alpha-enolase isoform X2 [Lates japonicus],Lates japonicus,528,528,99%,0.0,59.95,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAA6222880.1?report=genbank&log$=prottop&blast_rank=86&RID=ZWD870S1016"",""GAA6222880.1"")"
gamma-enolase isoform X2 [Melanotaenia boesemani],Melanotaenia boesemani,528,528,99%,0.0,59.86,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_041845154.1?report=genbank&log$=prottop&blast_rank=87&RID=ZWD870S1016"",""XP_041845154.1"")"
gamma-enolase [Oreochromis niloticus],Oreochromis niloticus,528,528,99%,0.0,59.16,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003450631.1?report=genbank&log$=prottop&blast_rank=88&RID=ZWD870S1016"",""XP_003450631.1"")"
alpha-enolase isoform X1 [Seriola lalandi dorsalis],Seriola lalandi dorsalis,528,528,99%,0.0,59.49,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023283239.1?report=genbank&log$=prottop&blast_rank=89&RID=ZWD870S1016"",""XP_023283239.1"")"
gamma-enolase-like [Mugil cephalus],Mugil cephalus,528,528,99%,0.0,59.16,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047455597.1?report=genbank&log$=prottop&blast_rank=90&RID=ZWD870S1016"",""XP_047455597.1"")"
unnamed protein product [Knipowitschia caucasica],Knipowitschia caucasica,528,528,99%,0.0,59.86,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL1610892.1?report=genbank&log$=prottop&blast_rank=91&RID=ZWD870S1016"",""CAL1610892.1"")"
"enolase 1a, (alpha) [Pleuronectes platessa]",Pleuronectes platessa,528,528,99%,0.0,59.72,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_053279994.1?report=genbank&log$=prottop&blast_rank=92&RID=ZWD870S1016"",""XP_053279994.1"")"
hypothetical protein AGOR_G00019960 [Albula goreensis],Albula goreensis,527,527,99%,0.0,60.42,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAI1902811.1?report=genbank&log$=prottop&blast_rank=93&RID=ZWD870S1016"",""KAI1902811.1"")"
"enolase 1a, (alpha) isoform X2 [Xiphias gladius]",Xiphias gladius,527,527,99%,0.0,59.49,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_040008720.1?report=genbank&log$=prottop&blast_rank=94&RID=ZWD870S1016"",""XP_040008720.1"")"
"enolase 1a, (alpha) isoform X1 [Syngnathus scovelli]",Syngnathus scovelli,527,527,99%,0.0,59.49,485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_049611345.1?report=genbank&log$=prottop&blast_rank=95&RID=ZWD870S1016"",""XP_049611345.1"")"
gamma-enolase isoform X2 [Mastacembelus armatus],Mastacembelus armatus,527,527,99%,0.0,59.16,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026173298.1?report=genbank&log$=prottop&blast_rank=96&RID=ZWD870S1016"",""XP_026173298.1"")"
"enolase 1a, (alpha) isoform X2 [Lates calcarifer]",Lates calcarifer,527,527,99%,0.0,59.72,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018521404.1?report=genbank&log$=prottop&blast_rank=97&RID=ZWD870S1016"",""XP_018521404.1"")"
