Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TDT family transporter [Pseudomonas sp. GM60],Pseudomonas sp. GM60,241,241,89%,4e-72,41.24,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008031815.1?report=genbank&log$=prottop&blast_rank=39&RID=ZV2Y8080016"",""WP_008031815.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,241,241,89%,4e-72,41.53,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223463988.1?report=genbank&log$=prottop&blast_rank=40&RID=ZV2Y8080016"",""WP_223463988.1"")"
TDT family transporter [Pseudomonas sp. 25 R 14],Pseudomonas sp. 25 R 14,241,241,92%,4e-72,39.94,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_065943539.1?report=genbank&log$=prottop&blast_rank=41&RID=ZV2Y8080016"",""WP_065943539.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,241,241,92%,4e-72,39.39,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169956838.1?report=genbank&log$=prottop&blast_rank=42&RID=ZV2Y8080016"",""WP_169956838.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,241,241,92%,4e-72,39.39,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170042666.1?report=genbank&log$=prottop&blast_rank=43&RID=ZV2Y8080016"",""WP_170042666.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,241,241,93%,5e-72,40.00,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092204088.1?report=genbank&log$=prottop&blast_rank=44&RID=ZV2Y8080016"",""WP_092204088.1"")"
TDT family transporter [Pseudomonas proteolytica],Pseudomonas proteolytica,241,241,92%,7e-72,39.17,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_275971228.1?report=genbank&log$=prottop&blast_rank=45&RID=ZV2Y8080016"",""WP_275971228.1"")"
MULTISPECIES: TDT family transporter [Pseudomonas],Pseudomonas,241,241,92%,7e-72,38.57,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057438898.1?report=genbank&log$=prottop&blast_rank=46&RID=ZV2Y8080016"",""WP_057438898.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,241,241,89%,7e-72,41.24,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223414534.1?report=genbank&log$=prottop&blast_rank=47&RID=ZV2Y8080016"",""WP_223414534.1"")"
TDT family transporter [Pseudomonas sp. VB3],Pseudomonas sp. VB3,241,241,92%,7e-72,38.57,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_271044132.1?report=genbank&log$=prottop&blast_rank=48&RID=ZV2Y8080016"",""WP_271044132.1"")"
TDT family transporter [Pseudomonas brenneri],Pseudomonas brenneri,240,240,92%,9e-72,39.39,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090290701.1?report=genbank&log$=prottop&blast_rank=49&RID=ZV2Y8080016"",""WP_090290701.1"")"
TDT family transporter [Pseudomonas fluorescens],Pseudomonas fluorescens,240,240,94%,9e-72,40.43,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_046053299.1?report=genbank&log$=prottop&blast_rank=50&RID=ZV2Y8080016"",""WP_046053299.1"")"
TDT family transporter [Pseudomonas sp. PDM01],Pseudomonas sp. PDM01,240,240,89%,1e-71,40.62,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192230095.1?report=genbank&log$=prottop&blast_rank=51&RID=ZV2Y8080016"",""WP_192230095.1"")"
TDT family transporter [Pseudomonas proteolytica],Pseudomonas proteolytica,240,240,92%,1e-71,38.89,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_339517696.1?report=genbank&log$=prottop&blast_rank=52&RID=ZV2Y8080016"",""WP_339517696.1"")"
TDT family transporter [Pseudomonas sp. PDM02],Pseudomonas sp. PDM02,240,240,89%,1e-71,41.53,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192226142.1?report=genbank&log$=prottop&blast_rank=53&RID=ZV2Y8080016"",""WP_192226142.1"")"
TDT family transporter [Pseudomonas sp. PS02303],Pseudomonas sp. PS02303,240,240,96%,1e-71,39.05,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_282411437.1?report=genbank&log$=prottop&blast_rank=54&RID=ZV2Y8080016"",""WP_282411437.1"")"
TDT family transporter [Pseudomonas nunensis],Pseudomonas nunensis,240,240,94%,1e-71,40.43,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_290025375.1?report=genbank&log$=prottop&blast_rank=55&RID=ZV2Y8080016"",""WP_290025375.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,240,240,89%,1e-71,41.24,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223451122.1?report=genbank&log$=prottop&blast_rank=56&RID=ZV2Y8080016"",""WP_223451122.1"")"
MULTISPECIES: TDT family transporter [Pseudomonas],Pseudomonas,240,240,92%,1e-71,39.17,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092235002.1?report=genbank&log$=prottop&blast_rank=57&RID=ZV2Y8080016"",""WP_092235002.1"")"
TDT family transporter [Pseudomonas brenneri],Pseudomonas brenneri,240,240,92%,1e-71,38.84,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_421526723.1?report=genbank&log$=prottop&blast_rank=58&RID=ZV2Y8080016"",""WP_421526723.1"")"
MULTISPECIES: TDT family transporter [Pseudomonas],Pseudomonas,239,239,89%,2e-71,41.24,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192416972.1?report=genbank&log$=prottop&blast_rank=59&RID=ZV2Y8080016"",""WP_192416972.1"")"
TDT family transporter [Deinococcus sp. KNUC1210],Deinococcus sp. KNUC1210,239,239,93%,2e-71,42.93,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239052038.1?report=genbank&log$=prottop&blast_rank=60&RID=ZV2Y8080016"",""WP_239052038.1"")"
TDT family transporter [Pseudomonas fluorescens],Pseudomonas fluorescens,239,239,93%,2e-71,40.60,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_307574123.1?report=genbank&log$=prottop&blast_rank=61&RID=ZV2Y8080016"",""WP_307574123.1"")"
TDT family transporter [Pseudomonas brenneri],Pseudomonas brenneri,239,239,92%,2e-71,38.84,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_373346685.1?report=genbank&log$=prottop&blast_rank=62&RID=ZV2Y8080016"",""WP_373346685.1"")"
TDT family transporter [Pseudomonas sp. WS 5413],Pseudomonas sp. WS 5413,239,239,92%,2e-71,38.57,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169989429.1?report=genbank&log$=prottop&blast_rank=63&RID=ZV2Y8080016"",""WP_169989429.1"")"
TDT family transporter [Pseudomonas sp. MM213],Pseudomonas sp. MM213,239,239,89%,2e-71,41.24,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_226298852.1?report=genbank&log$=prottop&blast_rank=64&RID=ZV2Y8080016"",""WP_226298852.1"")"
TDT family transporter [Pseudomonas frederiksbergensis],Pseudomonas frederiksbergensis,239,239,94%,2e-71,39.35,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_123510642.1?report=genbank&log$=prottop&blast_rank=65&RID=ZV2Y8080016"",""WP_123510642.1"")"
TDT family transporter [Pseudomonas nunensis],Pseudomonas nunensis,239,239,94%,2e-71,40.43,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054049547.1?report=genbank&log$=prottop&blast_rank=66&RID=ZV2Y8080016"",""WP_054049547.1"")"
TDT family transporter [Pseudomonas nunensis],Pseudomonas nunensis,239,239,94%,2e-71,39.62,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054615696.1?report=genbank&log$=prottop&blast_rank=67&RID=ZV2Y8080016"",""WP_054615696.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,239,239,89%,2e-71,41.24,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_207285334.1?report=genbank&log$=prottop&blast_rank=68&RID=ZV2Y8080016"",""WP_207285334.1"")"
TDT family transporter [Pseudomonas migulae],Pseudomonas migulae,239,239,89%,2e-71,40.96,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_280163330.1?report=genbank&log$=prottop&blast_rank=69&RID=ZV2Y8080016"",""WP_280163330.1"")"
TDT family transporter [Pseudomonas sp. NPDC096950],Pseudomonas sp. NPDC096950,239,239,94%,3e-71,39.62,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_403021008.1?report=genbank&log$=prottop&blast_rank=70&RID=ZV2Y8080016"",""WP_403021008.1"")"
TDT family transporter [Pseudomonas bijieensis],Pseudomonas bijieensis,239,239,93%,3e-71,40.60,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_232201032.1?report=genbank&log$=prottop&blast_rank=71&RID=ZV2Y8080016"",""WP_232201032.1"")"
TDT family transporter [Pseudomonas sp. St290],Pseudomonas sp. St290,239,239,93%,3e-71,40.60,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_212801310.1?report=genbank&log$=prottop&blast_rank=72&RID=ZV2Y8080016"",""WP_212801310.1"")"
TDT family transporter [Pseudomonas frederiksbergensis],Pseudomonas frederiksbergensis,239,239,94%,3e-71,39.62,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_123599435.1?report=genbank&log$=prottop&blast_rank=73&RID=ZV2Y8080016"",""WP_123599435.1"")"
TDT family transporter [Pseudomonas gessardii],Pseudomonas gessardii,239,239,92%,3e-71,38.84,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_076965106.1?report=genbank&log$=prottop&blast_rank=74&RID=ZV2Y8080016"",""WP_076965106.1"")"
TDT family transporter [Pseudomonas sp. B21-053],Pseudomonas sp. B21-053,239,239,94%,3e-71,40.43,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_265044200.1?report=genbank&log$=prottop&blast_rank=75&RID=ZV2Y8080016"",""WP_265044200.1"")"
TDT family transporter [Pseudomonas sp. NPDC087342],Pseudomonas sp. NPDC087342,239,239,94%,3e-71,40.43,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_401325867.1?report=genbank&log$=prottop&blast_rank=76&RID=ZV2Y8080016"",""WP_401325867.1"")"
MULTISPECIES: TDT family transporter [Pseudomonas],Pseudomonas,239,239,92%,3e-71,38.89,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029292780.1?report=genbank&log$=prottop&blast_rank=77&RID=ZV2Y8080016"",""WP_029292780.1"")"
TDT family transporter [Pseudomonas proteolytica],Pseudomonas proteolytica,239,239,91%,3e-71,39.11,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_340051614.1?report=genbank&log$=prottop&blast_rank=78&RID=ZV2Y8080016"",""WP_340051614.1"")"
MULTISPECIES: TDT family transporter [Pseudomonas],Pseudomonas,239,239,96%,3e-71,39.05,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_221106995.1?report=genbank&log$=prottop&blast_rank=79&RID=ZV2Y8080016"",""WP_221106995.1"")"
TDT family transporter [Pseudomonas mandelii],Pseudomonas mandelii,239,239,96%,4e-71,39.05,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010456759.1?report=genbank&log$=prottop&blast_rank=80&RID=ZV2Y8080016"",""WP_010456759.1"")"
TDT family transporter [Pseudomonas sp.],Pseudomonas sp.,239,239,94%,4e-71,40.16,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_348129391.1?report=genbank&log$=prottop&blast_rank=81&RID=ZV2Y8080016"",""WP_348129391.1"")"
TDT family transporter [Pseudomonas shahriarae],Pseudomonas shahriarae,239,239,92%,4e-71,38.29,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_273865799.1?report=genbank&log$=prottop&blast_rank=82&RID=ZV2Y8080016"",""WP_273865799.1"")"
TDT family transporter [Pseudomonas sp. ANT_J12],Pseudomonas sp. ANT_J12,239,239,94%,4e-71,39.62,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149656927.1?report=genbank&log$=prottop&blast_rank=83&RID=ZV2Y8080016"",""WP_149656927.1"")"
TDT family transporter [Pseudomonas sp. UMAB-40],Pseudomonas sp. UMAB-40,239,239,89%,4e-71,40.28,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_219095596.1?report=genbank&log$=prottop&blast_rank=84&RID=ZV2Y8080016"",""WP_219095596.1"")"
TDT family transporter [Pseudomonas fluorescens],Pseudomonas fluorescens,239,239,96%,4e-71,38.99,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019693076.1?report=genbank&log$=prottop&blast_rank=85&RID=ZV2Y8080016"",""WP_019693076.1"")"
TDT family transporter [Pseudomonas sp. PMCC200344],Pseudomonas sp. PMCC200344,239,239,94%,4e-71,39.57,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_283190286.1?report=genbank&log$=prottop&blast_rank=86&RID=ZV2Y8080016"",""WP_283190286.1"")"
TDT family transporter [Pseudomonas purpurea],Pseudomonas purpurea,239,239,94%,4e-71,39.84,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_347901461.1?report=genbank&log$=prottop&blast_rank=87&RID=ZV2Y8080016"",""WP_347901461.1"")"
TDT family transporter [Pseudomonas sp.],Pseudomonas sp.,239,239,94%,4e-71,39.35,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEO6679079.1?report=genbank&log$=prottop&blast_rank=88&RID=ZV2Y8080016"",""MEO6679079.1"")"
TDT family transporter [Pseudomonas sp. B14-6],Pseudomonas sp. B14-6,239,239,96%,4e-71,39.05,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_172791422.1?report=genbank&log$=prottop&blast_rank=89&RID=ZV2Y8080016"",""WP_172791422.1"")"
MULTISPECIES: TDT family transporter [Pseudomonas],Pseudomonas,238,238,92%,5e-71,38.61,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_070995374.1?report=genbank&log$=prottop&blast_rank=90&RID=ZV2Y8080016"",""WP_070995374.1"")"
MULTISPECIES: TDT family transporter [unclassified Pseudomonas],unclassified Pseudomonas,238,238,94%,6e-71,39.62,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_201201929.1?report=genbank&log$=prottop&blast_rank=91&RID=ZV2Y8080016"",""WP_201201929.1"")"
TDT family transporter [Pseudomonas sp. O230],Pseudomonas sp. O230,238,238,89%,6e-71,41.81,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_407010789.1?report=genbank&log$=prottop&blast_rank=92&RID=ZV2Y8080016"",""WP_407010789.1"")"
TDT family transporter [Pseudomonas mohnii],Pseudomonas mohnii,238,238,89%,7e-71,39.77,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090463997.1?report=genbank&log$=prottop&blast_rank=93&RID=ZV2Y8080016"",""WP_090463997.1"")"
TDT family transporter [Pseudomonas sp. 11/12A],Pseudomonas sp. 11/12A,238,238,89%,7e-71,39.77,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047531764.1?report=genbank&log$=prottop&blast_rank=94&RID=ZV2Y8080016"",""WP_047531764.1"")"
TDT family transporter [Pseudomonas mandelii],Pseudomonas mandelii,238,238,89%,7e-71,40.28,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094471348.1?report=genbank&log$=prottop&blast_rank=95&RID=ZV2Y8080016"",""WP_094471348.1"")"
