Orthogroup	Trebouxia_sp._A48.proteins	GeneID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias.Synonyms	EC_number	BUSCO	PFAM	InterPro	COG	GO.Terms	Protease	CAZyme
OG0009607	GTX0536PRED_010989-T1	GTX0536PRED_010989	mRNA	GTX0536_15	2337759	2339057	-		hypothetical protein	NA	NA			IPR003653 Ulp1 protease family, C-terminal catalytic domain;IPR038765 Papain-like cysteine peptidase superfamily	NA	GO_function: GO:0008234 - cysteine-type peptidase activity [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]	C48	
OG0009607	GTX0536PRED_012390-T1	GTX0536PRED_012390	mRNA	GTX0536_19	1517277	1518347	-		hypothetical protein	NA	NA				NA			
OG0009835	GTX0536PRED_003821-T1	GTX0536PRED_003821	mRNA	GTX0536_4	2831040	2837352	-		hypothetical protein	NA	NA			IPR011009 Protein kinase-like domain superfamily	NA			
OG0009835	GTX0536PRED_003825-T1	GTX0536PRED_003825	mRNA	GTX0536_4	2845404	2852035	-		hypothetical protein	NA	NA			IPR011009 Protein kinase-like domain superfamily	NA			
OG0009835	GTX0536PRED_003830-T1	GTX0536PRED_003830	mRNA	GTX0536_4	2862746	2865796	-		hypothetical protein	NA	NA			IPR011009 Protein kinase-like domain superfamily	NA			
OG0009835	GTX0536PRED_004461-T1	GTX0536PRED_004461	mRNA	GTX0536_5	1902394	1908169	-		hypothetical protein	NA	NA			IPR011009 Protein kinase-like domain superfamily	NA			
OG0009845	GTX0536PRED_002046-T1	GTX0536PRED_002046	mRNA	GTX0536_2	4266931	4267991	+		hypothetical protein	NA	NA				NA			
OG0009845	GTX0536PRED_002047-T1	GTX0536PRED_002047	mRNA	GTX0536_2	4268204	4269334	+		hypothetical protein	NA	NA			IPR011990 Tetratricopeptide-like helical domain superfamily	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]		
OG0009845	GTX0536PRED_003327-T1	GTX0536PRED_003327	mRNA	GTX0536_4	350194	351445	-		hypothetical protein	NA	NA			IPR011990 Tetratricopeptide-like helical domain superfamily	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]		
OG0009845	GTX0536PRED_003328-T1	GTX0536PRED_003328	mRNA	GTX0536_4	351486	354205	-		hypothetical protein	NA	NA				NA			
OG0009854	GTX0536PRED_008930-T1	GTX0536PRED_008930	mRNA	GTX0536_11	2959063	2966622	+		hypothetical protein	NA	NA				NA			
OG0009854	GTX0536PRED_008931-T1	GTX0536PRED_008931	mRNA	GTX0536_11	2966665	2968500	+		hypothetical protein	NA	NA				NA			
OG0009862	GTX0536PRED_003978-T1	GTX0536PRED_003978	mRNA	GTX0536_4	3733181	3734843	+		hypothetical protein	NA	NA		PF00642	IPR000571 Zinc finger, CCCH-type;IPR036855 Zinc finger, CCCH-type superfamily	NA	GO_function: GO:0046872 - metal ion binding [Evidence IEA]		
OG0009862	GTX0536PRED_003978-T2	GTX0536PRED_003978	mRNA	GTX0536_4	3733181	3734843	+		hypothetical protein	NA	NA		PF00642	IPR000571 Zinc finger, CCCH-type;IPR036855 Zinc finger, CCCH-type superfamily	NA	GO_function: GO:0046872 - metal ion binding [Evidence IEA]		
OG0009862	GTX0536PRED_007278-T1	GTX0536PRED_007278	mRNA	GTX0536_9	559588	561023	-		hypothetical protein	NA	NA				NA			
OG0009862	GTX0536PRED_007279-T1	GTX0536PRED_007279	mRNA	GTX0536_9	561241	561690	+		hypothetical protein	NA	NA				NA			
OG0009879	GTX0536PRED_002601-T1	GTX0536PRED_002601	mRNA	GTX0536_3	1650588	1651421	-		hypothetical protein	NA	NA				NA			
OG0009879	GTX0536PRED_002602-T1	GTX0536PRED_002602	mRNA	GTX0536_3	1652948	1655152	+		hypothetical protein	NA	NA				NA			
OG0009879	GTX0536PRED_003696-T1	GTX0536PRED_003696	mRNA	GTX0536_4	2266244	2271835	+		hypothetical protein	NA	NA				NA			
OG0009879	GTX0536PRED_003696-T2	GTX0536PRED_003696	mRNA	GTX0536_4	2266244	2271835	+		hypothetical protein	NA	NA				NA			
OG0009879	GTX0536PRED_003696-T3	GTX0536PRED_003696	mRNA	GTX0536_4	2266244	2271835	+		hypothetical protein	NA	NA				NA			
OG0009879	GTX0536PRED_003696-T4	GTX0536PRED_003696	mRNA	GTX0536_4	2266244	2271835	+		hypothetical protein	NA	NA				NA			
OG0009886	GTX0536PRED_008122-T1	GTX0536PRED_008122	mRNA	GTX0536_10	1818688	1819330	+		hypothetical protein	NA	NA				NA			
OG0010090	GTX0536PRED_009461-T1	GTX0536PRED_009461	mRNA	GTX0536_12	2668187	2669095	-		hypothetical protein	NA	NA				NA			
OG0010228	GTX0536PRED_004118-T1	GTX0536PRED_004118	mRNA	GTX0536_5	124810	126093	-		hypothetical protein	NA	NA				NA			
OG0010228	GTX0536PRED_004119-T1	GTX0536PRED_004119	mRNA	GTX0536_5	126533	127925	+		hypothetical protein	NA	NA				NA			
OG0010228	GTX0536PRED_007748-T1	GTX0536PRED_007748	mRNA	GTX0536_9	3062307	3070498	+		hypothetical protein	NA	NA				NA			
OG0010228	GTX0536PRED_007749-T1	GTX0536PRED_007749	mRNA	GTX0536_9	3070599	3071205	+		hypothetical protein	NA	NA				NA			
OG0010231	GTX0536PRED_000448-T1	GTX0536PRED_000448	mRNA	GTX0536_1	2585824	2586165	-		hypothetical protein	NA	NA				NA			
OG0010231	GTX0536PRED_000544-T1	GTX0536PRED_000544	mRNA	GTX0536_1	3325129	3327029	-		hypothetical protein	NA	NA				NA			
OG0010231	GTX0536PRED_003192-T1	GTX0536PRED_003192	mRNA	GTX0536_3	4492795	4493157	+		hypothetical protein	NA	NA				NA			
OG0010231	GTX0536PRED_004037-T1	GTX0536PRED_004037	mRNA	GTX0536_4	4043564	4043917	+		hypothetical protein	NA	NA				NA			
OG0010231	GTX0536PRED_004975-T1	GTX0536PRED_004975	mRNA	GTX0536_6	195759	196500	+		hypothetical protein	NA	NA				NA			
OG0010233	GTX0536PRED_002050-T1	GTX0536PRED_002050	mRNA	GTX0536_2	4274040	4278784	+		hypothetical protein	NA	NA			IPR011333 SKP1/BTB/POZ domain superfamily	NA			
OG0010233	GTX0536PRED_002050-T2	GTX0536PRED_002050	mRNA	GTX0536_2	4274040	4278784	+		hypothetical protein	NA	NA			IPR011333 SKP1/BTB/POZ domain superfamily	NA			
OG0010233	GTX0536PRED_002050-T3	GTX0536PRED_002050	mRNA	GTX0536_2	4274040	4278784	+		hypothetical protein	NA	NA			IPR011333 SKP1/BTB/POZ domain superfamily	NA			
OG0010252	GTX0536PRED_000768-T1	GTX0536PRED_000768	mRNA	GTX0536_1	4604825	4609308	+		hypothetical protein	NA	NA				NA			
OG0010252	GTX0536PRED_000769-T1	GTX0536PRED_000769	mRNA	GTX0536_1	4609350	4610949	+		hypothetical protein	NA	NA		PF00069;PF07714	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]		
OG0010266	GTX0536PRED_005791-T1	GTX0536PRED_005791	mRNA	GTX0536_7	475066	477183	+		hypothetical protein	NA	NA				NA			
OG0010266	GTX0536PRED_005797-T1	GTX0536PRED_005797	mRNA	GTX0536_7	501931	504000	+		hypothetical protein	NA	NA				NA			
OG0010401	GTX0536PRED_005816-T1	GTX0536PRED_005816	mRNA	GTX0536_7	569204	569846	-		hypothetical protein	NA	NA				NA			
OG0010401	GTX0536PRED_005817-T1	GTX0536PRED_005817	mRNA	GTX0536_7	569861	571778	-		hypothetical protein	NA	NA				NA			
OG0010401	GTX0536PRED_005819-T1	GTX0536PRED_005819	mRNA	GTX0536_7	574589	612535	-		hypothetical protein	NA	NA		PF00092;PF07726;PF07728;PF13519;PF17867	IPR002035 von Willebrand factor, type A;IPR003593 AAA+ ATPase domain;IPR011704 ATPase, dynein-related, AAA domain;IPR013783 Immunoglobulin-like fold;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036465 von Willebrand factor A-like domain superfamily;IPR040848 Midasin, AAA lid domain 7	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA]		
OG0010401	GTX0536PRED_005827-T1	GTX0536PRED_005827	mRNA	GTX0536_7	651990	682715	+		hypothetical protein	NA	NA		PF07726;PF07728;PF17867	IPR003593 AAA+ ATPase domain;IPR011704 ATPase, dynein-related, AAA domain;IPR013783 Immunoglobulin-like fold;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR040848 Midasin, AAA lid domain 7	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA]		
OG0010401	GTX0536PRED_005828-T1	GTX0536PRED_005828	mRNA	GTX0536_7	682966	689937	+		hypothetical protein	NA	NA		PF00092;PF13519;PF13768	IPR002035 von Willebrand factor, type A;IPR036465 von Willebrand factor A-like domain superfamily	NA			
OG0010401	GTX0536PRED_005830-T1	GTX0536PRED_005830	mRNA	GTX0536_7	692652	693122	+		hypothetical protein	NA	NA			IPR036465 von Willebrand factor A-like domain superfamily	NA			
OG0010401	GTX0536PRED_005831-T1	GTX0536PRED_005831	mRNA	GTX0536_7	693454	695059	+		hypothetical protein	NA	NA				NA			
OG0010544	GTX0536PRED_003975-T1	GTX0536PRED_003975	mRNA	GTX0536_4	3724968	3725666	-		hypothetical protein	NA	NA				NA			
OG0010631	GTX0536PRED_007448-T1	GTX0536PRED_007448	mRNA	GTX0536_9	1465467	1465902	-		hypothetical protein	NA	NA		PF10639	IPR018908 Putative transmembrane family 234	NA			
OG0010757	GTX0536PRED_003536-T1	GTX0536PRED_003536	mRNA	GTX0536_4	1413598	1415144	+		hypothetical protein	NA	NA				NA			
OG0010757	GTX0536PRED_010133-T1	GTX0536PRED_010133	mRNA	GTX0536_14	426083	426431	+		hypothetical protein	NA	NA				NA			
OG0010761	GTX0536PRED_002629-T1	GTX0536PRED_002629	mRNA	GTX0536_3	1774602	1775950	+		hypothetical protein	NA	NA				NA			
OG0010761	GTX0536PRED_005054-T1	GTX0536PRED_005054	mRNA	GTX0536_6	645123	645893	-		hypothetical protein	NA	NA				NA			
OG0010761	GTX0536PRED_005098-T1	GTX0536PRED_005098	mRNA	GTX0536_6	891128	892482	+		hypothetical protein	NA	NA				NA			
OG0010761	GTX0536PRED_010024-T1	GTX0536PRED_010024	mRNA	GTX0536_13	2773571	2774801	+		hypothetical protein	NA	NA				NA			
OG0010771	GTX0536PRED_012504-T1	GTX0536PRED_012504	mRNA	GTX0536_20	98496	100030	-		hypothetical protein	NA	NA				NA			
OG0010771	GTX0536PRED_012505-T1	GTX0536PRED_012505	mRNA	GTX0536_20	100184	101403	-		hypothetical protein	NA	NA				NA			
OG0010778	GTX0536PRED_012735-T1	GTX0536PRED_012735	mRNA	GTX0536_2	1456544	1463103	-		hypothetical protein	NA	NA				NA			
OG0010792	GTX0536PRED_000315-T1	GTX0536PRED_000315	mRNA	GTX0536_1	1770050	1774579	+		hypothetical protein	NA	NA				NA			
OG0010792	GTX0536PRED_000317-T1	GTX0536PRED_000317	mRNA	GTX0536_1	1781604	1793058	-		hypothetical protein	NA	NA			IPR008250 P-type ATPase, A domain superfamily	NA			
OG0010792	GTX0536PRED_000317-T2	GTX0536PRED_000317	mRNA	GTX0536_1	1781604	1793058	-		hypothetical protein	NA	NA		PF00122	IPR008250 P-type ATPase, A domain superfamily;IPR018303 P-type ATPase, phosphorylation site	NA			
OG0010797	GTX0536PRED_011337-T1	GTX0536PRED_011337	mRNA	GTX0536_16	2045726	2047336	+		hypothetical protein	NA	NA				NA			
OG0010797	GTX0536PRED_011338-T1	GTX0536PRED_011338	mRNA	GTX0536_16	2048160	2048810	+		hypothetical protein	NA	NA				NA			
OG0010805	GTX0536PRED_003665-T1	GTX0536PRED_003665	mRNA	GTX0536_4	2113428	2127485	+		hypothetical protein	NA	NA			IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR039918 Serine/threonine-protein phosphatase 4 regulatory subunit 4	NA			
OG0010805	GTX0536PRED_003665-T2	GTX0536PRED_003665	mRNA	GTX0536_4	2113428	2127485	+		hypothetical protein	NA	NA			IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR039918 Serine/threonine-protein phosphatase 4 regulatory subunit 4	NA			
OG0010985	GTX0536PRED_000014-T1	GTX0536PRED_000014	mRNA	GTX0536_1	84866	85351	-		hypothetical protein	NA	NA				NA			
OG0010985	GTX0536PRED_003269-T1	GTX0536PRED_003269	mRNA	GTX0536_3	4925771	4926663	-		hypothetical protein	NA	NA				NA			
OG0010985	GTX0536PRED_003270-T1	GTX0536PRED_003270	mRNA	GTX0536_4	3929	6306	+		hypothetical protein	NA	NA				NA			
OG0010985	GTX0536PRED_004164-T1	GTX0536PRED_004164	mRNA	GTX0536_5	347540	349257	-		hypothetical protein	NA	NA				NA			
OG0010985	GTX0536PRED_009470-T1	GTX0536PRED_009470	mRNA	GTX0536_12	2706967	2708157	+		hypothetical protein	NA	NA				NA			
OG0010985	GTX0536PRED_010997-T1	GTX0536PRED_010997	mRNA	GTX0536_16	22714	25353	+		hypothetical protein	NA	NA				NA			
OG0010986	GTX0536PRED_003936-T1	GTX0536PRED_003936	mRNA	GTX0536_4	3522059	3523270	+		hypothetical protein	NA	NA				NA			
OG0010986	GTX0536PRED_012781-T1	GTX0536PRED_012781	mRNA	GTX0536_4	3413543	3416448	-		hypothetical protein	NA	NA				NA			
OG0010986	GTX0536PRED_012781-T2	GTX0536PRED_012781	mRNA	GTX0536_4	3413543	3416448	-		hypothetical protein	NA	NA				NA			
OG0010986	GTX0536PRED_012782-T1	GTX0536PRED_012782	mRNA	GTX0536_4	3418372	3421783	+		hypothetical protein	NA	NA				NA			
OG0010986	GTX0536PRED_012783-T1	GTX0536PRED_012783	mRNA	GTX0536_4	3431855	3433864	+		hypothetical protein	NA	NA				NA			
OG0010986	GTX0536PRED_012784-T1	GTX0536PRED_012784	mRNA	GTX0536_4	3444427	3447689	+		hypothetical protein	NA	NA				NA			
OG0011088	GTX0536PRED_002130-T1	GTX0536PRED_002130	mRNA	GTX0536_2	4705029	4707536	-		hypothetical protein	NA	NA		PF00569	IPR000433 Zinc finger, ZZ-type;IPR043145 Zinc finger, ZZ-type superfamily	NA	GO_function: GO:0008270 - zinc ion binding [Evidence IEA]		
OG0011115	GTX0536PRED_003983-T1	GTX0536PRED_003983	mRNA	GTX0536_4	3753467	3756095	+		hypothetical protein	NA	NA				NA			GT23
OG0011115	GTX0536PRED_004058-T1	GTX0536PRED_004058	mRNA	GTX0536_4	4155443	4156702	-		hypothetical protein	NA	NA				NA			GT23
OG0011446	GTX0536PRED_003094-T1	GTX0536PRED_003094	mRNA	GTX0536_3	3988282	3990799	-		hypothetical protein	NA	NA				NA			
OG0011446	GTX0536PRED_007995-T1	GTX0536PRED_007995	mRNA	GTX0536_10	1211733	1213046	-		hypothetical protein	NA	NA				NA			
OG0011446	GTX0536PRED_007996-T1	GTX0536PRED_007996	mRNA	GTX0536_10	1213576	1214327	-		hypothetical protein	NA	NA				NA			
OG0011455	GTX0536PRED_010321-T1	GTX0536PRED_010321	mRNA	GTX0536_14	1467578	1476096	+		hypothetical protein	NA	NA		PF00176;PF00271	IPR000330 SNF2, N-terminal;IPR001650 Helicase, C-terminal;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR038718 SNF2-like, N-terminal domain superfamily	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0070615 - nucleosome-dependent ATPase activity [Evidence IEA]		
OG0011455	GTX0536PRED_010325-T1	GTX0536PRED_010325	mRNA	GTX0536_14	1488248	1491171	+		hypothetical protein	NA	NA		PF00271	IPR001650 Helicase, C-terminal;IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA			
OG0011457	GTX0536PRED_008902-T1	GTX0536PRED_008902	mRNA	GTX0536_11	2794724	2799826	-		hypothetical protein	NA	NA				NA			
OG0011457	GTX0536PRED_008902-T2	GTX0536PRED_008902	mRNA	GTX0536_11	2794724	2799826	-		hypothetical protein	NA	NA				NA			
OG0011457	GTX0536PRED_008902-T3	GTX0536PRED_008902	mRNA	GTX0536_11	2794724	2799826	-		hypothetical protein	NA	NA				NA			
OG0011459	GTX0536PRED_010278-T1	GTX0536PRED_010278	mRNA	GTX0536_14	1240398	1246782	-		hypothetical protein	NA	NA		PF04564	IPR000679 Zinc finger, GATA-type;IPR003613 U-box domain;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR013088 Zinc finger, NHR/GATA-type	NA	GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0004842 - ubiquitin-protein transferase activity [Evidence IEA];GO_function: GO:0043565 - sequence-specific DNA binding [Evidence IEA];GO_process: GO:0016567 - protein ubiquitination [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]		
OG0011462	GTX0536PRED_008101-T1	GTX0536PRED_008101	mRNA	GTX0536_10	1717171	1721255	+		hypothetical protein	NA	NA		PF00023;PF12796;PF13606;PF13637	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]		
OG0011462	GTX0536PRED_008112-T1	GTX0536PRED_008112	mRNA	GTX0536_10	1764128	1772134	-		hypothetical protein	NA	NA		PF00023;PF12796;PF13606;PF13637;PF13857	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]		
