target_id	length	eff_length	est_counts	tpm
GTX0536PRED_000058-T1	7803	7546.58	179	18.8263
GTX0536PRED_000059-T1	879	622.584	0	0
GTX0536PRED_000060-T1	2399	2142.58	0	0
GTX0536PRED_000060-T2	2711	2454.58	0	0
GTX0536PRED_000061-T1	303	65.4222	0	0
GTX0536PRED_000062-T1	2659	2402.58	5	1.65179
GTX0536PRED_000063-T1	3421	3164.58	146	36.6184
GTX0536PRED_000064-T1	2051	1794.58	161	71.2073
GTX0536PRED_000065-T1	1527	1270.58	0	0
GTX0536PRED_000066-T1	3023	2766.58	26	7.4592
GTX0536PRED_000066-T2	1699	1442.58	0	0
GTX0536PRED_000067-T1	4410	4153.58	0	0
GTX0536PRED_000068-T1	690	433.584	47	86.0374
GTX0536PRED_000069-T1	276	50.7224	0	0
GTX0536PRED_000070-T1	972	715.584	141	156.394
GTX0536PRED_000071-T1	1014	757.584	146.743	153.741
GTX0536PRED_000072-T1	351	100.914	0	0
GTX0536PRED_000073-T1	915	658.584	26	31.3346
GTX0536PRED_000074-T1	2658	2401.58	5	1.65247
GTX0536PRED_000075-T1	1736	1479.58	72	38.6238
GTX0536PRED_000076-T1	4646	4389.58	41.9995	7.59422
GTX0536PRED_000076-T2	4052	3795.58	0.000532822	0.000111421
GTX0536PRED_000077-T1	2163	1906.58	0	0
GTX0536PRED_000077-T2	2247	1990.58	0	0
GTX0536PRED_000077-T3	1429	1172.58	0	0
GTX0536PRED_000078-T1	1587	1330.58	0	0
GTX0536PRED_000079-T1	2992	2735.58	80	23.2115
GTX0536PRED_000080-T1	3625	3368.58	27	6.36179
GTX0536PRED_000081-T1	1871	1614.58	114	56.0411
GTX0536PRED_000082-T1	1176	919.584	418	360.784
GTX0536PRED_000083-T1	2998	2741.58	70	20.2656
GTX0536PRED_000084-T1	2912	2655.58	18	5.37991
GTX0536PRED_000085-T1	1107	850.584	0	0
GTX0536PRED_000086-T1	1842	1585.58	151	75.5876
GTX0536PRED_000087-T1	945	688.584	0	0
GTX0536PRED_000088-T1	979	722.584	0	0
GTX0536PRED_000089-T1	1734	1477.58	0	0
GTX0536PRED_000090-T1	3764	3507.58	0	0
GTX0536PRED_000091-T1	1325	1068.58	44	32.6819
GTX0536PRED_000092-T1	1872	1615.58	0	0
GTX0536PRED_000093-T1	1472	1215.58	0	0
GTX0536PRED_000094-T1	558	301.647	0	0
GTX0536PRED_000094-T2	991	734.584	0	0
GTX0536PRED_000095-T1	678	421.584	0	0
GTX0536PRED_000096-T1	736	479.584	0	0
GTX0536PRED_000097-T1	2250	1993.58	0	0
GTX0536PRED_000097-T2	2599	2342.58	0	0
GTX0536PRED_000098-T1	1413	1156.58	6	4.11753
GTX0536PRED_000099-T1	1372	1115.58	2	1.42295
GTX0536PRED_000100-T1	369	116.468	0	0
GTX0536PRED_000101-T1	2355	2098.58	6	2.26928
GTX0536PRED_000102-T1	826	569.584	17	23.6894
GTX0536PRED_000103-T1	1869	1612.58	43	21.1645
GTX0536PRED_000104-T1	5274	5017.58	173.278	27.4101
GTX0536PRED_000104-T2	5542	5285.58	19.7223	2.96161
GTX0536PRED_000105-T1	1877	1620.58	67	32.8145
GTX0536PRED_000106-T1	369	116.468	0	0
GTX0536PRED_000107-T1	845	588.584	0	0
GTX0536PRED_000107-T2	765	508.584	0	0
GTX0536PRED_000108-T1	2515	2258.58	48	16.8682
GTX0536PRED_000109-T1	883	626.584	31	39.2686
GTX0536PRED_000110-T1	2369	2112.58	325	122.105
GTX0536PRED_000111-T1	871	614.584	0	0
GTX0536PRED_000112-T1	1387	1130.58	0	0
GTX0536PRED_000113-T1	1617	1360.58	141	82.2539
GTX0536PRED_000114-T1	2493	2236.58	157	55.7156
GTX0536PRED_000115-T1	702	445.584	61	108.658
GTX0536PRED_000116-T1	864	607.584	121	158.067
GTX0536PRED_000117-T1	4968	4711.58	10.9168	1.83904
GTX0536PRED_000117-T2	4371	4114.58	50.0832	9.66114
GTX0536PRED_000118-T1	3693	3436.58	17	3.92631
GTX0536PRED_000119-T1	369	116.468	0	0
GTX0536PRED_000120-T1	12534	12277.6	25	1.61618
GTX0536PRED_000121-T1	1204	947.584	174	145.745
GTX0536PRED_000122-T1	2648	2391.58	107	35.5108
GTX0536PRED_000123-T1	3855	3598.58	36	7.94024
GTX0536PRED_000124-T1	264	45.7092	0	0
GTX0536PRED_000125-T1	1918	1661.58	50	23.8842
GTX0536PRED_000126-T1	1547	1290.58	37	22.7551
GTX0536PRED_000127-T1	3372	3115.58	30	7.64266
GTX0536PRED_000128-T1	1077	820.584	75	72.5439
GTX0536PRED_000129-T1	3400	3143.58	0	0
GTX0536PRED_000129-T2	2218	1961.58	2	0.809256
GTX0536PRED_000130-T1	1863	1606.58	281	138.824
GTX0536PRED_000130-T2	1750	1493.58	0	0
GTX0536PRED_000131-T1	2869	2612.58	1	0.303803
GTX0536PRED_000132-T1	2641	2384.58	77	25.6295
GTX0536PRED_000133-T1	975	718.584	249	275.033
GTX0536PRED_000134-T1	4398	4141.58	150	28.7467
GTX0536PRED_000135-T1	2580	2323.58	0	0
GTX0536PRED_000136-T1	2049	1792.58	14	6.19885
GTX0536PRED_000137-T1	1544	1287.58	35	21.5752
GTX0536PRED_000138-T1	1192	935.584	76	64.4753
GTX0536PRED_000139-T1	1817	1560.58	62	31.5331
GTX0536PRED_000140-T1	2633	2376.58	7	2.3378
GTX0536PRED_000140-T2	2700	2443.58	0	0
GTX0536PRED_000141-T1	342	93.4522	0	0
GTX0536PRED_000142-T1	1371	1114.58	0	0
GTX0536PRED_000143-T1	3634	3377.58	158	37.129
GTX0536PRED_000144-T1	513	256.675	0	0
GTX0536PRED_000145-T1	492	235.747	0	0
GTX0536PRED_000146-T1	2789	2532.58	0	0
GTX0536PRED_000146-T2	2622	2365.58	0	0
GTX0536PRED_000146-T3	2414	2157.58	0	0
GTX0536PRED_000147-T1	2045	1788.58	7	3.10636
GTX0536PRED_000148-T1	2117	1860.58	33	14.0776
GTX0536PRED_000149-T1	2084	1827.58	82	35.6122
GTX0536PRED_000150-T1	479	222.747	15	53.4493
GTX0536PRED_000151-T1	1592	1335.58	6	3.56568
GTX0536PRED_000152-T1	1165	908.584	5	4.36785
GTX0536PRED_000153-T1	2151	1894.58	188	78.7602
GTX0536PRED_000154-T1	1923	1666.58	46.4714	22.132
GTX0536PRED_000155-T1	2229	1972.58	0	0
GTX0536PRED_000156-T1	4567	4310.58	6	1.10479
GTX0536PRED_000157-T1	2820	2563.58	126	39.0109
GTX0536PRED_000157-T2	3380	3123.58	0	0
GTX0536PRED_000158-T1	1953	1696.58	0	0
GTX0536PRED_000158-T2	1810	1553.58	15	7.66336
GTX0536PRED_000159-T1	1978	1721.58	46.1272	21.2663
GTX0536PRED_000160-T1	1519	1262.58	0	0
GTX0536PRED_000160-T2	1610	1353.58	0	0
GTX0536PRED_000161-T1	684	427.584	0	0
GTX0536PRED_000162-T1	681	424.584	0	0
GTX0536PRED_000163-T1	5936	5679.58	95.4005	13.332
GTX0536PRED_000164-T1	697	440.584	2.59947	4.68294
GTX0536PRED_000165-T1	1967	1710.58	32	14.848
GTX0536PRED_000166-T1	3079	2822.58	164	46.1168
GTX0536PRED_000167-T1	1761	1504.58	10.691	5.63979
GTX0536PRED_000167-T2	1927	1670.58	5.30903	2.52238
GTX0536PRED_000167-T3	1832	1575.58	0	0
GTX0536PRED_000167-T4	2063	1806.58	0	0
GTX0536PRED_000168-T1	1549	1292.58	1	0.61405
GTX0536PRED_000169-T1	1315	1058.58	128	95.9726
GTX0536PRED_000170-T1	895	638.584	103	128.021
GTX0536PRED_000171-T1	954	697.584	72	81.9216
GTX0536PRED_000172-T1	2402	2145.58	97	35.883
GTX0536PRED_000173-T1	3641	3384.58	0	0
GTX0536PRED_000174-T1	1524	1267.58	6	3.75696
GTX0536PRED_000175-T1	1617	1360.58	62.1772	36.2718
GTX0536PRED_000175-T2	1418	1161.58	14.8228	10.1284
GTX0536PRED_000176-T1	2727	2470.58	87	27.95
GTX0536PRED_000177-T1	369	116.468	0	0
GTX0536PRED_000178-T1	405	150.236	0	0
GTX0536PRED_000179-T1	860	603.584	0	0
GTX0536PRED_000180-T1	1515	1258.58	11	6.93702
GTX0536PRED_000181-T1	3577	3320.58	99	23.6637
GTX0536PRED_000181-T2	3551	3294.58	0	0
GTX0536PRED_000182-T1	1413	1156.58	15	10.2938
GTX0536PRED_000183-T1	840	583.584	0	0
GTX0536PRED_000184-T1	2375	2118.58	16	5.99428
GTX0536PRED_000184-T2	2835	2578.58	0	0
GTX0536PRED_000185-T1	832	575.584	0	0
GTX0536PRED_000186-T1	1507	1250.58	23	14.5975
GTX0536PRED_000187-T1	678	421.584	26	48.9499
GTX0536PRED_000188-T1	2232	1975.58	32	12.8563
GTX0536PRED_000189-T1	2411	2154.58	6	2.2103
GTX0536PRED_000189-T2	2478	2221.58	0	0
GTX0536PRED_000190-T1	1200	943.584	1	0.841167
GTX0536PRED_000191-T1	1734	1477.58	0	0
GTX0536PRED_000191-T2	1658	1401.58	153	86.6433
GTX0536PRED_000192-T1	2003	1746.58	43	19.5408
GTX0536PRED_000193-T1	2423	2166.58	42	15.3864
GTX0536PRED_000194-T1	2545	2288.58	57	19.7684
GTX0536PRED_000195-T1	1703	1446.58	22	12.071
GTX0536PRED_000195-T2	1769	1512.58	0	0
GTX0536PRED_000196-T1	1441	1184.58	0	0
GTX0536PRED_000197-T1	2320	2063.58	161	61.9251
GTX0536PRED_000198-T1	1668	1411.58	246	138.322
GTX0536PRED_000199-T1	2220	1963.58	17	6.87167
GTX0536PRED_000200-T1	2638	2381.58	87	28.9945
GTX0536PRED_000201-T1	3452	3195.58	35	8.69322
GTX0536PRED_000202-T1	384	130.328	0	0
GTX0536PRED_000203-T1	3925	3668.58	5	1.08177
GTX0536PRED_000204-T1	4546	4289.58	5.99779	1.10978
GTX0536PRED_000204-T2	4582	4325.58	0.00221011	0.000405539
GTX0536PRED_000205-T1	1452	1195.58	1339	888.921
GTX0536PRED_000206-T1	1012	755.584	12	12.6055
GTX0536PRED_000207-T1	1222	965.584	116	95.3522
GTX0536PRED_000208-T1	3100	2843.58	172	48.0093
GTX0536PRED_000209-T1	2292	2035.58	30	11.6975
GTX0536PRED_000210-T1	4679	4422.58	43	7.71712
GTX0536PRED_000211-T1	1500	1243.58	143	91.2691
GTX0536PRED_000212-T1	835	578.584	63	86.4245
GTX0536PRED_000213-T1	1613	1356.58	0	0
GTX0536PRED_000213-T2	966	709.584	0	0
GTX0536PRED_000214-T1	942	685.584	94	108.825
GTX0536PRED_000215-T1	3033	2776.58	0	0
GTX0536PRED_000216-T1	1726	1469.58	4	2.16037
GTX0536PRED_000217-T1	2611	2354.58	114	38.4285
GTX0536PRED_000218-T1	612	355.584	30	66.964
GTX0536PRED_000219-T1	663	406.584	0	0
GTX0536PRED_000220-T1	405	150.236	0	0
GTX0536PRED_000221-T1	750	493.584	0	0
GTX0536PRED_000222-T1	1864	1607.58	121	59.7413
GTX0536PRED_000222-T2	1939	1682.58	0	0
GTX0536PRED_000223-T1	1549	1292.58	7	4.29835
GTX0536PRED_000224-T1	2259	2002.58	823	326.191
GTX0536PRED_000225-T1	1252	995.584	7	5.58062
GTX0536PRED_000226-T1	1922	1665.58	0	0
GTX0536PRED_000227-T1	3306	3049.58	14.3173	3.72634
GTX0536PRED_000227-T2	2454	2197.58	2.6827	0.968925
GTX0536PRED_000228-T1	988	731.584	10	10.8492
GTX0536PRED_000229-T1	72	15	0	0
GTX0536PRED_000230-T1	2339	2082.58	32	12.1958
GTX0536PRED_000231-T1	2660	2403.58	0	0
GTX0536PRED_000232-T1	390	135.937	0	0
GTX0536PRED_000233-T1	1441	1184.58	64	42.8822
GTX0536PRED_000234-T1	3415	3158.58	92	23.1184
GTX0536PRED_000235-T1	3972	3715.58	6	1.2817
GTX0536PRED_000236-T1	3897	3640.58	277	60.3909
GTX0536PRED_000237-T1	1095	838.584	1268	1200.15
GTX0536PRED_000238-T1	2432	2175.58	7	2.55379
GTX0536PRED_000239-T1	2263	2006.58	5	1.97777
GTX0536PRED_000240-T1	2097	1840.58	0	0
GTX0536PRED_000241-T1	345	95.8318	138	1142.96
GTX0536PRED_000242-T1	927	670.584	7	8.28529
GTX0536PRED_000243-T1	828	571.584	0	0
GTX0536PRED_000244-T1	1841	1584.58	0	0
GTX0536PRED_000245-T1	303	65.4222	0	0
GTX0536PRED_000246-T1	3043	2786.58	0	0
GTX0536PRED_000247-T1	591	334.584	0	0
GTX0536PRED_000248-T1	4814	4557.58	55	9.57835
GTX0536PRED_000249-T1	2806	2549.58	29	9.028
GTX0536PRED_000250-T1	1030	773.584	0.0956895	0.0981792
GTX0536PRED_000250-T2	1026	769.584	12.9043	13.3089
GTX0536PRED_000251-T1	2650	2393.58	2	0.663199
GTX0536PRED_000252-T1	1198	941.584	0	0
GTX0536PRED_000252-T2	1275	1018.58	0	0
GTX0536PRED_000253-T1	2301	2044.58	3	1.16461
GTX0536PRED_000254-T1	2386	2129.58	0	0
GTX0536PRED_000255-T1	2946	2689.58	283	83.5149
GTX0536PRED_000256-T1	720	463.584	18	30.8182
GTX0536PRED_000257-T1	621	364.584	24	52.2488
GTX0536PRED_000258-T1	1171	914.584	155	134.515
GTX0536PRED_000259-T1	1296	1039.58	47	35.884
GTX0536PRED_000260-T1	1578	1321.58	0	0
GTX0536PRED_000261-T1	3533	3276.58	49	11.8696
GTX0536PRED_000262-T1	4416	4159.58	4	0.76326
GTX0536PRED_000262-T2	4370	4113.58	0	0
GTX0536PRED_000263-T1	2141	1884.58	33	13.8983
GTX0536PRED_000264-T1	2758	2501.58	703	223.05
GTX0536PRED_000265-T1	1689	1432.58	152	84.2144
GTX0536PRED_000266-T1	1206	949.584	5	4.17926
GTX0536PRED_000267-T1	2017	1760.58	118	53.1971
GTX0536PRED_000267-T2	2659	2402.58	0	0
GTX0536PRED_000267-T3	2090	1833.58	0	0
GTX0536PRED_000268-T1	3016	2759.58	0	0
GTX0536PRED_000269-T1	1041	784.584	80	80.9307
GTX0536PRED_000270-T1	1768	1511.58	61	32.0302
GTX0536PRED_000271-T1	1827	1570.58	46	23.2466
GTX0536PRED_000272-T1	1578	1321.58	0	0
GTX0536PRED_000273-T1	1128	871.584	47	42.8007
GTX0536PRED_000274-T1	2052	1795.58	32	14.1451
GTX0536PRED_000275-T1	324	79.4886	1	9.98523
GTX0536PRED_000276-T1	1815	1558.58	0	0
GTX0536PRED_000276-T2	1712	1455.58	0	0
GTX0536PRED_000277-T1	504	247.7	5	16.0216
GTX0536PRED_000278-T1	2362	2105.58	9.16696	3.45553
GTX0536PRED_000279-T1	423	167.43	29.833	141.426
GTX0536PRED_000280-T1	780	523.584	162	245.579
GTX0536PRED_000281-T1	486	229.747	33	114.006
GTX0536PRED_000282-T1	961	704.584	0	0
GTX0536PRED_000283-T1	2477	2220.58	31	11.0804
GTX0536PRED_000284-T1	568	311.647	542	1380.38
GTX0536PRED_000285-T1	1348	1091.58	0	0
GTX0536PRED_000286-T1	1434	1177.58	67	45.1591
GTX0536PRED_000287-T1	2195	1938.58	0	0
GTX0536PRED_000287-T2	1300	1043.58	14	10.6479
GTX0536PRED_000288-T1	804	547.584	37	53.6307
GTX0536PRED_000289-T1	2538	2281.58	69	24.0035
GTX0536PRED_000290-T1	24735	24478.6	1	0.0324247
GTX0536PRED_000291-T1	20136	19879.6	3	0.119778
GTX0536PRED_000292-T1	4659	4402.58	0	0
GTX0536PRED_000293-T1	5230	4973.58	0	0
GTX0536PRED_000293-T2	5181	4924.58	0	0
GTX0536PRED_000294-T1	1055	798.584	31	30.8109
GTX0536PRED_000295-T1	1527	1270.58	204	127.435
GTX0536PRED_000296-T1	1529	1272.58	3	1.8711
GTX0536PRED_000297-T1	904	647.584	27	33.0926
GTX0536PRED_000298-T1	1280	1023.58	282	218.67
GTX0536PRED_000299-T1	1052	795.584	0	0
GTX0536PRED_000300-T1	1661	1404.58	34	19.2129
GTX0536PRED_000301-T1	1332	1075.58	37	27.3036
GTX0536PRED_000302-T1	2527	2270.58	141	49.2883
GTX0536PRED_000303-T1	3938	3681.58	123	26.5175
GTX0536PRED_000304-T1	411	155.975	131	666.623
GTX0536PRED_000305-T1	2085	1828.58	20	8.68116
GTX0536PRED_000306-T1	1800	1543.58	40	20.568
GTX0536PRED_000307-T1	1023	766.584	20	20.7077
GTX0536PRED_000308-T1	1317	1060.58	21	15.7158
GTX0536PRED_000309-T1	1364	1107.58	536	384.106
GTX0536PRED_000310-T1	1458	1201.58	17	11.2294
GTX0536PRED_000311-T1	2364	2107.58	70	26.3618
GTX0536PRED_000311-T2	2435	2178.58	0	0
GTX0536PRED_000312-T1	13192	12935.6	0	0
GTX0536PRED_000314-T1	348	98.3519	0	0
GTX0536PRED_000315-T1	2847	2590.58	0	0
GTX0536PRED_000316-T1	1815	1558.58	0	0
GTX0536PRED_000317-T1	3990	3733.58	0	0
GTX0536PRED_000317-T2	4063	3806.58	0	0
GTX0536PRED_000318-T1	4295	4038.58	80	15.7226
GTX0536PRED_000319-T1	1557	1300.58	6	3.66164
GTX0536PRED_000320-T1	3081	2824.58	487	136.848
GTX0536PRED_000321-T1	2507	2250.58	56	19.7495
GTX0536PRED_000322-T1	1267	1010.58	34	26.7036
GTX0536PRED_000323-T1	3667	3410.58	55	12.7996
GTX0536PRED_000324-T1	1006	749.584	1735	1837.14
GTX0536PRED_000324-T2	1843	1586.58	0	0
GTX0536PRED_000325-T1	1873	1616.58	44	21.6031
GTX0536PRED_000325-T2	1592	1335.58	0	0
GTX0536PRED_000326-T1	2247	1990.58	4	1.59493
GTX0536PRED_000326-T2	1336	1079.58	0	0
GTX0536PRED_000327-T1	2237	1980.58	14	5.61045
GTX0536PRED_000328-T1	555	298.647	0	0
GTX0536PRED_000329-T1	2003	1746.58	66	29.9928
GTX0536PRED_000330-T1	2641	2384.58	23	7.65558
GTX0536PRED_000331-T1	1071	814.584	381	371.237
GTX0536PRED_000332-T1	783	526.584	21	31.653
GTX0536PRED_000333-T1	2428	2171.58	38	13.889
GTX0536PRED_000334-T1	1891	1634.58	101	49.043
GTX0536PRED_000334-T2	1920	1663.58	0	0
GTX0536PRED_000335-T1	1959	1702.58	25	11.6545
GTX0536PRED_000336-T1	916	659.584	8	9.62681
GTX0536PRED_000337-T1	1885	1628.58	36	17.5451
GTX0536PRED_000338-T1	1043	786.584	0	0
GTX0536PRED_000338-T2	1012	755.584	0	0
GTX0536PRED_000338-T3	973	716.584	9	9.96869
GTX0536PRED_000339-T1	1029	772.584	15	15.4102
GTX0536PRED_000340-T1	1703	1446.58	243	133.329
GTX0536PRED_000341-T1	2171	1914.58	83	34.4085
GTX0536PRED_000342-T1	985	728.584	0	0
GTX0536PRED_000342-T2	996	739.584	0	0
GTX0536PRED_000343-T1	3472	3215.58	22	5.43032
GTX0536PRED_000344-T1	1495	1238.58	8	5.12657
GTX0536PRED_000344-T2	1362	1105.58	0	0
GTX0536PRED_000345-T1	1757	1500.58	65	34.3808
GTX0536PRED_000346-T1	891	634.584	0	0
GTX0536PRED_000347-T1	987	730.584	0	0
GTX0536PRED_000348-T1	9278	9021.58	561	49.3563
GTX0536PRED_000349-T1	1806	1549.58	35	17.9273
GTX0536PRED_000350-T1	282	53.4988	0	0
GTX0536PRED_000351-T1	1610	1353.58	63	36.9418
GTX0536PRED_000352-T1	2513	2256.58	31	10.9037
GTX0536PRED_000353-T1	873	616.584	0	0
GTX0536PRED_000354-T1	2043	1786.58	0	0
GTX0536PRED_000355-T1	7589	7332.58	0	0
GTX0536PRED_000355-T2	7320	7063.58	51	5.7307
GTX0536PRED_000356-T1	2442	2185.58	0	0
GTX0536PRED_000356-T2	2064	1807.58	27.5719	12.1069
GTX0536PRED_000357-T1	2116	1859.58	23.4281	9.99962
GTX0536PRED_000358-T1	3031	2774.58	48	13.7311
GTX0536PRED_000359-T1	2372	2115.58	94	35.2663
GTX0536PRED_000360-T1	2087	1830.58	0	0
GTX0536PRED_000360-T2	1998	1741.58	1	0.455741
GTX0536PRED_000361-T1	1695	1438.58	0	0
GTX0536PRED_000362-T1	2526	2269.58	128	44.7637
GTX0536PRED_000363-T1	3206	2949.58	0	0
GTX0536PRED_000364-T1	432	176.24	0	0
GTX0536PRED_000365-T1	1841	1584.58	31	15.5278
GTX0536PRED_000366-T1	3225	2968.58	86	22.9939
GTX0536PRED_000366-T2	3362	3105.58	0	0
GTX0536PRED_000367-T1	1185	928.584	0	0
GTX0536PRED_000368-T1	822	565.584	235	329.787
GTX0536PRED_000369-T1	810	553.584	11	15.7715
GTX0536PRED_000370-T1	1812	1555.58	119	60.7178
GTX0536PRED_000371-T1	1435	1178.58	3	2.02033
GTX0536PRED_000372-T1	921	664.584	0	0
GTX0536PRED_000373-T1	1877	1620.58	7	3.42838
GTX0536PRED_000374-T1	1433	1176.58	44	29.6819
GTX0536PRED_000375-T1	1495	1238.58	50	32.0411
GTX0536PRED_000376-T1	1173	916.584	121	104.779
GTX0536PRED_000377-T1	660	403.584	5	9.83329
GTX0536PRED_000378-T1	2098	1841.58	80	34.4795
GTX0536PRED_000379-T1	357	105.967	0	0
GTX0536PRED_000380-T1	2029	1772.58	0	0
GTX0536PRED_000381-T1	2199	1942.58	3	1.22576
GTX0536PRED_000382-T1	1866	1609.58	260	128.21
GTX0536PRED_000382-T2	1807	1550.58	0	0
GTX0536PRED_000383-T1	2779	2522.58	3	0.943927
GTX0536PRED_000384-T1	1177	920.584	0	0
GTX0536PRED_000385-T1	1934	1677.58	73	34.5383
GTX0536PRED_000386-T1	2481	2224.58	16	5.70866
GTX0536PRED_000387-T1	3110	2853.58	147	40.8874
GTX0536PRED_000388-T1	1039	782.584	6	6.08531
GTX0536PRED_000389-T1	1979	1722.58	27	12.4407
GTX0536PRED_000390-T1	2659	2402.58	8	2.64286
GTX0536PRED_000391-T1	1111	854.584	473	439.308
GTX0536PRED_000392-T1	6570	6313.58	11	1.38286
GTX0536PRED_000393-T1	948	691.584	69	79.1894
GTX0536PRED_000394-T1	978	721.584	160	175.993
GTX0536PRED_000395-T1	2065	1808.58	56	24.576
GTX0536PRED_000396-T1	2679	2422.58	0	0
GTX0536PRED_000397-T1	1098	841.584	0	0
GTX0536PRED_000398-T1	2424	2167.58	0	0
GTX0536PRED_000399-T1	858	601.584	0	0
GTX0536PRED_000400-T1	780	523.584	0	0
GTX0536PRED_000401-T1	342	93.4522	0	0
GTX0536PRED_000402-T1	492	235.747	0	0
GTX0536PRED_000403-T1	1156	899.584	0	0
GTX0536PRED_000403-T2	807	550.584	0	0
GTX0536PRED_000404-T1	1375	1118.58	2	1.41914
GTX0536PRED_000405-T1	1419	1162.58	0	0
GTX0536PRED_000406-T1	1865	1608.58	4	1.97369
GTX0536PRED_000407-T1	1251	994.584	11	8.77837
GTX0536PRED_000408-T1	3111	2854.58	0	0
GTX0536PRED_000409-T1	372	119.12	0	0
GTX0536PRED_000410-T1	2364	2107.58	63	23.7257
GTX0536PRED_000411-T1	1548	1291.58	0	0
GTX0536PRED_000412-T1	1482	1225.58	0	0
GTX0536PRED_000413-T1	912	655.584	0	0
GTX0536PRED_000414-T1	5638	5381.58	245	36.1342
GTX0536PRED_000415-T1	1293	1036.58	85	65.0844
GTX0536PRED_000416-T1	1673	1416.58	10	5.603
GTX0536PRED_000417-T1	1259	1002.58	791	626.208
GTX0536PRED_000418-T1	1725	1468.58	52	28.1039
GTX0536PRED_000419-T1	4435	4178.58	151	28.6821
GTX0536PRED_000420-T1	1194	937.584	7	5.92585
GTX0536PRED_000420-T2	1269	1012.58	0	0
GTX0536PRED_000421-T1	3023	2766.58	77.5569	22.2505
GTX0536PRED_000422-T1	435	179.169	0	0
GTX0536PRED_000423-T1	1408	1151.58	32	22.0555
GTX0536PRED_000424-T1	1710	1453.58	19	10.3747
GTX0536PRED_000425-T1	3196	2939.58	19.4699	5.25704
GTX0536PRED_000426-T1	3059	2802.58	26.5301	7.5135
GTX0536PRED_000427-T1	966	709.584	22	24.6083
GTX0536PRED_000428-T1	1047	790.584	0	0
GTX0536PRED_000429-T1	2331	2074.58	4	1.53035
