target_id	length	eff_length	est_counts	tpm
GTX0536PRED_000105-T1	1877	1644.01	725	23.9739
GTX0536PRED_000106-T1	369	138.466	245	96.1896
GTX0536PRED_000107-T1	845	612.225	118.259	10.501
GTX0536PRED_000107-T2	765	532.225	142.741	14.58
GTX0536PRED_000108-T1	2515	2282.01	1135	27.0385
GTX0536PRED_000109-T1	883	650.157	122	10.2011
GTX0536PRED_000110-T1	2369	2136.01	1949	49.6035
GTX0536PRED_000111-T1	871	638.157	90	7.66689
GTX0536PRED_000112-T1	1387	1154.01	1397	65.8099
GTX0536PRED_000113-T1	1617	1384.01	1840	72.2741
GTX0536PRED_000114-T1	2493	2260.01	1630	39.2086
GTX0536PRED_000115-T1	702	469.252	3356	388.794
GTX0536PRED_000116-T1	864	631.191	2865	246.756
GTX0536PRED_000117-T1	4968	4735.01	155.642	1.78694
GTX0536PRED_000117-T2	4371	4138.01	1300.36	17.0834
GTX0536PRED_000118-T1	3693	3460.01	1242	19.5141
GTX0536PRED_000119-T1	369	138.466	351	137.806
GTX0536PRED_000120-T1	12534	12301	234	1.03414
GTX0536PRED_000121-T1	1204	971.008	1246	69.7588
GTX0536PRED_000122-T1	2648	2415.01	428	9.63449
GTX0536PRED_000123-T1	3855	3622.01	373	5.59839
GTX0536PRED_000124-T1	264	51.6789	0	0
GTX0536PRED_000125-T1	1918	1685.01	388	12.518
GTX0536PRED_000126-T1	1547	1314.01	565.533	23.3972
GTX0536PRED_000127-T1	3372	3139.01	411.467	7.12601
GTX0536PRED_000128-T1	1077	844.008	402	25.893
GTX0536PRED_000129-T1	3400	3167.01	2215.5	38.0299
GTX0536PRED_000129-T2	2218	1985.01	992.504	27.1815
GTX0536PRED_000130-T1	1863	1630.01	1344.16	44.8296
GTX0536PRED_000130-T2	1750	1517.01	366.839	13.1459
GTX0536PRED_000131-T1	2869	2636.01	674.158	13.9033
GTX0536PRED_000132-T1	2641	2408.01	1067.84	24.1075
GTX0536PRED_000133-T1	975	742.049	3576	261.98
GTX0536PRED_000134-T1	4398	4165.01	1421	18.5474
GTX0536PRED_000135-T1	2580	2347.01	8028	185.95
GTX0536PRED_000136-T1	2049	1816.01	494	14.7881
GTX0536PRED_000137-T1	1544	1311.01	1453	60.251
GTX0536PRED_000138-T1	1192	959.008	3182	180.377
GTX0536PRED_000139-T1	1817	1584.01	1054	36.1732
GTX0536PRED_000140-T1	2633	2400.01	1107.19	25.0791
GTX0536PRED_000140-T2	2700	2467.01	229.708	5.06185
GTX0536PRED_000141-T1	342	112.939	38.5828	18.5717
GTX0536PRED_000142-T1	1371	1138.01	41	1.95858
GTX0536PRED_000143-T1	3634	3401.01	1992	31.8409
GTX0536PRED_000144-T1	513	280.469	870	168.631
GTX0536PRED_000145-T1	492	259.497	250	52.3734
GTX0536PRED_000146-T1	2789	2556.01	104.185	2.21588
GTX0536PRED_000146-T2	2622	2389.01	54.1516	1.23225
GTX0536PRED_000146-T3	2414	2181.01	193.664	4.82719
GTX0536PRED_000147-T1	2045	1812.01	1130	33.9017
GTX0536PRED_000148-T1	2117	1884.01	1671	48.2167
GTX0536PRED_000149-T1	2084	1851.01	227	6.66686
GTX0536PRED_000150-T1	479	246.593	404	89.0645
GTX0536PRED_000151-T1	1592	1359.01	164	6.56033
GTX0536PRED_000152-T1	1165	932.008	605	35.289
GTX0536PRED_000153-T1	2151	1918.01	3172	89.9055
GTX0536PRED_000154-T1	1923	1690.01	748.31	24.0711
GTX0536PRED_000155-T1	2229	1996.01	722	19.6643
GTX0536PRED_000156-T1	4567	4334.01	1903	23.87
GTX0536PRED_000157-T1	2820	2587.01	895.807	18.8244
GTX0536PRED_000157-T2	3380	3147.01	496.193	8.5715
GTX0536PRED_000158-T1	1953	1720.01	697.657	22.0503
GTX0536PRED_000158-T2	1810	1577.01	641.319	22.1077
GTX0536PRED_000159-T1	1978	1745.01	529.397	16.4926
GTX0536PRED_000160-T1	1519	1286.01	769.473	32.5277
GTX0536PRED_000160-T2	1610	1377.01	168.527	6.65329
GTX0536PRED_000161-T1	684	451.277	0	0
GTX0536PRED_000162-T1	681	448.277	21	2.5467
GTX0536PRED_000163-T1	5936	5703.01	1260	12.0108
GTX0536PRED_000164-T1	697	464.252	590	69.088
GTX0536PRED_000165-T1	1967	1734.01	651	20.4096
GTX0536PRED_000166-T1	3079	2846.01	406	7.75521
GTX0536PRED_000167-T1	1761	1528.01	396.157	14.0944
GTX0536PRED_000167-T2	1927	1694.01	142.733	4.58051
GTX0536PRED_000167-T3	1832	1599.01	69.1972	2.35257
GTX0536PRED_000167-T4	2063	1830.01	89.912	2.67097
GTX0536PRED_000168-T1	1549	1316.01	778	32.1384
GTX0536PRED_000169-T1	1315	1082.01	1507	75.7158
GTX0536PRED_000170-T1	895	662.086	2520	206.914
GTX0536PRED_000171-T1	954	721.049	344	25.9357
GTX0536PRED_000172-T1	2402	2169.01	701	17.5695
GTX0536PRED_000173-T1	3641	3408.01	2857.07	45.5748
GTX0536PRED_000174-T1	1524	1291.01	35	1.47381
GTX0536PRED_000175-T1	1617	1384.01	842.291	33.0847
GTX0536PRED_000175-T2	1418	1185.01	532.709	24.4384
GTX0536PRED_000176-T1	2727	2494.01	1428	31.1268
GTX0536PRED_000177-T1	369	138.466	226	88.73
GTX0536PRED_000178-T1	405	173.355	376	117.911
GTX0536PRED_000179-T1	860	627.191	635	55.0399
GTX0536PRED_000180-T1	1515	1282.01	1484	62.9284
GTX0536PRED_000181-T1	3577	3344.01	573.699	9.32654
GTX0536PRED_000181-T2	3551	3318.01	997.301	16.34
GTX0536PRED_000182-T1	1413	1180.01	651	29.9916
GTX0536PRED_000183-T1	840	607.225	54	4.83446
GTX0536PRED_000184-T1	2375	2142.01	722.929	18.3476
GTX0536PRED_000184-T2	2835	2602.01	55.0705	1.15057
GTX0536PRED_000185-T1	832	599.225	4	0.362889
GTX0536PRED_000186-T1	1507	1274.01	707	30.1683
GTX0536PRED_000187-T1	678	445.277	203	24.7839
GTX0536PRED_000188-T1	2232	1999.01	1468.44	39.9343
GTX0536PRED_000189-T1	2411	2178.01	2010.26	50.1761
GTX0536PRED_000189-T2	2478	2245.01	23.296	0.564115
GTX0536PRED_000190-T1	1200	967.008	576	32.3814
GTX0536PRED_000191-T1	1734	1501.01	1322.54	47.8992
GTX0536PRED_000191-T2	1658	1425.01	68.4631	2.61182
GTX0536PRED_000192-T1	2003	1770.01	387.971	11.9159
GTX0536PRED_000193-T1	2423	2190.01	555.029	13.7776
GTX0536PRED_000194-T1	2545	2312.01	2699	63.4625
GTX0536PRED_000195-T1	1703	1470.01	575.147	21.2698
GTX0536PRED_000195-T2	1769	1536.01	165.853	5.86994
GTX0536PRED_000196-T1	1441	1208.01	3	0.135007
GTX0536PRED_000197-T1	2320	2087.01	3758	97.8896
GTX0536PRED_000198-T1	1668	1435.01	3669	138.994
GTX0536PRED_000199-T1	2220	1987.01	19	0.519826
GTX0536PRED_000200-T1	2638	2405.01	2456	55.5157
GTX0536PRED_000201-T1	3452	3219.01	2389	40.3458
GTX0536PRED_000202-T1	384	152.919	257	91.3643
GTX0536PRED_000203-T1	3925	3692.01	251	3.69585
GTX0536PRED_000204-T1	4546	4313.01	55	0.693244
GTX0536PRED_000204-T2	4582	4349.01	0	0
GTX0536PRED_000205-T1	1452	1219.01	15989.5	713.07
GTX0536PRED_000206-T1	1012	779.008	824	57.5028
GTX0536PRED_000207-T1	1222	989.008	675	37.1029
GTX0536PRED_000208-T1	3100	2867.01	1197	22.697
GTX0536PRED_000209-T1	2292	2059.01	1128	29.7821
GTX0536PRED_000210-T1	4679	4446.01	1434	17.5341
GTX0536PRED_000211-T1	1500	1267.01	1113	47.7551
GTX0536PRED_000212-T1	835	602.225	615	55.5163
GTX0536PRED_000213-T1	1613	1380.01	580.933	22.8849
GTX0536PRED_000213-T2	966	733.049	43.0665	3.19382
GTX0536PRED_000214-T1	942	709.049	3672	281.534
GTX0536PRED_000215-T1	3033	2800.01	3	0.058246
GTX0536PRED_000216-T1	1726	1493.01	1420	51.7047
GTX0536PRED_000217-T1	2611	2378.01	2302	52.6254
GTX0536PRED_000218-T1	612	379.299	902	129.279
GTX0536PRED_000219-T1	663	430.277	93	11.75
GTX0536PRED_000220-T1	405	173.355	187	58.6419
GTX0536PRED_000221-T1	750	517.225	48	5.04505
GTX0536PRED_000222-T1	1864	1631.01	760.855	25.36
GTX0536PRED_000222-T2	1939	1706.01	94.145	2.99999
GTX0536PRED_000223-T1	1549	1316.01	1975	81.5854
GTX0536PRED_000224-T1	2259	2026.01	13716.9	368.061
GTX0536PRED_000225-T1	1252	1019.01	106.061	5.65822
GTX0536PRED_000226-T1	1922	1689.01	243	7.82129
GTX0536PRED_000227-T1	3306	3073.01	774.737	13.7055
GTX0536PRED_000227-T2	2454	2221.01	77.263	1.89115
GTX0536PRED_000228-T1	988	755.008	188	13.5366
GTX0536PRED_000229-T1	72	19.7674	3	8.25039
GTX0536PRED_000230-T1	2339	2106.01	1661	42.8759
GTX0536PRED_000231-T1	2660	2427.01	6	0.134395
GTX0536PRED_000232-T1	390	158.766	930	318.441
GTX0536PRED_000233-T1	1441	1208.01	910	40.952
GTX0536PRED_000234-T1	3415	3182.01	1173	20.0401
GTX0536PRED_000235-T1	3972	3739.01	30	0.436183
GTX0536PRED_000236-T1	3897	3664.01	2838	42.1075
GTX0536PRED_000237-T1	1095	862.008	4880	307.76
GTX0536PRED_000238-T1	2432	2199.01	1539.79	38.0661
GTX0536PRED_000239-T1	2263	2030.01	652.21	17.466
GTX0536PRED_000240-T1	2097	1864.01	28	0.816609
GTX0536PRED_000241-T1	345	115.719	1489	699.51
GTX0536PRED_000242-T1	927	694.049	356	27.8845
GTX0536PRED_000243-T1	828	595.225	1472	134.441
GTX0536PRED_000244-T1	1841	1608.01	581.126	19.6465
GTX0536PRED_000245-T1	303	78.757	315	217.433
GTX0536PRED_000246-T1	3043	2810.01	866	16.7538
GTX0536PRED_000247-T1	591	358.299	29.4353	4.46607
GTX0536PRED_000248-T1	4814	4581.01	2217.56	26.3159
GTX0536PRED_000249-T1	2806	2573.01	809	17.0927
GTX0536PRED_000250-T1	1030	797.008	528.882	36.0745
GTX0536PRED_000250-T2	1026	793.008	13.1179	0.899271
GTX0536PRED_000251-T1	2650	2417.01	3865.99	86.9533
GTX0536PRED_000252-T1	1198	965.008	1.01312	0.0570733
GTX0536PRED_000252-T2	1275	1042.01	0	0
GTX0536PRED_000253-T1	2301	2068.01	66	1.73498
GTX0536PRED_000254-T1	2386	2153.01	232	5.85796
GTX0536PRED_000255-T1	2946	2713.01	7301	146.297
GTX0536PRED_000256-T1	720	487.252	500	55.7854
GTX0536PRED_000257-T1	621	388.299	902	126.283
GTX0536PRED_000258-T1	1171	938.008	2750	159.379
GTX0536PRED_000259-T1	1296	1063.01	1266	64.7442
GTX0536PRED_000260-T1	1578	1345.01	891	36.0128
GTX0536PRED_000261-T1	3533	3300.01	1217	20.0484
GTX0536PRED_000262-T1	4416	4183.01	10	0.129962
GTX0536PRED_000262-T2	4370	4137.01	0	0
GTX0536PRED_000263-T1	2141	1908.01	1323	37.695
GTX0536PRED_000264-T1	2758	2525.01	7395	159.213
GTX0536PRED_000265-T1	1689	1456.01	4247	158.57
GTX0536PRED_000266-T1	1206	973.008	704	39.3333
GTX0536PRED_000267-T1	2017	1784.01	557.661	16.9933
GTX0536PRED_000267-T2	2659	2426.01	610.296	13.6758
GTX0536PRED_000267-T3	2090	1857.01	143.043	4.18751
GTX0536PRED_000268-T1	3016	2783.01	522	10.1967
GTX0536PRED_000269-T1	1041	808.008	720	48.4418
GTX0536PRED_000270-T1	1768	1535.01	733	25.9595
GTX0536PRED_000271-T1	1827	1594.01	2739	93.4126
GTX0536PRED_000272-T1	1578	1345.01	98	3.961
GTX0536PRED_000273-T1	1128	895.008	1413	85.826
GTX0536PRED_000274-T1	2052	1819.01	868	25.9411
GTX0536PRED_000275-T1	324	96.7982	66	37.0664
GTX0536PRED_000276-T1	1815	1582.01	74.6166	2.56408
GTX0536PRED_000276-T2	1712	1479.01	0.38336	0.0140909
GTX0536PRED_000277-T1	504	271.469	401	80.3024
GTX0536PRED_000278-T1	2362	2129.01	896.863	22.9009
GTX0536PRED_000279-T1	423	191.089	49.1371	13.9791
GTX0536PRED_000280-T1	780	547.225	1098	109.079
GTX0536PRED_000281-T1	486	253.552	445	95.4105
GTX0536PRED_000282-T1	961	728.049	1153	86.0939
GTX0536PRED_000283-T1	2477	2244.01	6362	154.125
GTX0536PRED_000284-T1	568	335.318	1301	210.923
GTX0536PRED_000285-T1	1348	1115.01	2259	110.139
GTX0536PRED_000286-T1	1434	1201.01	2361	106.87
GTX0536PRED_000287-T1	2195	1962.01	1857.77	51.4749
GTX0536PRED_000287-T2	1300	1067.01	294.517	15.0054
GTX0536PRED_000288-T1	804	571.225	868.709	82.6745
GTX0536PRED_000289-T1	2538	2305.01	985	23.231
GTX0536PRED_000290-T1	24735	24502	201	0.445962
GTX0536PRED_000291-T1	20136	19903	32	0.0874048
GTX0536PRED_000292-T1	4659	4426.01	4	0.0491305
GTX0536PRED_000293-T1	5230	4997.01	62	0.674505
GTX0536PRED_000293-T2	5181	4948.01	0	0
GTX0536PRED_000294-T1	1055	822.008	98	6.48117
GTX0536PRED_000295-T1	1527	1294.01	2053	86.2493
GTX0536PRED_000296-T1	1529	1296.01	324	13.5907
GTX0536PRED_000297-T1	904	671.086	1367	110.737
GTX0536PRED_000298-T1	1280	1047.01	2206	114.541
GTX0536PRED_000299-T1	1052	819.008	331	21.9707
GTX0536PRED_000300-T1	1661	1428.01	1422.19	54.1416
GTX0536PRED_000301-T1	1332	1099.01	724.297	35.8278
GTX0536PRED_000302-T1	2527	2294.01	8665.7	205.358
GTX0536PRED_000303-T1	3938	3705.01	3688	54.1135
GTX0536PRED_000304-T1	411	179.251	1440	436.722
GTX0536PRED_000305-T1	2085	1852.01	817	23.9819
GTX0536PRED_000306-T1	1800	1567.01	1167	40.4859
GTX0536PRED_000307-T1	1023	790.008	602	41.4256
GTX0536PRED_000308-T1	1317	1084.01	313	15.697
GTX0536PRED_000309-T1	1364	1131.01	1616	77.6747
GTX0536PRED_000310-T1	1458	1225.01	646	28.668
GTX0536PRED_000311-T1	2364	2131.01	5003.79	127.649
GTX0536PRED_000311-T2	2435	2202.01	366.208	9.04092
GTX0536PRED_000312-T1	13192	12959	115	0.482425
GTX0536PRED_000314-T1	348	118.5	113	51.8399
GTX0536PRED_000315-T1	2847	2614.01	114.934	2.39027
GTX0536PRED_000316-T1	1815	1582.01	99	3.40197
GTX0536PRED_000317-T1	3990	3757.01	107.783	1.55959
GTX0536PRED_000317-T2	4063	3830.01	19.2831	0.273704
GTX0536PRED_000318-T1	4295	4062.01	1698	22.7248
GTX0536PRED_000319-T1	1557	1324.01	698	28.6595
GTX0536PRED_000320-T1	3081	2848.01	3943	75.2644
GTX0536PRED_000321-T1	2507	2274.01	917	21.922
GTX0536PRED_000322-T1	1267	1034.01	610	32.0708
GTX0536PRED_000323-T1	3667	3434.01	4783	75.7186
GTX0536PRED_000324-T1	1006	773.008	6348.14	446.443
GTX0536PRED_000324-T2	1843	1610.01	2013.68	67.9933
GTX0536PRED_000325-T1	1873	1640.01	1770.71	58.6955
GTX0536PRED_000325-T2	1592	1359.01	505.296	20.2129
GTX0536PRED_000326-T1	2247	2014.01	809.141	21.8407
GTX0536PRED_000326-T2	1336	1103.01	18.8594	0.92951
GTX0536PRED_000327-T1	2237	2004.01	1364	37.0014
GTX0536PRED_000328-T1	555	322.336	633	106.758
GTX0536PRED_000329-T1	2003	1770.01	1114	34.2148
GTX0536PRED_000330-T1	2641	2408.01	656	14.8098
GTX0536PRED_000331-T1	1071	838.008	926	60.0712
GTX0536PRED_000332-T1	783	550.225	1369	135.259
GTX0536PRED_000333-T1	2428	2195.01	1534	37.9921
GTX0536PRED_000334-T1	1891	1658.01	940.89	30.8501
GTX0536PRED_000334-T2	1920	1687.01	128.11	4.12829
GTX0536PRED_000335-T1	1959	1726.01	770	24.2522
GTX0536PRED_000336-T1	916	683.049	525	41.7841
GTX0536PRED_000337-T1	1885	1652.01	1072	35.2766
GTX0536PRED_000338-T1	1043	810.008	227.5	15.2685
GTX0536PRED_000338-T2	1012	779.008	269.837	18.8306
GTX0536PRED_000338-T3	973	740.049	371.662	27.3018
GTX0536PRED_000339-T1	1029	796.008	403	27.5227
GTX0536PRED_000340-T1	1703	1470.01	4719	174.515
GTX0536PRED_000341-T1	2171	1938.01	802	22.4969
GTX0536PRED_000342-T1	985	752.049	785.715	56.7967
GTX0536PRED_000342-T2	996	763.008	561.048	39.9737
GTX0536PRED_000343-T1	3472	3239.01	157.237	2.63904
GTX0536PRED_000344-T1	1495	1262.01	262.749	11.3184
GTX0536PRED_000344-T2	1362	1129.01	60.2506	2.90114
GTX0536PRED_000345-T1	1757	1524.01	900	32.104
GTX0536PRED_000346-T1	891	658.086	276	22.7998
GTX0536PRED_000347-T1	987	754.008	561	40.4474
GTX0536PRED_000348-T1	9278	9045.01	4320	25.9644
GTX0536PRED_000349-T1	1806	1573.01	44	1.52064
GTX0536PRED_000350-T1	282	63.0931	0	0
GTX0536PRED_000351-T1	1610	1377.01	425.765	16.8088
GTX0536PRED_000352-T1	2513	2280.01	212	5.05479
GTX0536PRED_000353-T1	873	640.157	123	10.4453
GTX0536PRED_000354-T1	2043	1810.01	747	22.4359
GTX0536PRED_000355-T1	7589	7356.01	931	6.88036
GTX0536PRED_000355-T2	7320	7087.01	9.34407e-07	7.16765e-09
GTX0536PRED_000356-T1	2442	2209.01	1077.87	26.5261
GTX0536PRED_000356-T2	2064	1831.01	2272.13	67.4601
GTX0536PRED_000357-T1	2116	1883.01	1707.77	49.3038
GTX0536PRED_000358-T1	3031	2798.01	1765.23	34.297
GTX0536PRED_000359-T1	2372	2139.01	1493	37.9447
GTX0536PRED_000360-T1	2087	1854.01	588.038	17.2424
GTX0536PRED_000360-T2	1998	1765.01	113.962	3.51007
GTX0536PRED_000361-T1	1695	1462.01	616.422	22.9209
GTX0536PRED_000362-T1	2526	2293.01	3829	90.7786
GTX0536PRED_000363-T1	3206	2973.01	200	3.65711
GTX0536PRED_000364-T1	432	200.026	6	1.63068
GTX0536PRED_000365-T1	1841	1608.01	798.571	26.9979
GTX0536PRED_000366-T1	3225	2992.01	611	11.1015
GTX0536PRED_000366-T2	3362	3129.01	0	0
GTX0536PRED_000367-T1	1185	952.008	70	3.99725
GTX0536PRED_000368-T1	822	589.225	635	58.5864
GTX0536PRED_000369-T1	810	577.225	2267	213.506
GTX0536PRED_000370-T1	1812	1579.01	971	33.4302
GTX0536PRED_000371-T1	1435	1202.01	136	6.15085
GTX0536PRED_000372-T1	921	688.049	169	13.3528
GTX0536PRED_000373-T1	1877	1644.01	122	4.03422
GTX0536PRED_000374-T1	1433	1200.01	1245	56.4013
GTX0536PRED_000375-T1	1495	1262.01	371.448	16.0007
GTX0536PRED_000376-T1	1173	940.008	718.552	41.5557
GTX0536PRED_000377-T1	660	427.277	1218	154.968
GTX0536PRED_000378-T1	2098	1865.01	4198.94	122.395
GTX0536PRED_000379-T1	357	126.941	43	18.4149
GTX0536PRED_000380-T1	2029	1796.01	4.10534	0.124264
GTX0536PRED_000381-T1	2199	1966.01	138.128	3.81944
GTX0536PRED_000382-T1	1866	1633.01	341.342	11.3633
GTX0536PRED_000382-T2	1807	1574.01	73.6577	2.54399
GTX0536PRED_000383-T1	2779	2546.01	427	9.11742
GTX0536PRED_000384-T1	1177	944.008	831	47.8552
GTX0536PRED_000385-T1	1934	1701.01	894	28.5716
GTX0536PRED_000386-T1	2481	2248.01	309	7.47247
GTX0536PRED_000387-T1	3110	2877.01	185	3.4957
GTX0536PRED_000388-T1	1039	806.008	356	24.0112
GTX0536PRED_000389-T1	1979	1746.01	698	21.7327
GTX0536PRED_000390-T1	2659	2426.01	873.878	19.5822
GTX0536PRED_000391-T1	1111	878.008	10122	626.717
GTX0536PRED_000392-T1	6570	6337.01	544	4.66679
GTX0536PRED_000393-T1	948	715.049	1124	85.4544
GTX0536PRED_000394-T1	978	745.049	1474	107.551
GTX0536PRED_000395-T1	2065	1832.01	856	25.401
GTX0536PRED_000396-T1	2679	2446.01	842	18.7136
GTX0536PRED_000397-T1	1098	865.008	1818.92	114.313
GTX0536PRED_000398-T1	2424	2191.01	5	0.124059
GTX0536PRED_000399-T1	858	625.191	12	1.04345
GTX0536PRED_000400-T1	780	547.225	7	0.695403
GTX0536PRED_000401-T1	342	112.939	1	0.481347
GTX0536PRED_000402-T1	492	259.497	8	1.67595
GTX0536PRED_000403-T1	1156	923.008	66.1591	3.89662
GTX0536PRED_000403-T2	807	574.225	15.8409	1.49969
